expr	time	Date
dt[, weighted_ntile(x, w = wt, n = 10)]	26991716	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	94418151	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	26130051	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	97120604	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	26895942	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	97018506	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	26519472	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	101684931	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	26978163	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	95334328	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	27623283	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	104727112	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	27319095	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	95304813	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	26799867	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	118828485	2018-10-07
dt[, weighted_ntile(x, w = wt, n = 10)]	30914236	2018-10-07
dt[, weighted_ntile(y, w = wt, n = 10)]	102171933	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	24688622	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	100897053	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	26867933	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	99206551	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	27184771	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	101668366	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	28194012	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	101100046	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	29664053	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	107053397	2018-10-08
dt[, weighted_ntile(x, w = wt, n = 10)]	26942324	2018-10-08
dt[, weighted_ntile(y, w = wt, n = 10)]	92000006	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	23858580	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	103329955	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26871547	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	100613345	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27013401	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	117621070	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	28195819	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	109229998	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27322107	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	108061133	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27324215	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	99709214	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27793749	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	112262843	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	28169014	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	95655683	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26650183	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	100073939	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27182361	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	100164593	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26061985	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	107415411	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26981175	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	100804291	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	28765042	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	105016242	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27060685	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	98082561	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26302324	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	104247338	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27074239	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	101108479	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26967020	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	103405851	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27858803	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	96627278	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26833598	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	100682014	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	26541157	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	95452389	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27365175	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	106585068	2018-10-09
dt[, weighted_ntile(x, w = wt, n = 10)]	27632619	2018-10-09
dt[, weighted_ntile(y, w = wt, n = 10)]	98844267	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	26973353	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	100414298	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	26565861	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	119953715	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	26032177	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	111481625	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	28209983	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	93460137	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	27150143	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	100862147	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	27160082	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	93209559	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	27322416	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	102089441	2018-10-16
dt[, weighted_ntile(x, w = wt, n = 10)]	27053766	2018-10-16
dt[, weighted_ntile(y, w = wt, n = 10)]	99899829	2018-11-07
dt[, weighted_ntile(x, w = wt, n = 10)]	29945343	2018-11-07
dt[, weighted_ntile(y, w = wt, n = 10)]	113503052	2018-11-07
dt[, weighted_ntile(x, w = wt, n = 10)]	30635036	2018-11-07
dt[, weighted_ntile(y, w = wt, n = 10)]	100816490	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	23439679	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	114872707	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	30407402	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	102375080	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	29570733	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	115192256	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	29965275	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	97374342	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	22930389	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	111654033	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	30472757	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	102191061	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	29740295	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	111451040	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	29323467	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	101360114	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	28893989	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	111575425	2018-11-12
dt[, weighted_ntile(x, w = wt, n = 10)]	29608982	2018-11-12
dt[, weighted_ntile(y, w = wt, n = 10)]	104901319	2018-12-07
dt[, weighted_ntile(x, w = wt, n = 10)]	23324923	2018-12-07
dt[, weighted_ntile(y, w = wt, n = 10)]	130680529	2018-12-07
dt[, weighted_ntile(x, w = wt, n = 10)]	38840639	2018-12-07
dt[, weighted_ntile(y, w = wt, n = 10)]	97522792	2018-12-07
dt[, weighted_ntile(x, w = wt, n = 10)]	22454222	2018-12-07
dt[, weighted_ntile(y, w = wt, n = 10)]	107423371	2018-12-07
dt[, weighted_ntile(x, w = wt, n = 10)]	29258404	2018-12-07
dt[, weighted_ntile(y, w = wt, n = 10)]	97196832	2018-12-08
dt[, weighted_ntile(x, w = wt, n = 10)]	22241571	2018-12-08
dt[, weighted_ntile(y, w = wt, n = 10)]	107999725	2018-12-08
dt[, weighted_ntile(x, w = wt, n = 10)]	30011018	2018-12-08
dt[, weighted_ntile(y, w = wt, n = 10)]	108832943	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	22616570	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	117357450	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	29641519	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	104977880	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	21867242	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	105751001	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	28921706	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	103930689	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	29298177	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	107258089	2019-01-05
dt[, weighted_ntile(x, w = wt, n = 10)]	29458704	2019-01-05
dt[, weighted_ntile(y, w = wt, n = 10)]	120196379	2019-01-09
dt[, weighted_ntile(x, w = wt, n = 10)]	32280440	2019-01-09
dt[, weighted_ntile(y, w = wt, n = 10)]	112914525	2019-01-09
dt[, weighted_ntile(x, w = wt, n = 10)]	29077725	2019-01-09
dt[, weighted_ntile(y, w = wt, n = 10)]	125923331	2019-02-08
dt[, weighted_ntile(x, w = wt, n = 10)]	30705228	2019-02-08
dt[, weighted_ntile(y, w = wt, n = 10)]	103911859	2019-02-08
dt[, weighted_ntile(x, w = wt, n = 10)]	29164712	2019-02-08
dt[, weighted_ntile(y, w = wt, n = 10)]	137027402	2019-02-09
dt[, weighted_ntile(x, w = wt, n = 10)]	32498733	2019-02-09
dt[, weighted_ntile(y, w = wt, n = 10)]	126007359	2019-02-09
dt[, weighted_ntile(x, w = wt, n = 10)]	31132598	2019-02-09
dt[, weighted_ntile(y, w = wt, n = 10)]	120417890	2019-02-09
dt[, weighted_ntile(x, w = wt, n = 10)]	22955429	2019-02-09
dt[, weighted_ntile(y, w = wt, n = 10)]	148158422	2019-02-09
dt[, weighted_ntile(x, w = wt, n = 10)]	23751440	2019-02-09
dt[, weighted_ntile(y, w = wt, n = 10)]	102353279	2019-02-12
dt[, weighted_ntile(x, w = wt, n = 10)]	22877122	2019-02-12
dt[, weighted_ntile(y, w = wt, n = 10)]	135014746	2019-02-12
dt[, weighted_ntile(x, w = wt, n = 10)]	30956804	2019-02-12
dt[, weighted_ntile(y, w = wt, n = 10)]	102664998	2019-02-13
dt[, weighted_ntile(x, w = wt, n = 10)]	24484807	2019-02-13
dt[, weighted_ntile(y, w = wt, n = 10)]	108921954	2019-02-13
dt[, weighted_ntile(x, w = wt, n = 10)]	30486968	2019-02-13
dt[, weighted_ntile(y, w = wt, n = 10)]	96459853	2019-02-14
dt[, weighted_ntile(x, w = wt, n = 10)]	28666867	2019-02-14
dt[, weighted_ntile(y, w = wt, n = 10)]	110128440	2019-02-14
dt[, weighted_ntile(x, w = wt, n = 10)]	29458660	2019-02-14
dt[, weighted_ntile(y, w = wt, n = 10)]	100208293	2019-02-17
dt[, weighted_ntile(x, w = wt, n = 10)]	22705985	2019-02-17
dt[, weighted_ntile(y, w = wt, n = 10)]	120095871	2019-02-17
dt[, weighted_ntile(x, w = wt, n = 10)]	30815158	2019-02-17
dt[, weighted_ntile(y, w = wt, n = 10)]	103785999	2019-02-19
dt[, weighted_ntile(x, w = wt, n = 10)]	30221549	2019-02-19
dt[, weighted_ntile(y, w = wt, n = 10)]	114362110	2019-02-19
dt[, weighted_ntile(x, w = wt, n = 10)]	31813868	2019-02-19
dt[, weighted_ntile(y, w = wt, n = 10)]	106066808	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	30079393	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	109536661	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	39087580	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	107232361	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	27070340	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	136649767	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	30620607	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	122094514	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	56474495	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	107887419	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	28594292	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	121236600	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	25336600	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	113304700	2019-02-21
dt[, weighted_ntile(x, w = wt, n = 10)]	28114400	2019-02-21
dt[, weighted_ntile(y, w = wt, n = 10)]	96276900	2019-02-22
dt[, weighted_ntile(x, w = wt, n = 10)]	22594900	2019-02-22
dt[, weighted_ntile(y, w = wt, n = 10)]	108510500	2019-02-22
dt[, weighted_ntile(x, w = wt, n = 10)]	28105600	2019-02-22
dt[, weighted_ntile(y, w = wt, n = 10)]	96377201	2019-02-22
dt[, weighted_ntile(x, w = wt, n = 10)]	22654401	2019-02-22
dt[, weighted_ntile(y, w = wt, n = 10)]	109761901	2019-02-22
dt[, weighted_ntile(x, w = wt, n = 10)]	27973902	2019-02-22
dt[, weighted_ntile(y, w = wt, n = 10)]	95932300	2019-02-23
dt[, weighted_ntile(x, w = wt, n = 10)]	25687001	2019-02-23
dt[, weighted_ntile(y, w = wt, n = 10)]	102485602	2019-02-23
dt[, weighted_ntile(x, w = wt, n = 10)]	27757401	2019-02-23
dt[, weighted_ntile(y, w = wt, n = 10)]	97723300	2019-02-25
dt[, weighted_ntile(x, w = wt, n = 10)]	28962800	2019-02-25
dt[, weighted_ntile(y, w = wt, n = 10)]	108506100	2019-02-25
dt[, weighted_ntile(x, w = wt, n = 10)]	29909900	2019-02-25
dt[, weighted_ntile(y, w = wt, n = 10)]	101931700	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	28143700	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	99756100	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	27704100	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	103767300	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	28864800	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	106366200	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	27655400	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	96044400	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	28886200	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	112692000	2019-02-26
dt[, weighted_ntile(x, w = wt, n = 10)]	28702400	2019-02-26
dt[, weighted_ntile(y, w = wt, n = 10)]	109105700	2019-02-27
dt[, weighted_ntile(x, w = wt, n = 10)]	30337000	2019-02-27
dt[, weighted_ntile(y, w = wt, n = 10)]	114101600	2019-02-27
dt[, weighted_ntile(x, w = wt, n = 10)]	28500600	2019-02-27
dt[, weighted_ntile(y, w = wt, n = 10)]	102979500	2019-03-01
dt[, weighted_ntile(x, w = wt, n = 10)]	23005100	2019-03-01
dt[, weighted_ntile(y, w = wt, n = 10)]	105067000	2019-03-01
dt[, weighted_ntile(x, w = wt, n = 10)]	28772200	2019-03-01
dt[, weighted_ntile(y, w = wt, n = 10)]	110525402	2019-03-07
dt[, weighted_ntile(x, w = wt, n = 10)]	35341801	2019-03-07
dt[, weighted_ntile(y, w = wt, n = 10)]	121115901	2019-03-07
dt[, weighted_ntile(x, w = wt, n = 10)]	40879101	2019-03-07
dt[, weighted_ntile(y, w = wt, n = 10)]	101627400	2019-03-07
dt[, weighted_ntile(x, w = wt, n = 10)]	22882500	2019-03-07
dt[, weighted_ntile(y, w = wt, n = 10)]	108178900	2019-03-07
dt[, weighted_ntile(x, w = wt, n = 10)]	27754100	2019-03-07
dt[, weighted_ntile(y, w = wt, n = 10)]	94695300	2019-03-08
dt[, weighted_ntile(x, w = wt, n = 10)]	28147400	2019-03-08
dt[, weighted_ntile(y, w = wt, n = 10)]	109330600	2019-03-08
dt[, weighted_ntile(x, w = wt, n = 10)]	28291000	2019-03-08
dt[, weighted_ntile(y, w = wt, n = 10)]	94821200	2019-03-08
dt[, weighted_ntile(x, w = wt, n = 10)]	22863300	2019-03-08
dt[, weighted_ntile(y, w = wt, n = 10)]	105119900	2019-03-08
dt[, weighted_ntile(x, w = wt, n = 10)]	27492100	2019-03-08
dt[, weighted_ntile(y, w = wt, n = 10)]	96857300	2019-03-20
dt[, weighted_ntile(x, w = wt, n = 10)]	36384300	2019-03-20
dt[, weighted_ntile(y, w = wt, n = 10)]	113484300	2019-03-20
dt[, weighted_ntile(x, w = wt, n = 10)]	28697100	2019-03-20
dt[, weighted_ntile(y, w = wt, n = 10)]	114367000	2019-03-20
dt[, weighted_ntile(x, w = wt, n = 10)]	32174900	2019-03-20
dt[, weighted_ntile(y, w = wt, n = 10)]	105220300	2019-03-20
dt[, weighted_ntile(x, w = wt, n = 10)]	28369300	2019-03-20
dt[, weighted_ntile(y, w = wt, n = 10)]	100554300	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	42174300	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	108974000	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	36400700	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	98018500	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	23009000	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	124448800	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	28356400	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	129888800	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	31083300	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	133203900	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	28383700	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	93412600	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	24683600	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	100706700	2019-03-21
dt[, weighted_ntile(x, w = wt, n = 10)]	28043600	2019-03-21
dt[, weighted_ntile(y, w = wt, n = 10)]	115280900	2019-03-22
dt[, weighted_ntile(x, w = wt, n = 10)]	28095400	2019-03-22
dt[, weighted_ntile(y, w = wt, n = 10)]	103835100	2019-03-22
dt[, weighted_ntile(x, w = wt, n = 10)]	27439300	2019-03-22
dt[, weighted_ntile(y, w = wt, n = 10)]	99189700	2019-03-22
dt[, weighted_ntile(x, w = wt, n = 10)]	28702900	2019-03-22
dt[, weighted_ntile(y, w = wt, n = 10)]	112953000	2019-03-22
dt[, weighted_ntile(x, w = wt, n = 10)]	29400800	2019-03-22
dt[, weighted_ntile(y, w = wt, n = 10)]	94866800	2019-03-23
dt[, weighted_ntile(x, w = wt, n = 10)]	28629400	2019-03-23
dt[, weighted_ntile(y, w = wt, n = 10)]	105193900	2019-03-23
dt[, weighted_ntile(x, w = wt, n = 10)]	67258300	2019-03-23
dt[, weighted_ntile(y, w = wt, n = 10)]	103019500	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	31400300	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	100517600	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	27943900	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	98595200	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	27672800	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	106489400	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	29616400	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	94936300	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	29265500	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	103423300	2019-04-28
dt[, weighted_ntile(x, w = wt, n = 10)]	28248700	2019-04-28
dt[, weighted_ntile(y, w = wt, n = 10)]	101459002	2019-05-01
dt[, weighted_ntile(x, w = wt, n = 10)]	28004202	2019-05-01
dt[, weighted_ntile(y, w = wt, n = 10)]	124890501	2019-05-01
dt[, weighted_ntile(x, w = wt, n = 10)]	28557901	2019-05-01
dt[, weighted_ntile(y, w = wt, n = 10)]	94437801	2019-05-01
dt[, weighted_ntile(x, w = wt, n = 10)]	26404501	2019-05-01
dt[, weighted_ntile(y, w = wt, n = 10)]	137734102	2019-05-01
dt[, weighted_ntile(x, w = wt, n = 10)]	27617701	2019-05-01
dt[, weighted_ntile(y, w = wt, n = 10)]	123331100	2019-05-02
