expr	time	Date
project(sample_file_1314, h = 2L)	375021497	2018-08-17
project(sample_file_1314, h = 2L)	364477605	2018-08-17
project(sample_file_1314, h = 2L)	365425708	2018-08-17
project(sample_file_1314, h = 2L)	359729254	2018-08-18
project(sample_file_1314, h = 2L)	369153070	2018-08-18
project(sample_file_1314, h = 2L)	369217523	2018-08-18
project(sample_file_1314, h = 2L)	365954274	2018-08-18
project(sample_file_1314, h = 2L)	375377187	2018-08-18
project(sample_file_1314, h = 2L)	366670773	2018-08-18
project(sample_file_1314, h = 2L)	380895946	2018-08-18
project(sample_file_1314, h = 2L)	380396896	2018-08-18
project(sample_file_1314, h = 2L)	362961783	2018-08-18
project(sample_file_1314, h = 2L)	369962031	2018-08-18
project(sample_file_1314, h = 2L)	379529809	2018-08-18
project(sample_file_1314, h = 2L)	354538174	2018-08-18
project(sample_file_1314, h = 2L)	361694733	2018-08-18
project(sample_file_1314, h = 2L)	365273314	2018-08-18
project(sample_file_1314, h = 2L)	377469085	2018-08-19
project(sample_file_1314, h = 2L)	365303049	2018-08-19
project(sample_file_1314, h = 2L)	355701037	2018-08-22
project(sample_file_1314, h = 2L)	358437831	2018-08-22
project(sample_file_1314, h = 2L)	387216672	2018-08-20
project(sample_file_1314, h = 2L)	369567568	2018-08-22
project(sample_file_1314, h = 2L)	356153170	2018-08-22
project(sample_file_1314, h = 2L)	361276181	2018-08-23
project(sample_file_1314, h = 2L)	362426675	2018-08-23
project(sample_file_1314, h = 2L)	374820989	2018-08-23
project(sample_file_1314, h = 2L)	393955630	2018-08-23
project(sample_file_1314, h = 2L)	361044576	2018-08-23
project(sample_file_1314, h = 2L)	368139389	2018-08-23
project(sample_file_1314, h = 2L)	363928341	2018-08-23
project(sample_file_1314, h = 2L)	363217565	2018-08-23
project(sample_file_1314, h = 2L)	368760114	2018-08-23
project(sample_file_1314, h = 2L)	367821949	2018-08-23
project(sample_file_1314, h = 2L)	361625546	2018-08-23
project(sample_file_1314, h = 2L)	378198682	2018-08-24
project(sample_file_1314, h = 2L)	359646215	2018-08-27
project(sample_file_1314, h = 2L)	363711494	2018-08-28
project(sample_file_1314, h = 2L)	363603070	2018-08-28
project(sample_file_1314, h = 2L)	384645364	2018-08-28
project(sample_file_1314, h = 2L)	377142456	2018-08-28
project(sample_file_1314, h = 2L)	358524935	2018-08-29
project(sample_file_1314, h = 2L)	365164670	2018-08-29
project(sample_file_1314, h = 2L)	401289518	2018-08-30
project(sample_file_1314, h = 2L)	360525565	2018-08-30
project(sample_file_1314, h = 2L)	359763287	2018-08-30
