expr	time	Date
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	31525401	2022-06-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	53347301	2022-06-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	40999201	2022-06-08
