obsTime	obsValue
1986-Q4	44.4
1987-Q1	45.3
1987-Q2	46.1
1987-Q3	46.8
1987-Q4	47.6
1988-Q1	48.4
1988-Q2	49.3
1988-Q3	50.3
1988-Q4	51.2
1989-Q1	51.7
1989-Q2	53.1
1989-Q3	54.3
1989-Q4	55.2
1990-Q1	56.1
1990-Q2	57.1
1990-Q3	57.6
1990-Q4	59
1991-Q1	58.9
1991-Q2	59.1
1991-Q3	59.5
1991-Q4	59.9
1992-Q1	59.9
1992-Q2	59.8
1992-Q3	59.9
1992-Q4	60.1
1993-Q1	60.6
1993-Q2	60.9
1993-Q3	61.2
1993-Q4	61.2
1994-Q1	61.5
1994-Q2	62
1994-Q3	62.3
1994-Q4	62.9
1995-Q1	63.9
1995-Q2	64.7
1995-Q3	65.5
1995-Q4	66
1996-Q1	66.3
1996-Q2	66.7
1996-Q3	66.9
1996-Q4	67.1
1997-Q1	67.1
1997-Q2	66.9
1997-Q3	66.7
1997-Q4	66.9
1998-Q1	67
1998-Q2	67.4
1998-Q3	67.6
1998-Q4	67.9
1999-Q1	67.8
1999-Q2	68.1
1999-Q3	68.7
1999-Q4	69.1
2000-Q1	69.7
2000-Q2	70.2
2000-Q3	72.9
2000-Q4	73.1
2001-Q1	73.9
2001-Q2	74.5
2001-Q3	74.7
2001-Q4	75.4
2002-Q1	76.1
2002-Q2	76.6
2002-Q3	77.2
2002-Q4	77.7
2003-Q1	78.7
2003-Q2	78.6
2003-Q3	79.1
2003-Q4	79.6
2004-Q1	80.2
2004-Q2	80.6
2004-Q3	80.9
2004-Q4	81.7
2005-Q1	82.1
2005-Q2	82.6
2005-Q3	83.4
2005-Q4	83.9
2006-Q1	84.6
2006-Q2	85.9
2006-Q3	86.6
2006-Q4	86.7
2007-Q1	86.7
2007-Q2	87.7
2007-Q3	88.2
2007-Q4	89.3
2008-Q1	90.4
2008-Q2	91.6
2008-Q3	92.6
2008-Q4	92.6
2009-Q1	92.5
2009-Q2	93
2009-Q3	93.7
2009-Q4	94.5
2010-Q1	95.2
2010-Q2	95.8
2010-Q3	96.4
2010-Q4	97
2011-Q1	98.3
2011-Q2	99.3
2011-Q3	99.7
2011-Q4	99.9
2012-Q1	99.9
2012-Q2	100.5
2012-Q3	101.6
2012-Q4	102
2013-Q1	102.4
2013-Q2	102.9
2013-Q3	103.9
2013-Q4	104.8
2014-Q1	105.4
2014-Q2	106.1
2014-Q3	106.3
2014-Q4	106.5
2015-Q1	106.8
2015-Q2	107.7
2015-Q3	107.8
2015-Q4	108.3
2016-Q1	108.2
2016-Q2	108.8
2016-Q3	109.3
2016-Q4	109.8
2017-Q1	110.5
2017-Q2	110.9
2017-Q3	111.3
2017-Q4	112.1
2018-Q1	112.6
2018-Q2	113.2
2018-Q3	113.5
2018-Q4	114
2019-Q1	114.1
2019-Q2	115
2019-Q3	115.4
2019-Q4	116.1
2020-Q1	116.6
