variable	inflator	h	fy_year
Grs_int_amt	0.58	1	2013-14
Aust_govt_pnsn_allw_amt	1.16	1	2013-14
Unfranked_Div_amt	1.01	1	2013-14
Frk_Div_amt	1.02	1	2013-14
Dividends_franking_cr_amt	1.04	1	2013-14
Gross_rent_amt	1.16	1	2013-14
Other_rent_ded_amt	1.24	1	2013-14
Rent_int_ded_amt	0.9	1	2013-14
Rent_cap_wks_amt	1.37	1	2013-14
Net_farm_management_amt	4.66	1	2013-14
Total_PP_BI_amt	1.29	1	2013-14
Total_NPP_BI_amt	0.99	1	2013-14
Total_PP_BE_amt	1.05	1	2013-14
Total_NPP_BE_amt	1.04	1	2013-14
Net_CG_amt	1.96	1	2013-14
Tot_CY_CG_amt	1.92	1	2013-14
Net_PT_PP_dsn	3.08	1	2013-14
Net_PT_NPP_dsn	1.07	1	2013-14
Taxed_othr_pnsn_amt	1.04	1	2013-14
Untaxed_othr_pnsn_amt	1.16	1	2013-14
Other_foreign_inc_amt	2.24	1	2013-14
Other_inc_amt	1.02	1	2013-14
Div_Ded_amt	0.6	1	2013-14
Intrst_Ded_amt	0.6	1	2013-14
Gift_amt	1.2	1	2013-14
PP_loss_claimed	1.04	1	2013-14
NPP_loss_claimed	0.85	1	2013-14
Rep_frng_ben_amt	1.16	1	2013-14
Med_Exp_TO_amt	0.37	1	2013-14
Asbl_forgn_source_incm_amt	1.55	1	2013-14
Spouse_adjusted_taxable_inc	0.95	1	2013-14
Net_fincl_invstmt_lss_amt	0.42	1	2013-14
Cr_PAYG_ITI_amt	1.04	1	2013-14
TFN_amts_wheld_gr_intst_amt	1.01	1	2013-14
TFN_amts_wheld_divs_amt	1.17	1	2013-14
Hrs_to_prepare_BPI_cnt	0.3	1	2013-14
Help_debt	1.93	1	2013-14
Grs_int_amt	0.58	2	2014-15
Aust_govt_pnsn_allw_amt	1.16	2	2014-15
Unfranked_Div_amt	1.01	2	2014-15
Frk_Div_amt	1.02	2	2014-15
Dividends_franking_cr_amt	1.04	2	2014-15
Gross_rent_amt	1.2	2	2014-15
Other_rent_ded_amt	1.29	2	2014-15
Rent_int_ded_amt	0.9	2	2014-15
Rent_cap_wks_amt	1.44	2	2014-15
Net_farm_management_amt	4.66	2	2014-15
Total_PP_BI_amt	1.29	2	2014-15
Total_NPP_BI_amt	0.99	2	2014-15
Total_PP_BE_amt	1.05	2	2014-15
Total_NPP_BE_amt	1.04	2	2014-15
Net_CG_amt	1.96	2	2014-15
Tot_CY_CG_amt	1.92	2	2014-15
Net_PT_PP_dsn	3.08	2	2014-15
Net_PT_NPP_dsn	1.06	2	2014-15
Taxed_othr_pnsn_amt	1.04	2	2014-15
Untaxed_othr_pnsn_amt	1.18	2	2014-15
Other_foreign_inc_amt	2.24	2	2014-15
Other_inc_amt	1.02	2	2014-15
Div_Ded_amt	0.53	2	2014-15
Intrst_Ded_amt	0.6	2	2014-15
Gift_amt	1.2	2	2014-15
PP_loss_claimed	1.04	2	2014-15
NPP_loss_claimed	0.85	2	2014-15
Rep_frng_ben_amt	1.2	2	2014-15
Med_Exp_TO_amt	0.36	2	2014-15
Asbl_forgn_source_incm_amt	1.55	2	2014-15
Spouse_adjusted_taxable_inc	0.95	2	2014-15
Net_fincl_invstmt_lss_amt	0.42	2	2014-15
Cr_PAYG_ITI_amt	1.04	2	2014-15
TFN_amts_wheld_gr_intst_amt	1.01	2	2014-15
TFN_amts_wheld_divs_amt	1.17	2	2014-15
Hrs_to_prepare_BPI_cnt	0.3	2	2014-15
Help_debt	2.1	2	2014-15
Grs_int_amt	0.58	3	2015-16
Aust_govt_pnsn_allw_amt	1.16	3	2015-16
Unfranked_Div_amt	1.01	3	2015-16
Frk_Div_amt	1.02	3	2015-16
Dividends_franking_cr_amt	1.04	3	2015-16
Gross_rent_amt	1.24	3	2015-16
Other_rent_ded_amt	1.34	3	2015-16
Rent_int_ded_amt	0.9	3	2015-16
Rent_cap_wks_amt	1.51	3	2015-16
Net_farm_management_amt	4.66	3	2015-16
Total_PP_BI_amt	1.29	3	2015-16
Total_NPP_BI_amt	0.99	3	2015-16
Total_PP_BE_amt	1.05	3	2015-16
Total_NPP_BE_amt	1.04	3	2015-16
Net_CG_amt	1.96	3	2015-16
Tot_CY_CG_amt	1.92	3	2015-16
Net_PT_PP_dsn	3.08	3	2015-16
Net_PT_NPP_dsn	1.04	3	2015-16
Taxed_othr_pnsn_amt	1.04	3	2015-16
Untaxed_othr_pnsn_amt	1.22	3	2015-16
Other_foreign_inc_amt	2.24	3	2015-16
Other_inc_amt	1.02	3	2015-16
Div_Ded_amt	0.45	3	2015-16
Intrst_Ded_amt	0.6	3	2015-16
Gift_amt	1.2	3	2015-16
PP_loss_claimed	1.04	3	2015-16
NPP_loss_claimed	0.85	3	2015-16
Rep_frng_ben_amt	1.24	3	2015-16
Med_Exp_TO_amt	0.34	3	2015-16
Asbl_forgn_source_incm_amt	1.55	3	2015-16
Spouse_adjusted_taxable_inc	0.95	3	2015-16
Net_fincl_invstmt_lss_amt	0.42	3	2015-16
Cr_PAYG_ITI_amt	1.04	3	2015-16
TFN_amts_wheld_gr_intst_amt	1.01	3	2015-16
TFN_amts_wheld_divs_amt	1.17	3	2015-16
Hrs_to_prepare_BPI_cnt	0.3	3	2015-16
Help_debt	2.27	3	2015-16
Grs_int_amt	0.58	4	2016-17
Aust_govt_pnsn_allw_amt	1.16	4	2016-17
Unfranked_Div_amt	1.01	4	2016-17
Frk_Div_amt	1.02	4	2016-17
Dividends_franking_cr_amt	1.04	4	2016-17
Gross_rent_amt	1.29	4	2016-17
Other_rent_ded_amt	1.38	4	2016-17
Rent_int_ded_amt	0.9	4	2016-17
Rent_cap_wks_amt	1.57	4	2016-17
Net_farm_management_amt	4.66	4	2016-17
Total_PP_BI_amt	1.29	4	2016-17
Total_NPP_BI_amt	0.99	4	2016-17
Total_PP_BE_amt	1.05	4	2016-17
Total_NPP_BE_amt	1.04	4	2016-17
Net_CG_amt	1.96	4	2016-17
Tot_CY_CG_amt	1.92	4	2016-17
Net_PT_PP_dsn	3.08	4	2016-17
Net_PT_NPP_dsn	1.03	4	2016-17
Taxed_othr_pnsn_amt	1.04	4	2016-17
Untaxed_othr_pnsn_amt	1.25	4	2016-17
Other_foreign_inc_amt	2.24	4	2016-17
Other_inc_amt	1.02	4	2016-17
Div_Ded_amt	0.38	4	2016-17
Intrst_Ded_amt	0.6	4	2016-17
Gift_amt	1.2	4	2016-17
PP_loss_claimed	1.04	4	2016-17
NPP_loss_claimed	0.85	4	2016-17
Rep_frng_ben_amt	1.28	4	2016-17
Med_Exp_TO_amt	0.33	4	2016-17
Asbl_forgn_source_incm_amt	1.55	4	2016-17
Spouse_adjusted_taxable_inc	0.95	4	2016-17
Net_fincl_invstmt_lss_amt	0.42	4	2016-17
Cr_PAYG_ITI_amt	1.04	4	2016-17
TFN_amts_wheld_gr_intst_amt	1.01	4	2016-17
TFN_amts_wheld_divs_amt	1.17	4	2016-17
Hrs_to_prepare_BPI_cnt	0.3	4	2016-17
Help_debt	2.44	4	2016-17
Grs_int_amt	0.58	5	2017-18
Aust_govt_pnsn_allw_amt	1.16	5	2017-18
Unfranked_Div_amt	1.01	5	2017-18
Frk_Div_amt	1.02	5	2017-18
Dividends_franking_cr_amt	1.04	5	2017-18
Gross_rent_amt	1.33	5	2017-18
Other_rent_ded_amt	1.43	5	2017-18
Rent_int_ded_amt	0.9	5	2017-18
Rent_cap_wks_amt	1.64	5	2017-18
Net_farm_management_amt	4.66	5	2017-18
Total_PP_BI_amt	1.29	5	2017-18
Total_NPP_BI_amt	0.99	5	2017-18
Total_PP_BE_amt	1.05	5	2017-18
Total_NPP_BE_amt	1.04	5	2017-18
Net_CG_amt	1.96	5	2017-18
Tot_CY_CG_amt	1.92	5	2017-18
Net_PT_PP_dsn	3.08	5	2017-18
Net_PT_NPP_dsn	1.02	5	2017-18
Taxed_othr_pnsn_amt	1.04	5	2017-18
Untaxed_othr_pnsn_amt	1.28	5	2017-18
Other_foreign_inc_amt	2.24	5	2017-18
Other_inc_amt	1.02	5	2017-18
Div_Ded_amt	0.31	5	2017-18
Intrst_Ded_amt	0.6	5	2017-18
Gift_amt	1.2	5	2017-18
PP_loss_claimed	1.04	5	2017-18
NPP_loss_claimed	0.85	5	2017-18
Rep_frng_ben_amt	1.32	5	2017-18
Med_Exp_TO_amt	0.32	5	2017-18
Asbl_forgn_source_incm_amt	1.55	5	2017-18
Spouse_adjusted_taxable_inc	0.95	5	2017-18
Net_fincl_invstmt_lss_amt	0.42	5	2017-18
Cr_PAYG_ITI_amt	1.04	5	2017-18
TFN_amts_wheld_gr_intst_amt	1.01	5	2017-18
TFN_amts_wheld_divs_amt	1.17	5	2017-18
Hrs_to_prepare_BPI_cnt	0.3	5	2017-18
Help_debt	2.61	5	2017-18
Grs_int_amt	0.58	6	2018-19
Aust_govt_pnsn_allw_amt	1.16	6	2018-19
Unfranked_Div_amt	1.01	6	2018-19
Frk_Div_amt	1.02	6	2018-19
Dividends_franking_cr_amt	1.04	6	2018-19
Gross_rent_amt	1.37	6	2018-19
Other_rent_ded_amt	1.48	6	2018-19
Rent_int_ded_amt	0.9	6	2018-19
Rent_cap_wks_amt	1.71	6	2018-19
Net_farm_management_amt	4.66	6	2018-19
Total_PP_BI_amt	1.29	6	2018-19
Total_NPP_BI_amt	0.99	6	2018-19
Total_PP_BE_amt	1.05	6	2018-19
Total_NPP_BE_amt	1.04	6	2018-19
Net_CG_amt	1.96	6	2018-19
Tot_CY_CG_amt	1.92	6	2018-19
Net_PT_PP_dsn	3.08	6	2018-19
Net_PT_NPP_dsn	1.01	6	2018-19
Taxed_othr_pnsn_amt	1.04	6	2018-19
Untaxed_othr_pnsn_amt	1.31	6	2018-19
Other_foreign_inc_amt	2.24	6	2018-19
Other_inc_amt	1.02	6	2018-19
Div_Ded_amt	0.23	6	2018-19
Intrst_Ded_amt	0.6	6	2018-19
Gift_amt	1.2	6	2018-19
PP_loss_claimed	1.04	6	2018-19
NPP_loss_claimed	0.85	6	2018-19
Rep_frng_ben_amt	1.36	6	2018-19
Med_Exp_TO_amt	0.3	6	2018-19
Asbl_forgn_source_incm_amt	1.55	6	2018-19
Spouse_adjusted_taxable_inc	0.95	6	2018-19
Net_fincl_invstmt_lss_amt	0.42	6	2018-19
Cr_PAYG_ITI_amt	1.04	6	2018-19
TFN_amts_wheld_gr_intst_amt	1.01	6	2018-19
TFN_amts_wheld_divs_amt	1.17	6	2018-19
Hrs_to_prepare_BPI_cnt	0.3	6	2018-19
Help_debt	2.78	6	2018-19
Grs_int_amt	0.58	7	2019-20
Aust_govt_pnsn_allw_amt	1.16	7	2019-20
Unfranked_Div_amt	1.01	7	2019-20
Frk_Div_amt	1.02	7	2019-20
Dividends_franking_cr_amt	1.04	7	2019-20
Gross_rent_amt	1.42	7	2019-20
Other_rent_ded_amt	1.53	7	2019-20
Rent_int_ded_amt	0.9	7	2019-20
Rent_cap_wks_amt	1.77	7	2019-20
Net_farm_management_amt	4.66	7	2019-20
Total_PP_BI_amt	1.29	7	2019-20
Total_NPP_BI_amt	0.99	7	2019-20
Total_PP_BE_amt	1.05	7	2019-20
Total_NPP_BE_amt	1.04	7	2019-20
Net_CG_amt	1.96	7	2019-20
Tot_CY_CG_amt	1.92	7	2019-20
Net_PT_PP_dsn	3.08	7	2019-20
Net_PT_NPP_dsn	1	7	2019-20
Taxed_othr_pnsn_amt	1.04	7	2019-20
Untaxed_othr_pnsn_amt	1.35	7	2019-20
Other_foreign_inc_amt	2.24	7	2019-20
Other_inc_amt	1.02	7	2019-20
Div_Ded_amt	0.16	7	2019-20
Intrst_Ded_amt	0.6	7	2019-20
Gift_amt	1.2	7	2019-20
PP_loss_claimed	1.04	7	2019-20
NPP_loss_claimed	0.85	7	2019-20
Rep_frng_ben_amt	1.4	7	2019-20
Med_Exp_TO_amt	0.29	7	2019-20
Asbl_forgn_source_incm_amt	1.55	7	2019-20
Spouse_adjusted_taxable_inc	0.95	7	2019-20
Net_fincl_invstmt_lss_amt	0.42	7	2019-20
Cr_PAYG_ITI_amt	1.04	7	2019-20
TFN_amts_wheld_gr_intst_amt	1.01	7	2019-20
TFN_amts_wheld_divs_amt	1.17	7	2019-20
Hrs_to_prepare_BPI_cnt	0.3	7	2019-20
Help_debt	2.95	7	2019-20
Grs_int_amt	0.58	8	2020-21
Aust_govt_pnsn_allw_amt	1.16	8	2020-21
Unfranked_Div_amt	1.01	8	2020-21
Frk_Div_amt	1.02	8	2020-21
Dividends_franking_cr_amt	1.04	8	2020-21
Gross_rent_amt	1.46	8	2020-21
Other_rent_ded_amt	1.58	8	2020-21
Rent_int_ded_amt	0.9	8	2020-21
Rent_cap_wks_amt	1.84	8	2020-21
Net_farm_management_amt	4.66	8	2020-21
Total_PP_BI_amt	1.29	8	2020-21
Total_NPP_BI_amt	0.99	8	2020-21
Total_PP_BE_amt	1.05	8	2020-21
Total_NPP_BE_amt	1.04	8	2020-21
Net_CG_amt	1.96	8	2020-21
Tot_CY_CG_amt	1.92	8	2020-21
Net_PT_PP_dsn	3.08	8	2020-21
Net_PT_NPP_dsn	0.99	8	2020-21
Taxed_othr_pnsn_amt	1.04	8	2020-21
Untaxed_othr_pnsn_amt	1.38	8	2020-21
Other_foreign_inc_amt	2.24	8	2020-21
Other_inc_amt	1.02	8	2020-21
Div_Ded_amt	0.09	8	2020-21
Intrst_Ded_amt	0.6	8	2020-21
Gift_amt	1.2	8	2020-21
PP_loss_claimed	1.04	8	2020-21
NPP_loss_claimed	0.85	8	2020-21
Rep_frng_ben_amt	1.44	8	2020-21
Med_Exp_TO_amt	0.28	8	2020-21
Asbl_forgn_source_incm_amt	1.55	8	2020-21
Spouse_adjusted_taxable_inc	0.95	8	2020-21
Net_fincl_invstmt_lss_amt	0.42	8	2020-21
Cr_PAYG_ITI_amt	1.04	8	2020-21
TFN_amts_wheld_gr_intst_amt	1.01	8	2020-21
TFN_amts_wheld_divs_amt	1.17	8	2020-21
Hrs_to_prepare_BPI_cnt	0.3	8	2020-21
Help_debt	3.12	8	2020-21
Grs_int_amt	0.58	9	2021-22
Aust_govt_pnsn_allw_amt	1.16	9	2021-22
Unfranked_Div_amt	1.01	9	2021-22
Frk_Div_amt	1.02	9	2021-22
Dividends_franking_cr_amt	1.04	9	2021-22
Gross_rent_amt	1.5	9	2021-22
Other_rent_ded_amt	1.63	9	2021-22
Rent_int_ded_amt	0.9	9	2021-22
Rent_cap_wks_amt	1.91	9	2021-22
Net_farm_management_amt	4.66	9	2021-22
Total_PP_BI_amt	1.29	9	2021-22
Total_NPP_BI_amt	0.99	9	2021-22
Total_PP_BE_amt	1.05	9	2021-22
Total_NPP_BE_amt	1.04	9	2021-22
Net_CG_amt	1.96	9	2021-22
Tot_CY_CG_amt	1.92	9	2021-22
Net_PT_PP_dsn	3.08	9	2021-22
Net_PT_NPP_dsn	0.98	9	2021-22
Taxed_othr_pnsn_amt	1.04	9	2021-22
Untaxed_othr_pnsn_amt	1.41	9	2021-22
Other_foreign_inc_amt	2.24	9	2021-22
Other_inc_amt	1.02	9	2021-22
Div_Ded_amt	0.01	9	2021-22
Intrst_Ded_amt	0.6	9	2021-22
Gift_amt	1.2	9	2021-22
PP_loss_claimed	1.04	9	2021-22
NPP_loss_claimed	0.85	9	2021-22
Rep_frng_ben_amt	1.48	9	2021-22
Med_Exp_TO_amt	0.27	9	2021-22
Asbl_forgn_source_incm_amt	1.55	9	2021-22
Spouse_adjusted_taxable_inc	0.95	9	2021-22
Net_fincl_invstmt_lss_amt	0.42	9	2021-22
Cr_PAYG_ITI_amt	1.04	9	2021-22
TFN_amts_wheld_gr_intst_amt	1.01	9	2021-22
TFN_amts_wheld_divs_amt	1.17	9	2021-22
Hrs_to_prepare_BPI_cnt	0.3	9	2021-22
Help_debt	3.29	9	2021-22
Grs_int_amt	0.58	10	2022-23
Aust_govt_pnsn_allw_amt	1.16	10	2022-23
Unfranked_Div_amt	1.01	10	2022-23
Frk_Div_amt	1.02	10	2022-23
Dividends_franking_cr_amt	1.04	10	2022-23
Gross_rent_amt	1.54	10	2022-23
Other_rent_ded_amt	1.68	10	2022-23
Rent_int_ded_amt	0.9	10	2022-23
Rent_cap_wks_amt	1.97	10	2022-23
Net_farm_management_amt	4.66	10	2022-23
Total_PP_BI_amt	1.29	10	2022-23
Total_NPP_BI_amt	0.99	10	2022-23
Total_PP_BE_amt	1.05	10	2022-23
Total_NPP_BE_amt	1.04	10	2022-23
Net_CG_amt	1.96	10	2022-23
Tot_CY_CG_amt	1.92	10	2022-23
Net_PT_PP_dsn	3.08	10	2022-23
Net_PT_NPP_dsn	0.97	10	2022-23
Taxed_othr_pnsn_amt	1.04	10	2022-23
Untaxed_othr_pnsn_amt	1.44	10	2022-23
Other_foreign_inc_amt	2.24	10	2022-23
Other_inc_amt	1.02	10	2022-23
Div_Ded_amt	-0.06	10	2022-23
Intrst_Ded_amt	0.6	10	2022-23
Gift_amt	1.2	10	2022-23
PP_loss_claimed	1.04	10	2022-23
NPP_loss_claimed	0.85	10	2022-23
Rep_frng_ben_amt	1.52	10	2022-23
Med_Exp_TO_amt	0.26	10	2022-23
Asbl_forgn_source_incm_amt	1.55	10	2022-23
Spouse_adjusted_taxable_inc	0.95	10	2022-23
Net_fincl_invstmt_lss_amt	0.42	10	2022-23
Cr_PAYG_ITI_amt	1.04	10	2022-23
TFN_amts_wheld_gr_intst_amt	1.01	10	2022-23
TFN_amts_wheld_divs_amt	1.17	10	2022-23
Hrs_to_prepare_BPI_cnt	0.3	10	2022-23
Help_debt	3.46	10	2022-23
