variable	inflator	h	fy_year
Asbl_forgn_source_incm_amt	0.88	2	2018-19
Net_fincl_invstmt_lss_amt	1	2	2018-19
Cr_PAYG_ITI_amt	0.98	2	2018-19
TFN_amts_wheld_gr_intst_amt	1.21	2	2018-19
TFN_amts_wheld_divs_amt	0.89	2	2018-19
Hrs_to_prepare_BPI_cnt	1	2	2018-19
Help_debt	1.19	2	2018-19
Med_Exp_TO_amt	0.96	2	2018-19
Spouse_adjusted_taxable_inc	1	2	2018-19
Grs_int_amt	1	3	2019-20
Aust_govt_pnsn_allw_amt	1	3	2019-20
Unfranked_Div_amt	1.09	3	2019-20
Frk_Div_amt	1	3	2019-20
Dividends_franking_cr_amt	1.05	3	2019-20
Gross_rent_amt	1.11	3	2019-20
Other_rent_ded_amt	1.12	3	2019-20
Rent_int_ded_amt	1	3	2019-20
Rent_cap_wks_amt	1.15	3	2019-20
Net_farm_management_amt	1	3	2019-20
Total_PP_BI_amt	0.99	3	2019-20
Total_NPP_BI_amt	0.75	3	2019-20
Total_PP_BE_amt	0.99	3	2019-20
Total_NPP_BE_amt	0.75	3	2019-20
Net_CG_amt	1	3	2019-20
Tot_CY_CG_amt	1	3	2019-20
Net_PT_PP_dsn	0.97	3	2019-20
Net_PT_NPP_dsn	1	3	2019-20
Taxed_othr_pnsn_amt	1.04	3	2019-20
Untaxed_othr_pnsn_amt	1.1	3	2019-20
Other_foreign_inc_amt	0.98	3	2019-20
Other_inc_amt	0.99	3	2019-20
Div_Ded_amt	0.67	3	2019-20
Intrst_Ded_amt	1	3	2019-20
Gift_amt	1.09	3	2019-20
PP_loss_claimed	1.06	3	2019-20
NPP_loss_claimed	1	3	2019-20
Rep_frng_ben_amt	1.1	3	2019-20
Asbl_forgn_source_incm_amt	0.88	3	2019-20
Net_fincl_invstmt_lss_amt	1	3	2019-20
Cr_PAYG_ITI_amt	0.98	3	2019-20
TFN_amts_wheld_gr_intst_amt	1.21	3	2019-20
TFN_amts_wheld_divs_amt	0.89	3	2019-20
Hrs_to_prepare_BPI_cnt	1	3	2019-20
Help_debt	1.29	3	2019-20
Med_Exp_TO_amt	0.92	3	2019-20
Spouse_adjusted_taxable_inc	1	3	2019-20
Grs_int_amt	1	4	2020-21
Aust_govt_pnsn_allw_amt	1	4	2020-21
Unfranked_Div_amt	1.09	4	2020-21
Frk_Div_amt	1	4	2020-21
Dividends_franking_cr_amt	1.05	4	2020-21
Gross_rent_amt	1.15	4	2020-21
Other_rent_ded_amt	1.16	4	2020-21
Rent_int_ded_amt	1	4	2020-21
Rent_cap_wks_amt	1.2	4	2020-21
Net_farm_management_amt	1	4	2020-21
Total_PP_BI_amt	0.99	4	2020-21
Total_NPP_BI_amt	0.75	4	2020-21
Total_PP_BE_amt	0.99	4	2020-21
Total_NPP_BE_amt	0.75	4	2020-21
Net_CG_amt	1	4	2020-21
Tot_CY_CG_amt	1	4	2020-21
Net_PT_PP_dsn	0.97	4	2020-21
Net_PT_NPP_dsn	0.99	4	2020-21
Taxed_othr_pnsn_amt	1.04	4	2020-21
Untaxed_othr_pnsn_amt	1.12	4	2020-21
Other_foreign_inc_amt	0.98	4	2020-21
Other_inc_amt	0.99	4	2020-21
Div_Ded_amt	0.56	4	2020-21
Intrst_Ded_amt	1	4	2020-21
Gift_amt	1.09	4	2020-21
PP_loss_claimed	1.06	4	2020-21
NPP_loss_claimed	1	4	2020-21
Rep_frng_ben_amt	1.14	4	2020-21
Asbl_forgn_source_incm_amt	0.88	4	2020-21
Net_fincl_invstmt_lss_amt	1	4	2020-21
Cr_PAYG_ITI_amt	0.98	4	2020-21
TFN_amts_wheld_gr_intst_amt	1.21	4	2020-21
TFN_amts_wheld_divs_amt	0.89	4	2020-21
Hrs_to_prepare_BPI_cnt	1	4	2020-21
Help_debt	1.39	4	2020-21
Med_Exp_TO_amt	0.88	4	2020-21
Spouse_adjusted_taxable_inc	1	4	2020-21
Grs_int_amt	1	5	2021-22
Aust_govt_pnsn_allw_amt	1	5	2021-22
Unfranked_Div_amt	1.09	5	2021-22
Frk_Div_amt	1	5	2021-22
Dividends_franking_cr_amt	1.05	5	2021-22
Gross_rent_amt	1.19	5	2021-22
Other_rent_ded_amt	1.2	5	2021-22
Rent_int_ded_amt	1	5	2021-22
Rent_cap_wks_amt	1.25	5	2021-22
Net_farm_management_amt	1	5	2021-22
Total_PP_BI_amt	0.99	5	2021-22
Total_NPP_BI_amt	0.75	5	2021-22
Total_PP_BE_amt	0.99	5	2021-22
Total_NPP_BE_amt	0.75	5	2021-22
Net_CG_amt	1	5	2021-22
Tot_CY_CG_amt	1	5	2021-22
Net_PT_PP_dsn	0.97	5	2021-22
Net_PT_NPP_dsn	0.98	5	2021-22
Taxed_othr_pnsn_amt	1.04	5	2021-22
Untaxed_othr_pnsn_amt	1.16	5	2021-22
Other_foreign_inc_amt	0.98	5	2021-22
Other_inc_amt	0.99	5	2021-22
Div_Ded_amt	0.46	5	2021-22
Intrst_Ded_amt	1	5	2021-22
Gift_amt	1.09	5	2021-22
PP_loss_claimed	1.06	5	2021-22
NPP_loss_claimed	1	5	2021-22
Rep_frng_ben_amt	1.17	5	2021-22
Asbl_forgn_source_incm_amt	0.88	5	2021-22
Net_fincl_invstmt_lss_amt	1	5	2021-22
Cr_PAYG_ITI_amt	0.98	5	2021-22
TFN_amts_wheld_gr_intst_amt	1.21	5	2021-22
TFN_amts_wheld_divs_amt	0.89	5	2021-22
Hrs_to_prepare_BPI_cnt	1	5	2021-22
Help_debt	1.48	5	2021-22
Med_Exp_TO_amt	0.84	5	2021-22
Spouse_adjusted_taxable_inc	1	5	2021-22
Grs_int_amt	1	6	2022-23
Aust_govt_pnsn_allw_amt	1	6	2022-23
Unfranked_Div_amt	1.09	6	2022-23
Frk_Div_amt	1	6	2022-23
Dividends_franking_cr_amt	1.05	6	2022-23
Gross_rent_amt	1.23	6	2022-23
Other_rent_ded_amt	1.25	6	2022-23
Rent_int_ded_amt	1	6	2022-23
Rent_cap_wks_amt	1.3	6	2022-23
Net_farm_management_amt	1	6	2022-23
Total_PP_BI_amt	0.99	6	2022-23
Total_NPP_BI_amt	0.75	6	2022-23
Total_PP_BE_amt	0.99	6	2022-23
Total_NPP_BE_amt	0.75	6	2022-23
Net_CG_amt	1	6	2022-23
Tot_CY_CG_amt	1	6	2022-23
Net_PT_PP_dsn	0.97	6	2022-23
Net_PT_NPP_dsn	0.97	6	2022-23
Taxed_othr_pnsn_amt	1.04	6	2022-23
Untaxed_othr_pnsn_amt	1.18	6	2022-23
Other_foreign_inc_amt	0.98	6	2022-23
Other_inc_amt	0.99	6	2022-23
Div_Ded_amt	0.35	6	2022-23
Intrst_Ded_amt	1	6	2022-23
Gift_amt	1.09	6	2022-23
PP_loss_claimed	1.06	6	2022-23
NPP_loss_claimed	1	6	2022-23
Rep_frng_ben_amt	1.21	6	2022-23
Asbl_forgn_source_incm_amt	0.88	6	2022-23
Net_fincl_invstmt_lss_amt	1	6	2022-23
Cr_PAYG_ITI_amt	0.98	6	2022-23
TFN_amts_wheld_gr_intst_amt	1.21	6	2022-23
TFN_amts_wheld_divs_amt	0.89	6	2022-23
Hrs_to_prepare_BPI_cnt	1	6	2022-23
Help_debt	1.58	6	2022-23
Med_Exp_TO_amt	0.81	6	2022-23
Spouse_adjusted_taxable_inc	1	6	2022-23
Grs_int_amt	1	7	2023-24
Aust_govt_pnsn_allw_amt	1	7	2023-24
Unfranked_Div_amt	1.09	7	2023-24
Frk_Div_amt	1	7	2023-24
Dividends_franking_cr_amt	1.05	7	2023-24
Gross_rent_amt	1.27	7	2023-24
Other_rent_ded_amt	1.29	7	2023-24
Rent_int_ded_amt	1	7	2023-24
Rent_cap_wks_amt	1.36	7	2023-24
Net_farm_management_amt	1	7	2023-24
Total_PP_BI_amt	0.99	7	2023-24
Total_NPP_BI_amt	0.75	7	2023-24
Total_PP_BE_amt	0.99	7	2023-24
Total_NPP_BE_amt	0.75	7	2023-24
Net_CG_amt	1	7	2023-24
Tot_CY_CG_amt	1	7	2023-24
Net_PT_PP_dsn	0.97	7	2023-24
Net_PT_NPP_dsn	0.96	7	2023-24
Taxed_othr_pnsn_amt	1.04	7	2023-24
Untaxed_othr_pnsn_amt	1.21	7	2023-24
Other_foreign_inc_amt	0.98	7	2023-24
Other_inc_amt	0.99	7	2023-24
Div_Ded_amt	0.24	7	2023-24
Intrst_Ded_amt	1	7	2023-24
Gift_amt	1.09	7	2023-24
PP_loss_claimed	1.06	7	2023-24
NPP_loss_claimed	1	7	2023-24
Rep_frng_ben_amt	1.24	7	2023-24
Asbl_forgn_source_incm_amt	0.88	7	2023-24
Net_fincl_invstmt_lss_amt	1	7	2023-24
Cr_PAYG_ITI_amt	0.98	7	2023-24
TFN_amts_wheld_gr_intst_amt	1.21	7	2023-24
TFN_amts_wheld_divs_amt	0.89	7	2023-24
Hrs_to_prepare_BPI_cnt	1	7	2023-24
Help_debt	1.68	7	2023-24
Med_Exp_TO_amt	0.78	7	2023-24
Spouse_adjusted_taxable_inc	1	7	2023-24
Grs_int_amt	1	8	2024-25
Aust_govt_pnsn_allw_amt	1	8	2024-25
Unfranked_Div_amt	1.09	8	2024-25
Frk_Div_amt	1	8	2024-25
Dividends_franking_cr_amt	1.05	8	2024-25
Gross_rent_amt	1.31	8	2024-25
Other_rent_ded_amt	1.33	8	2024-25
Rent_int_ded_amt	1	8	2024-25
Rent_cap_wks_amt	1.41	8	2024-25
Net_farm_management_amt	1	8	2024-25
Total_PP_BI_amt	0.99	8	2024-25
Total_NPP_BI_amt	0.75	8	2024-25
Total_PP_BE_amt	0.99	8	2024-25
Total_NPP_BE_amt	0.75	8	2024-25
Net_CG_amt	1	8	2024-25
Tot_CY_CG_amt	1	8	2024-25
Net_PT_PP_dsn	0.97	8	2024-25
Net_PT_NPP_dsn	0.95	8	2024-25
Taxed_othr_pnsn_amt	1.04	8	2024-25
Untaxed_othr_pnsn_amt	1.24	8	2024-25
Other_foreign_inc_amt	0.98	8	2024-25
Other_inc_amt	0.99	8	2024-25
Div_Ded_amt	0.13	8	2024-25
Intrst_Ded_amt	1	8	2024-25
Gift_amt	1.09	8	2024-25
PP_loss_claimed	1.06	8	2024-25
NPP_loss_claimed	1	8	2024-25
Rep_frng_ben_amt	1.28	8	2024-25
Asbl_forgn_source_incm_amt	0.88	8	2024-25
Net_fincl_invstmt_lss_amt	1	8	2024-25
Cr_PAYG_ITI_amt	0.98	8	2024-25
TFN_amts_wheld_gr_intst_amt	1.21	8	2024-25
TFN_amts_wheld_divs_amt	0.89	8	2024-25
Hrs_to_prepare_BPI_cnt	1	8	2024-25
Help_debt	1.77	8	2024-25
Med_Exp_TO_amt	0.74	8	2024-25
Spouse_adjusted_taxable_inc	1	8	2024-25
Grs_int_amt	1	9	2025-26
Aust_govt_pnsn_allw_amt	1	9	2025-26
Unfranked_Div_amt	1.09	9	2025-26
Frk_Div_amt	1	9	2025-26
Dividends_franking_cr_amt	1.05	9	2025-26
Gross_rent_amt	1.34	9	2025-26
Other_rent_ded_amt	1.37	9	2025-26
Rent_int_ded_amt	1	9	2025-26
Rent_cap_wks_amt	1.46	9	2025-26
Net_farm_management_amt	1	9	2025-26
Total_PP_BI_amt	0.99	9	2025-26
Total_NPP_BI_amt	0.75	9	2025-26
Total_PP_BE_amt	0.99	9	2025-26
Total_NPP_BE_amt	0.75	9	2025-26
Net_CG_amt	1	9	2025-26
Tot_CY_CG_amt	1	9	2025-26
Net_PT_PP_dsn	0.97	9	2025-26
Net_PT_NPP_dsn	0.94	9	2025-26
Taxed_othr_pnsn_amt	1.04	9	2025-26
Untaxed_othr_pnsn_amt	1.27	9	2025-26
Other_foreign_inc_amt	0.98	9	2025-26
Other_inc_amt	0.99	9	2025-26
Div_Ded_amt	0.02	9	2025-26
Intrst_Ded_amt	1	9	2025-26
Gift_amt	1.09	9	2025-26
PP_loss_claimed	1.06	9	2025-26
NPP_loss_claimed	1	9	2025-26
Rep_frng_ben_amt	1.31	9	2025-26
Asbl_forgn_source_incm_amt	0.88	9	2025-26
Net_fincl_invstmt_lss_amt	1	9	2025-26
Cr_PAYG_ITI_amt	0.98	9	2025-26
TFN_amts_wheld_gr_intst_amt	1.21	9	2025-26
TFN_amts_wheld_divs_amt	0.89	9	2025-26
Hrs_to_prepare_BPI_cnt	1	9	2025-26
Help_debt	1.87	9	2025-26
Med_Exp_TO_amt	0.71	9	2025-26
Spouse_adjusted_taxable_inc	1	9	2025-26
Grs_int_amt	1	10	2026-27
Aust_govt_pnsn_allw_amt	1	10	2026-27
Unfranked_Div_amt	1.09	10	2026-27
Frk_Div_amt	1	10	2026-27
Dividends_franking_cr_amt	1.05	10	2026-27
Gross_rent_amt	1.38	10	2026-27
Other_rent_ded_amt	1.41	10	2026-27
Rent_int_ded_amt	1	10	2026-27
Rent_cap_wks_amt	1.51	10	2026-27
Net_farm_management_amt	1	10	2026-27
Total_PP_BI_amt	0.99	10	2026-27
Total_NPP_BI_amt	0.75	10	2026-27
Total_PP_BE_amt	0.99	10	2026-27
Total_NPP_BE_amt	0.75	10	2026-27
Net_CG_amt	1	10	2026-27
Tot_CY_CG_amt	1	10	2026-27
Net_PT_PP_dsn	0.97	10	2026-27
Net_PT_NPP_dsn	0.93	10	2026-27
Taxed_othr_pnsn_amt	1.04	10	2026-27
Untaxed_othr_pnsn_amt	1.3	10	2026-27
Other_foreign_inc_amt	0.98	10	2026-27
Other_inc_amt	0.99	10	2026-27
Div_Ded_amt	-0.09	10	2026-27
Intrst_Ded_amt	1	10	2026-27
Gift_amt	1.09	10	2026-27
PP_loss_claimed	1.06	10	2026-27
NPP_loss_claimed	1	10	2026-27
Rep_frng_ben_amt	1.35	10	2026-27
Asbl_forgn_source_incm_amt	0.88	10	2026-27
Net_fincl_invstmt_lss_amt	1	10	2026-27
Cr_PAYG_ITI_amt	0.98	10	2026-27
TFN_amts_wheld_gr_intst_amt	1.21	10	2026-27
TFN_amts_wheld_divs_amt	0.89	10	2026-27
Hrs_to_prepare_BPI_cnt	1	10	2026-27
Help_debt	1.97	10	2026-27
Med_Exp_TO_amt	0.68	10	2026-27
Spouse_adjusted_taxable_inc	1	10	2026-27
Grs_int_amt	1	11	2027-28
Aust_govt_pnsn_allw_amt	1	11	2027-28
Unfranked_Div_amt	1.09	11	2027-28
Frk_Div_amt	1	11	2027-28
Dividends_franking_cr_amt	1.05	11	2027-28
Gross_rent_amt	1.42	11	2027-28
Other_rent_ded_amt	1.45	11	2027-28
Rent_int_ded_amt	1	11	2027-28
Rent_cap_wks_amt	1.56	11	2027-28
Net_farm_management_amt	1	11	2027-28
Total_PP_BI_amt	0.99	11	2027-28
Total_NPP_BI_amt	0.75	11	2027-28
Total_PP_BE_amt	0.99	11	2027-28
Total_NPP_BE_amt	0.75	11	2027-28
Net_CG_amt	1	11	2027-28
Tot_CY_CG_amt	1	11	2027-28
Net_PT_PP_dsn	0.97	11	2027-28
Net_PT_NPP_dsn	0.92	11	2027-28
Taxed_othr_pnsn_amt	1.04	11	2027-28
Untaxed_othr_pnsn_amt	1.33	11	2027-28
Other_foreign_inc_amt	0.98	11	2027-28
Other_inc_amt	0.99	11	2027-28
Div_Ded_amt	-0.2	11	2027-28
Intrst_Ded_amt	1	11	2027-28
Gift_amt	1.09	11	2027-28
PP_loss_claimed	1.06	11	2027-28
NPP_loss_claimed	1	11	2027-28
Rep_frng_ben_amt	1.39	11	2027-28
Asbl_forgn_source_incm_amt	0.88	11	2027-28
Net_fincl_invstmt_lss_amt	1	11	2027-28
Cr_PAYG_ITI_amt	0.98	11	2027-28
TFN_amts_wheld_gr_intst_amt	1.21	11	2027-28
TFN_amts_wheld_divs_amt	0.89	11	2027-28
Hrs_to_prepare_BPI_cnt	1	11	2027-28
Help_debt	2.06	11	2027-28
Med_Exp_TO_amt	0.65	11	2027-28
Spouse_adjusted_taxable_inc	1	11	2027-28
Grs_int_amt	1	12	2028-29
Aust_govt_pnsn_allw_amt	1	12	2028-29
Unfranked_Div_amt	1.09	12	2028-29
Frk_Div_amt	1	12	2028-29
Dividends_franking_cr_amt	1.05	12	2028-29
Gross_rent_amt	1.46	12	2028-29
Other_rent_ded_amt	1.49	12	2028-29
Rent_int_ded_amt	1	12	2028-29
Rent_cap_wks_amt	1.61	12	2028-29
Net_farm_management_amt	1	12	2028-29
Total_PP_BI_amt	0.99	12	2028-29
Total_NPP_BI_amt	0.75	12	2028-29
Total_PP_BE_amt	0.99	12	2028-29
Total_NPP_BE_amt	0.75	12	2028-29
Net_CG_amt	1	12	2028-29
Tot_CY_CG_amt	1	12	2028-29
Net_PT_PP_dsn	0.97	12	2028-29
Net_PT_NPP_dsn	0.91	12	2028-29
Taxed_othr_pnsn_amt	1.04	12	2028-29
Untaxed_othr_pnsn_amt	1.36	12	2028-29
Other_foreign_inc_amt	0.98	12	2028-29
Other_inc_amt	0.99	12	2028-29
Div_Ded_amt	-0.31	12	2028-29
Intrst_Ded_amt	1	12	2028-29
Gift_amt	1.09	12	2028-29
PP_loss_claimed	1.06	12	2028-29
NPP_loss_claimed	1	12	2028-29
Rep_frng_ben_amt	1.42	12	2028-29
Asbl_forgn_source_incm_amt	0.88	12	2028-29
Net_fincl_invstmt_lss_amt	1	12	2028-29
Cr_PAYG_ITI_amt	0.98	12	2028-29
TFN_amts_wheld_gr_intst_amt	1.21	12	2028-29
TFN_amts_wheld_divs_amt	0.89	12	2028-29
Hrs_to_prepare_BPI_cnt	1	12	2028-29
Help_debt	2.16	12	2028-29
Med_Exp_TO_amt	0.63	12	2028-29
Spouse_adjusted_taxable_inc	1	12	2028-29
Grs_int_amt	1	13	2029-30
Aust_govt_pnsn_allw_amt	1	13	2029-30
Unfranked_Div_amt	1.09	13	2029-30
Frk_Div_amt	1	13	2029-30
Dividends_franking_cr_amt	1.05	13	2029-30
Gross_rent_amt	1.5	13	2029-30
Other_rent_ded_amt	1.53	13	2029-30
Rent_int_ded_amt	1	13	2029-30
Rent_cap_wks_amt	1.66	13	2029-30
Net_farm_management_amt	1	13	2029-30
Total_PP_BI_amt	0.99	13	2029-30
Total_NPP_BI_amt	0.75	13	2029-30
Total_PP_BE_amt	0.99	13	2029-30
Total_NPP_BE_amt	0.75	13	2029-30
Net_CG_amt	1	13	2029-30
Tot_CY_CG_amt	1	13	2029-30
Net_PT_PP_dsn	0.97	13	2029-30
Net_PT_NPP_dsn	0.9	13	2029-30
Taxed_othr_pnsn_amt	1.04	13	2029-30
Untaxed_othr_pnsn_amt	1.39	13	2029-30
Other_foreign_inc_amt	0.98	13	2029-30
Other_inc_amt	0.99	13	2029-30
Div_Ded_amt	-0.41	13	2029-30
Intrst_Ded_amt	1	13	2029-30
Gift_amt	1.09	13	2029-30
PP_loss_claimed	1.06	13	2029-30
NPP_loss_claimed	1	13	2029-30
Rep_frng_ben_amt	1.46	13	2029-30
Asbl_forgn_source_incm_amt	0.88	13	2029-30
Net_fincl_invstmt_lss_amt	1	13	2029-30
Cr_PAYG_ITI_amt	0.98	13	2029-30
TFN_amts_wheld_gr_intst_amt	1.21	13	2029-30
TFN_amts_wheld_divs_amt	0.89	13	2029-30
Hrs_to_prepare_BPI_cnt	1	13	2029-30
Help_debt	2.25	13	2029-30
Med_Exp_TO_amt	0.6	13	2029-30
Spouse_adjusted_taxable_inc	1	13	2029-30
Grs_int_amt	1	14	2030-31
Aust_govt_pnsn_allw_amt	1	14	2030-31
Unfranked_Div_amt	1.09	14	2030-31
Frk_Div_amt	1	14	2030-31
Dividends_franking_cr_amt	1.05	14	2030-31
Gross_rent_amt	1.53	14	2030-31
Other_rent_ded_amt	1.57	14	2030-31
Rent_int_ded_amt	1	14	2030-31
Rent_cap_wks_amt	1.71	14	2030-31
Net_farm_management_amt	1	14	2030-31
Total_PP_BI_amt	0.99	14	2030-31
Total_NPP_BI_amt	0.75	14	2030-31
Total_PP_BE_amt	0.99	14	2030-31
Total_NPP_BE_amt	0.75	14	2030-31
Net_CG_amt	1	14	2030-31
Tot_CY_CG_amt	1	14	2030-31
Net_PT_PP_dsn	0.97	14	2030-31
Net_PT_NPP_dsn	0.89	14	2030-31
Taxed_othr_pnsn_amt	1.04	14	2030-31
Untaxed_othr_pnsn_amt	1.42	14	2030-31
Other_foreign_inc_amt	0.98	14	2030-31
Other_inc_amt	0.99	14	2030-31
Div_Ded_amt	-0.52	14	2030-31
Intrst_Ded_amt	1	14	2030-31
Gift_amt	1.09	14	2030-31
PP_loss_claimed	1.06	14	2030-31
NPP_loss_claimed	1	14	2030-31
Rep_frng_ben_amt	1.49	14	2030-31
Asbl_forgn_source_incm_amt	0.88	14	2030-31
Net_fincl_invstmt_lss_amt	1	14	2030-31
Cr_PAYG_ITI_amt	0.98	14	2030-31
TFN_amts_wheld_gr_intst_amt	1.21	14	2030-31
TFN_amts_wheld_divs_amt	0.89	14	2030-31
Hrs_to_prepare_BPI_cnt	1	14	2030-31
Help_debt	2.35	14	2030-31
Med_Exp_TO_amt	0.58	14	2030-31
Spouse_adjusted_taxable_inc	1	14	2030-31
Grs_int_amt	1	15	2031-32
Aust_govt_pnsn_allw_amt	1	15	2031-32
Unfranked_Div_amt	1.09	15	2031-32
Frk_Div_amt	1	15	2031-32
Dividends_franking_cr_amt	1.05	15	2031-32
Gross_rent_amt	1.57	15	2031-32
Other_rent_ded_amt	1.61	15	2031-32
Rent_int_ded_amt	1	15	2031-32
Rent_cap_wks_amt	1.76	15	2031-32
Net_farm_management_amt	1	15	2031-32
Total_PP_BI_amt	0.99	15	2031-32
Total_NPP_BI_amt	0.75	15	2031-32
Total_PP_BE_amt	0.99	15	2031-32
Total_NPP_BE_amt	0.75	15	2031-32
Net_CG_amt	1	15	2031-32
Tot_CY_CG_amt	1	15	2031-32
Net_PT_PP_dsn	0.97	15	2031-32
Net_PT_NPP_dsn	0.88	15	2031-32
Taxed_othr_pnsn_amt	1.04	15	2031-32
Untaxed_othr_pnsn_amt	1.45	15	2031-32
Other_foreign_inc_amt	0.98	15	2031-32
Other_inc_amt	0.99	15	2031-32
Div_Ded_amt	-0.63	15	2031-32
Intrst_Ded_amt	1	15	2031-32
Gift_amt	1.09	15	2031-32
PP_loss_claimed	1.06	15	2031-32
NPP_loss_claimed	1	15	2031-32
Rep_frng_ben_amt	1.53	15	2031-32
Asbl_forgn_source_incm_amt	0.88	15	2031-32
Net_fincl_invstmt_lss_amt	1	15	2031-32
Cr_PAYG_ITI_amt	0.98	15	2031-32
TFN_amts_wheld_gr_intst_amt	1.21	15	2031-32
TFN_amts_wheld_divs_amt	0.89	15	2031-32
Hrs_to_prepare_BPI_cnt	1	15	2031-32
Help_debt	2.45	15	2031-32
Med_Exp_TO_amt	0.55	15	2031-32
Spouse_adjusted_taxable_inc	1	15	2031-32
