obsTime	obsValue
1981-Q3	14988677
1981-Q4	15054117
1982-Q1	15121698
1982-Q2	15184247
1982-Q3	15239278
1982-Q4	15288891
1983-Q1	15346242
1983-Q2	15393472
1983-Q3	15439005
1983-Q4	15483496
1984-Q1	15531541
1984-Q2	15579391
1984-Q3	15628548
1984-Q4	15677282
1985-Q1	15736665
1985-Q2	15788312
1985-Q3	15839702
1985-Q4	15900566
1986-Q1	15961498
1986-Q2	16018350
1986-Q3	16075041
1986-Q4	16138769
1987-Q1	16204041
1987-Q2	16263874
1987-Q3	16328866
1987-Q4	16394641
1988-Q1	16471767
1988-Q2	16532164
1988-Q3	16612639
1988-Q4	16687082
1989-Q1	16764042
1989-Q2	16814416
1989-Q3	16872038
1989-Q4	16936723
1990-Q1	17005636
1990-Q2	17065128
1990-Q3	17121132
1990-Q4	17169768
1991-Q1	17237424
1991-Q2	17284036
1991-Q3	17338859
1991-Q4	17378981
1992-Q1	17441287
1992-Q2	17478635
1992-Q3	17523303
1992-Q4	17557133
1993-Q1	17609552
1993-Q2	17634808
1993-Q3	17683713
1993-Q4	17719090
1994-Q1	17772078
1994-Q2	17805468
1994-Q3	17859257
1994-Q4	17893433
1995-Q1	17951550
1995-Q2	18004882
1995-Q3	18062176
1995-Q4	18119616
1996-Q1	18175986
1996-Q2	18224767
1996-Q3	18281323
1996-Q4	18330079
1997-Q1	18388710
1997-Q2	18423037
1997-Q3	18468718
1997-Q4	18510004
1998-Q1	18572416
1998-Q2	18607584
1998-Q3	18658381
1998-Q4	18705620
1999-Q1	18770525
1999-Q2	18812264
1999-Q3	18867680
1999-Q4	18919210
2000-Q1	18986711
2000-Q2	19028802
2000-Q3	19086040
2000-Q4	19141036
2001-Q1	19225181
2001-Q2	19274701
2001-Q3	19329107
2001-Q4	19386461
2002-Q1	19453350
2002-Q2	19495210
2002-Q3	19548871
2002-Q4	19605441
2003-Q1	19676628
2003-Q2	19720737
2003-Q3	19773429
2003-Q4	19827155
2004-Q1	19894105
2004-Q2	19932722
2004-Q3	19989677
2004-Q4	20046003
2005-Q1	20126553
2005-Q2	20176844
2005-Q3	20244727
2005-Q4	20311543
2006-Q1	20398132
2006-Q2	20450966
2006-Q3	20542282
2006-Q4	20627547
2007-Q1	20742817
2007-Q2	20827622
2007-Q3	20924160
2007-Q4	21016121
2008-Q1	21148928
2008-Q2	21249199
2008-Q3	21366049
2008-Q4	21475625
2009-Q1	21601676
2009-Q2	21691653
2009-Q3	21788088
2009-Q4	21865623
2010-Q1	21964097
2010-Q2	22031750
2010-Q3	22104402
2010-Q4	22172469
2011-Q1	22268758
2011-Q2	22340024
2011-Q3	22432771
2011-Q4	22522197
2012-Q1	22640943
2012-Q2	22733465
2012-Q3	22833922
2012-Q4	22928023
2013-Q1	23043004
2013-Q2	23128129
2013-Q3	23220231
2013-Q4	23297777
2014-Q1	23406193
2014-Q2	23475686
2014-Q3	23562901
2014-Q4	23640331
2015-Q1	23745629
2015-Q2	23815995
2015-Q3	23904271
2015-Q4	23984581
2016-Q1	24103425
2016-Q2	24190907
2016-Q3	24299853
2016-Q4	24389684
2017-Q1	24518355
2017-Q2	24601860
2017-Q3	24701882
2017-Q4	24773350
2018-Q1	24898631
2018-Q2	24982688
2018-Q3	25092722
2018-Q4	25172336
2019-Q1	275180697
2019-Q2	275978073
2019-Q3	277120125
2019-Q4	278056749
2020-Q1	253671140
2020-Q2	253952440
2020-Q3	253873270
2020-Q4	254000330
