variable	inflator	h	fy_year
Grs_int_amt	0.86	1	2016-17
Aust_govt_pnsn_allw_amt	0.99	1	2016-17
Unfranked_Div_amt	1	1	2016-17
Frk_Div_amt	1.03	1	2016-17
Dividends_franking_cr_amt	1.06	1	2016-17
Gross_rent_amt	1.07	1	2016-17
Other_rent_ded_amt	1.09	1	2016-17
Rent_int_ded_amt	1	1	2016-17
Rent_cap_wks_amt	1.1	1	2016-17
Net_farm_management_amt	1.62	1	2016-17
Total_PP_BI_amt	0.94	1	2016-17
Total_NPP_BI_amt	1.04	1	2016-17
Total_PP_BE_amt	0.89	1	2016-17
Total_NPP_BE_amt	1.16	1	2016-17
Net_CG_amt	1.28	1	2016-17
Tot_CY_CG_amt	1.25	1	2016-17
Net_PT_PP_dsn	1.09	1	2016-17
Net_PT_NPP_dsn	1	1	2016-17
Taxed_othr_pnsn_amt	0.93	1	2016-17
Untaxed_othr_pnsn_amt	1.05	1	2016-17
Other_foreign_inc_amt	1.22	1	2016-17
Other_inc_amt	0.98	1	2016-17
Div_Ded_amt	0.8	1	2016-17
Intrst_Ded_amt	0.89	1	2016-17
Gift_amt	0.79	1	2016-17
PP_loss_claimed	0.83	1	2016-17
NPP_loss_claimed	0.95	1	2016-17
Rep_frng_ben_amt	1.1	1	2016-17
Asbl_forgn_source_incm_amt	0.95	1	2016-17
Net_fincl_invstmt_lss_amt	0.77	1	2016-17
Cr_PAYG_ITI_amt	0.97	1	2016-17
TFN_amts_wheld_gr_intst_amt	0.99	1	2016-17
TFN_amts_wheld_divs_amt	1.23	1	2016-17
Hrs_to_prepare_BPI_cnt	0.97	1	2016-17
Help_debt	1.25	1	2016-17
Med_Exp_TO_amt	1	1	2016-17
Spouse_adjusted_taxable_inc	1	1	2016-17
Grs_int_amt	0.86	2	2017-18
Aust_govt_pnsn_allw_amt	0.99	2	2017-18
Unfranked_Div_amt	1	2	2017-18
Frk_Div_amt	1.03	2	2017-18
Dividends_franking_cr_amt	1.06	2	2017-18
Gross_rent_amt	1.11	2	2017-18
Other_rent_ded_amt	1.13	2	2017-18
Rent_int_ded_amt	1	2	2017-18
Rent_cap_wks_amt	1.16	2	2017-18
Net_farm_management_amt	1.62	2	2017-18
Total_PP_BI_amt	0.94	2	2017-18
Total_NPP_BI_amt	1.04	2	2017-18
Total_PP_BE_amt	0.89	2	2017-18
Total_NPP_BE_amt	1.16	2	2017-18
Net_CG_amt	1.28	2	2017-18
Tot_CY_CG_amt	1.25	2	2017-18
Net_PT_PP_dsn	1.09	2	2017-18
Net_PT_NPP_dsn	0.99	2	2017-18
Taxed_othr_pnsn_amt	0.93	2	2017-18
Untaxed_othr_pnsn_amt	1.07	2	2017-18
Other_foreign_inc_amt	1.22	2	2017-18
Other_inc_amt	0.98	2	2017-18
Div_Ded_amt	0.7	2	2017-18
Intrst_Ded_amt	0.89	2	2017-18
Gift_amt	0.79	2	2017-18
PP_loss_claimed	0.83	2	2017-18
NPP_loss_claimed	0.95	2	2017-18
Rep_frng_ben_amt	1.13	2	2017-18
Asbl_forgn_source_incm_amt	0.95	2	2017-18
Net_fincl_invstmt_lss_amt	0.77	2	2017-18
Cr_PAYG_ITI_amt	0.97	2	2017-18
TFN_amts_wheld_gr_intst_amt	0.99	2	2017-18
TFN_amts_wheld_divs_amt	1.23	2	2017-18
Hrs_to_prepare_BPI_cnt	0.97	2	2017-18
Help_debt	1.36	2	2017-18
Med_Exp_TO_amt	0.96	2	2017-18
Spouse_adjusted_taxable_inc	1	2	2017-18
Grs_int_amt	0.86	3	2018-19
Aust_govt_pnsn_allw_amt	0.99	3	2018-19
Unfranked_Div_amt	1	3	2018-19
Frk_Div_amt	1.03	3	2018-19
Dividends_franking_cr_amt	1.06	3	2018-19
Gross_rent_amt	1.15	3	2018-19
Other_rent_ded_amt	1.17	3	2018-19
Rent_int_ded_amt	1	3	2018-19
Rent_cap_wks_amt	1.21	3	2018-19
Net_farm_management_amt	1.62	3	2018-19
Total_PP_BI_amt	0.94	3	2018-19
Total_NPP_BI_amt	1.04	3	2018-19
Total_PP_BE_amt	0.89	3	2018-19
Total_NPP_BE_amt	1.16	3	2018-19
Net_CG_amt	1.28	3	2018-19
Tot_CY_CG_amt	1.25	3	2018-19
Net_PT_PP_dsn	1.09	3	2018-19
Net_PT_NPP_dsn	0.98	3	2018-19
Taxed_othr_pnsn_amt	0.93	3	2018-19
Untaxed_othr_pnsn_amt	1.11	3	2018-19
Other_foreign_inc_amt	1.22	3	2018-19
Other_inc_amt	0.98	3	2018-19
Div_Ded_amt	0.6	3	2018-19
Intrst_Ded_amt	0.89	3	2018-19
Gift_amt	0.79	3	2018-19
PP_loss_claimed	0.83	3	2018-19
NPP_loss_claimed	0.95	3	2018-19
Rep_frng_ben_amt	1.17	3	2018-19
Asbl_forgn_source_incm_amt	0.95	3	2018-19
Net_fincl_invstmt_lss_amt	0.77	3	2018-19
Cr_PAYG_ITI_amt	0.97	3	2018-19
TFN_amts_wheld_gr_intst_amt	0.99	3	2018-19
TFN_amts_wheld_divs_amt	1.23	3	2018-19
Hrs_to_prepare_BPI_cnt	0.97	3	2018-19
Help_debt	1.47	3	2018-19
Med_Exp_TO_amt	0.92	3	2018-19
Spouse_adjusted_taxable_inc	1	3	2018-19
Grs_int_amt	0.86	4	2019-20
Aust_govt_pnsn_allw_amt	0.99	4	2019-20
Unfranked_Div_amt	1	4	2019-20
Frk_Div_amt	1.03	4	2019-20
Dividends_franking_cr_amt	1.06	4	2019-20
Gross_rent_amt	1.19	4	2019-20
Other_rent_ded_amt	1.21	4	2019-20
Rent_int_ded_amt	1	4	2019-20
Rent_cap_wks_amt	1.26	4	2019-20
Net_farm_management_amt	1.62	4	2019-20
Total_PP_BI_amt	0.94	4	2019-20
Total_NPP_BI_amt	1.04	4	2019-20
Total_PP_BE_amt	0.89	4	2019-20
Total_NPP_BE_amt	1.16	4	2019-20
Net_CG_amt	1.28	4	2019-20
Tot_CY_CG_amt	1.25	4	2019-20
Net_PT_PP_dsn	1.09	4	2019-20
Net_PT_NPP_dsn	0.97	4	2019-20
Taxed_othr_pnsn_amt	0.93	4	2019-20
Untaxed_othr_pnsn_amt	1.14	4	2019-20
Other_foreign_inc_amt	1.22	4	2019-20
Other_inc_amt	0.98	4	2019-20
Div_Ded_amt	0.5	4	2019-20
Intrst_Ded_amt	0.89	4	2019-20
Gift_amt	0.79	4	2019-20
PP_loss_claimed	0.83	4	2019-20
NPP_loss_claimed	0.95	4	2019-20
Rep_frng_ben_amt	1.21	4	2019-20
Asbl_forgn_source_incm_amt	0.95	4	2019-20
Net_fincl_invstmt_lss_amt	0.77	4	2019-20
Cr_PAYG_ITI_amt	0.97	4	2019-20
TFN_amts_wheld_gr_intst_amt	0.99	4	2019-20
TFN_amts_wheld_divs_amt	1.23	4	2019-20
Hrs_to_prepare_BPI_cnt	0.97	4	2019-20
Help_debt	1.57	4	2019-20
Med_Exp_TO_amt	0.88	4	2019-20
Spouse_adjusted_taxable_inc	1	4	2019-20
Grs_int_amt	0.86	5	2020-21
Aust_govt_pnsn_allw_amt	0.99	5	2020-21
Unfranked_Div_amt	1	5	2020-21
Frk_Div_amt	1.03	5	2020-21
Dividends_franking_cr_amt	1.06	5	2020-21
Gross_rent_amt	1.23	5	2020-21
Other_rent_ded_amt	1.26	5	2020-21
Rent_int_ded_amt	1	5	2020-21
Rent_cap_wks_amt	1.32	5	2020-21
Net_farm_management_amt	1.62	5	2020-21
Total_PP_BI_amt	0.94	5	2020-21
Total_NPP_BI_amt	1.04	5	2020-21
Total_PP_BE_amt	0.89	5	2020-21
Total_NPP_BE_amt	1.16	5	2020-21
Net_CG_amt	1.28	5	2020-21
Tot_CY_CG_amt	1.25	5	2020-21
Net_PT_PP_dsn	1.09	5	2020-21
Net_PT_NPP_dsn	0.96	5	2020-21
Taxed_othr_pnsn_amt	0.93	5	2020-21
Untaxed_othr_pnsn_amt	1.17	5	2020-21
Other_foreign_inc_amt	1.22	5	2020-21
Other_inc_amt	0.98	5	2020-21
Div_Ded_amt	0.41	5	2020-21
Intrst_Ded_amt	0.89	5	2020-21
Gift_amt	0.79	5	2020-21
PP_loss_claimed	0.83	5	2020-21
NPP_loss_claimed	0.95	5	2020-21
Rep_frng_ben_amt	1.25	5	2020-21
Asbl_forgn_source_incm_amt	0.95	5	2020-21
Net_fincl_invstmt_lss_amt	0.77	5	2020-21
Cr_PAYG_ITI_amt	0.97	5	2020-21
TFN_amts_wheld_gr_intst_amt	0.99	5	2020-21
TFN_amts_wheld_divs_amt	1.23	5	2020-21
Hrs_to_prepare_BPI_cnt	0.97	5	2020-21
Help_debt	1.68	5	2020-21
Med_Exp_TO_amt	0.84	5	2020-21
Spouse_adjusted_taxable_inc	1	5	2020-21
Grs_int_amt	0.86	6	2021-22
Aust_govt_pnsn_allw_amt	0.99	6	2021-22
Unfranked_Div_amt	1	6	2021-22
Frk_Div_amt	1.03	6	2021-22
Dividends_franking_cr_amt	1.06	6	2021-22
Gross_rent_amt	1.27	6	2021-22
Other_rent_ded_amt	1.3	6	2021-22
Rent_int_ded_amt	1	6	2021-22
Rent_cap_wks_amt	1.37	6	2021-22
Net_farm_management_amt	1.62	6	2021-22
Total_PP_BI_amt	0.94	6	2021-22
Total_NPP_BI_amt	1.04	6	2021-22
Total_PP_BE_amt	0.89	6	2021-22
Total_NPP_BE_amt	1.16	6	2021-22
Net_CG_amt	1.28	6	2021-22
Tot_CY_CG_amt	1.25	6	2021-22
Net_PT_PP_dsn	1.09	6	2021-22
Net_PT_NPP_dsn	0.95	6	2021-22
Taxed_othr_pnsn_amt	0.93	6	2021-22
Untaxed_othr_pnsn_amt	1.2	6	2021-22
Other_foreign_inc_amt	1.22	6	2021-22
Other_inc_amt	0.98	6	2021-22
Div_Ded_amt	0.31	6	2021-22
Intrst_Ded_amt	0.89	6	2021-22
Gift_amt	0.79	6	2021-22
PP_loss_claimed	0.83	6	2021-22
NPP_loss_claimed	0.95	6	2021-22
Rep_frng_ben_amt	1.29	6	2021-22
Asbl_forgn_source_incm_amt	0.95	6	2021-22
Net_fincl_invstmt_lss_amt	0.77	6	2021-22
Cr_PAYG_ITI_amt	0.97	6	2021-22
TFN_amts_wheld_gr_intst_amt	0.99	6	2021-22
TFN_amts_wheld_divs_amt	1.23	6	2021-22
Hrs_to_prepare_BPI_cnt	0.97	6	2021-22
Help_debt	1.79	6	2021-22
Med_Exp_TO_amt	0.81	6	2021-22
Spouse_adjusted_taxable_inc	1	6	2021-22
Grs_int_amt	0.86	7	2022-23
Aust_govt_pnsn_allw_amt	0.99	7	2022-23
Unfranked_Div_amt	1	7	2022-23
Frk_Div_amt	1.03	7	2022-23
Dividends_franking_cr_amt	1.06	7	2022-23
Gross_rent_amt	1.31	7	2022-23
Other_rent_ded_amt	1.34	7	2022-23
Rent_int_ded_amt	1	7	2022-23
Rent_cap_wks_amt	1.42	7	2022-23
Net_farm_management_amt	1.62	7	2022-23
Total_PP_BI_amt	0.94	7	2022-23
Total_NPP_BI_amt	1.04	7	2022-23
Total_PP_BE_amt	0.89	7	2022-23
Total_NPP_BE_amt	1.16	7	2022-23
Net_CG_amt	1.28	7	2022-23
Tot_CY_CG_amt	1.25	7	2022-23
Net_PT_PP_dsn	1.09	7	2022-23
Net_PT_NPP_dsn	0.94	7	2022-23
Taxed_othr_pnsn_amt	0.93	7	2022-23
Untaxed_othr_pnsn_amt	1.23	7	2022-23
Other_foreign_inc_amt	1.22	7	2022-23
Other_inc_amt	0.98	7	2022-23
Div_Ded_amt	0.21	7	2022-23
Intrst_Ded_amt	0.89	7	2022-23
Gift_amt	0.79	7	2022-23
PP_loss_claimed	0.83	7	2022-23
NPP_loss_claimed	0.95	7	2022-23
Rep_frng_ben_amt	1.32	7	2022-23
Asbl_forgn_source_incm_amt	0.95	7	2022-23
Net_fincl_invstmt_lss_amt	0.77	7	2022-23
Cr_PAYG_ITI_amt	0.97	7	2022-23
TFN_amts_wheld_gr_intst_amt	0.99	7	2022-23
TFN_amts_wheld_divs_amt	1.23	7	2022-23
Hrs_to_prepare_BPI_cnt	0.97	7	2022-23
Help_debt	1.9	7	2022-23
Med_Exp_TO_amt	0.78	7	2022-23
Spouse_adjusted_taxable_inc	1	7	2022-23
Grs_int_amt	0.86	8	2023-24
Aust_govt_pnsn_allw_amt	0.99	8	2023-24
Unfranked_Div_amt	1	8	2023-24
Frk_Div_amt	1.03	8	2023-24
Dividends_franking_cr_amt	1.06	8	2023-24
Gross_rent_amt	1.35	8	2023-24
Other_rent_ded_amt	1.39	8	2023-24
Rent_int_ded_amt	1	8	2023-24
Rent_cap_wks_amt	1.48	8	2023-24
Net_farm_management_amt	1.62	8	2023-24
Total_PP_BI_amt	0.94	8	2023-24
Total_NPP_BI_amt	1.04	8	2023-24
Total_PP_BE_amt	0.89	8	2023-24
Total_NPP_BE_amt	1.16	8	2023-24
Net_CG_amt	1.28	8	2023-24
Tot_CY_CG_amt	1.25	8	2023-24
Net_PT_PP_dsn	1.09	8	2023-24
Net_PT_NPP_dsn	0.93	8	2023-24
Taxed_othr_pnsn_amt	0.93	8	2023-24
Untaxed_othr_pnsn_amt	1.26	8	2023-24
Other_foreign_inc_amt	1.22	8	2023-24
Other_inc_amt	0.98	8	2023-24
Div_Ded_amt	0.12	8	2023-24
Intrst_Ded_amt	0.89	8	2023-24
Gift_amt	0.79	8	2023-24
PP_loss_claimed	0.83	8	2023-24
NPP_loss_claimed	0.95	8	2023-24
Rep_frng_ben_amt	1.36	8	2023-24
Asbl_forgn_source_incm_amt	0.95	8	2023-24
Net_fincl_invstmt_lss_amt	0.77	8	2023-24
Cr_PAYG_ITI_amt	0.97	8	2023-24
TFN_amts_wheld_gr_intst_amt	0.99	8	2023-24
TFN_amts_wheld_divs_amt	1.23	8	2023-24
Hrs_to_prepare_BPI_cnt	0.97	8	2023-24
Help_debt	2.01	8	2023-24
Med_Exp_TO_amt	0.74	8	2023-24
Spouse_adjusted_taxable_inc	1	8	2023-24
Grs_int_amt	0.86	9	2024-25
Aust_govt_pnsn_allw_amt	0.99	9	2024-25
Unfranked_Div_amt	1	9	2024-25
Frk_Div_amt	1.03	9	2024-25
Dividends_franking_cr_amt	1.06	9	2024-25
Gross_rent_amt	1.39	9	2024-25
Other_rent_ded_amt	1.43	9	2024-25
Rent_int_ded_amt	1	9	2024-25
Rent_cap_wks_amt	1.53	9	2024-25
Net_farm_management_amt	1.62	9	2024-25
Total_PP_BI_amt	0.94	9	2024-25
Total_NPP_BI_amt	1.04	9	2024-25
Total_PP_BE_amt	0.89	9	2024-25
Total_NPP_BE_amt	1.16	9	2024-25
Net_CG_amt	1.28	9	2024-25
Tot_CY_CG_amt	1.25	9	2024-25
Net_PT_PP_dsn	1.09	9	2024-25
Net_PT_NPP_dsn	0.92	9	2024-25
Taxed_othr_pnsn_amt	0.93	9	2024-25
Untaxed_othr_pnsn_amt	1.29	9	2024-25
Other_foreign_inc_amt	1.22	9	2024-25
Other_inc_amt	0.98	9	2024-25
Div_Ded_amt	0.02	9	2024-25
Intrst_Ded_amt	0.89	9	2024-25
Gift_amt	0.79	9	2024-25
PP_loss_claimed	0.83	9	2024-25
NPP_loss_claimed	0.95	9	2024-25
Rep_frng_ben_amt	1.4	9	2024-25
Asbl_forgn_source_incm_amt	0.95	9	2024-25
Net_fincl_invstmt_lss_amt	0.77	9	2024-25
Cr_PAYG_ITI_amt	0.97	9	2024-25
TFN_amts_wheld_gr_intst_amt	0.99	9	2024-25
TFN_amts_wheld_divs_amt	1.23	9	2024-25
Hrs_to_prepare_BPI_cnt	0.97	9	2024-25
Help_debt	2.12	9	2024-25
Med_Exp_TO_amt	0.71	9	2024-25
Spouse_adjusted_taxable_inc	1	9	2024-25
Grs_int_amt	0.86	10	2025-26
Aust_govt_pnsn_allw_amt	0.99	10	2025-26
Unfranked_Div_amt	1	10	2025-26
Frk_Div_amt	1.03	10	2025-26
Dividends_franking_cr_amt	1.06	10	2025-26
Gross_rent_amt	1.43	10	2025-26
Other_rent_ded_amt	1.47	10	2025-26
Rent_int_ded_amt	1	10	2025-26
Rent_cap_wks_amt	1.58	10	2025-26
Net_farm_management_amt	1.62	10	2025-26
Total_PP_BI_amt	0.94	10	2025-26
Total_NPP_BI_amt	1.04	10	2025-26
Total_PP_BE_amt	0.89	10	2025-26
Total_NPP_BE_amt	1.16	10	2025-26
Net_CG_amt	1.28	10	2025-26
Tot_CY_CG_amt	1.25	10	2025-26
Net_PT_PP_dsn	1.09	10	2025-26
Net_PT_NPP_dsn	0.91	10	2025-26
Taxed_othr_pnsn_amt	0.93	10	2025-26
Untaxed_othr_pnsn_amt	1.32	10	2025-26
Other_foreign_inc_amt	1.22	10	2025-26
Other_inc_amt	0.98	10	2025-26
Div_Ded_amt	-0.08	10	2025-26
Intrst_Ded_amt	0.89	10	2025-26
Gift_amt	0.79	10	2025-26
PP_loss_claimed	0.83	10	2025-26
NPP_loss_claimed	0.95	10	2025-26
Rep_frng_ben_amt	1.44	10	2025-26
Asbl_forgn_source_incm_amt	0.95	10	2025-26
Net_fincl_invstmt_lss_amt	0.77	10	2025-26
Cr_PAYG_ITI_amt	0.97	10	2025-26
TFN_amts_wheld_gr_intst_amt	0.99	10	2025-26
TFN_amts_wheld_divs_amt	1.23	10	2025-26
Hrs_to_prepare_BPI_cnt	0.97	10	2025-26
Help_debt	2.23	10	2025-26
Med_Exp_TO_amt	0.68	10	2025-26
Spouse_adjusted_taxable_inc	1	10	2025-26
