variable	inflator	h	fy_year
Grs_int_amt	0.86	11	2026-27
Aust_govt_pnsn_allw_amt	0.99	11	2026-27
Unfranked_Div_amt	1	11	2026-27
Frk_Div_amt	1.03	11	2026-27
Dividends_franking_cr_amt	1.06	11	2026-27
Gross_rent_amt	1.47	11	2026-27
Other_rent_ded_amt	1.51	11	2026-27
Rent_int_ded_amt	1	11	2026-27
Rent_cap_wks_amt	1.64	11	2026-27
Net_farm_management_amt	1.62	11	2026-27
Total_PP_BI_amt	0.94	11	2026-27
Total_NPP_BI_amt	1.04	11	2026-27
Total_PP_BE_amt	0.89	11	2026-27
Total_NPP_BE_amt	1.16	11	2026-27
Net_CG_amt	1.28	11	2026-27
Tot_CY_CG_amt	1.25	11	2026-27
Net_PT_PP_dsn	1.09	11	2026-27
Net_PT_NPP_dsn	0.9	11	2026-27
Taxed_othr_pnsn_amt	0.93	11	2026-27
Untaxed_othr_pnsn_amt	1.35	11	2026-27
Other_foreign_inc_amt	1.22	11	2026-27
Other_inc_amt	0.98	11	2026-27
Div_Ded_amt	-0.18	11	2026-27
Intrst_Ded_amt	0.89	11	2026-27
Gift_amt	0.79	11	2026-27
PP_loss_claimed	0.83	11	2026-27
NPP_loss_claimed	0.95	11	2026-27
Rep_frng_ben_amt	1.47	11	2026-27
Asbl_forgn_source_incm_amt	0.95	11	2026-27
Net_fincl_invstmt_lss_amt	0.77	11	2026-27
Cr_PAYG_ITI_amt	0.97	11	2026-27
TFN_amts_wheld_gr_intst_amt	0.99	11	2026-27
TFN_amts_wheld_divs_amt	1.23	11	2026-27
Hrs_to_prepare_BPI_cnt	0.97	11	2026-27
Help_debt	2.34	11	2026-27
Med_Exp_TO_amt	0.65	11	2026-27
Spouse_adjusted_taxable_inc	1	11	2026-27
Grs_int_amt	0.86	12	2027-28
Aust_govt_pnsn_allw_amt	0.99	12	2027-28
Unfranked_Div_amt	1	12	2027-28
Frk_Div_amt	1.03	12	2027-28
Dividends_franking_cr_amt	1.06	12	2027-28
Gross_rent_amt	1.51	12	2027-28
Other_rent_ded_amt	1.56	12	2027-28
Rent_int_ded_amt	1	12	2027-28
Rent_cap_wks_amt	1.69	12	2027-28
Net_farm_management_amt	1.62	12	2027-28
Total_PP_BI_amt	0.94	12	2027-28
Total_NPP_BI_amt	1.04	12	2027-28
Total_PP_BE_amt	0.89	12	2027-28
Total_NPP_BE_amt	1.16	12	2027-28
Net_CG_amt	1.28	12	2027-28
Tot_CY_CG_amt	1.25	12	2027-28
Net_PT_PP_dsn	1.09	12	2027-28
Net_PT_NPP_dsn	0.89	12	2027-28
Taxed_othr_pnsn_amt	0.93	12	2027-28
Untaxed_othr_pnsn_amt	1.37	12	2027-28
Other_foreign_inc_amt	1.22	12	2027-28
Other_inc_amt	0.98	12	2027-28
Div_Ded_amt	-0.27	12	2027-28
Intrst_Ded_amt	0.89	12	2027-28
Gift_amt	0.79	12	2027-28
PP_loss_claimed	0.83	12	2027-28
NPP_loss_claimed	0.95	12	2027-28
Rep_frng_ben_amt	1.51	12	2027-28
Asbl_forgn_source_incm_amt	0.95	12	2027-28
Net_fincl_invstmt_lss_amt	0.77	12	2027-28
Cr_PAYG_ITI_amt	0.97	12	2027-28
TFN_amts_wheld_gr_intst_amt	0.99	12	2027-28
TFN_amts_wheld_divs_amt	1.23	12	2027-28
Hrs_to_prepare_BPI_cnt	0.97	12	2027-28
Help_debt	2.45	12	2027-28
Med_Exp_TO_amt	0.63	12	2027-28
Spouse_adjusted_taxable_inc	1	12	2027-28
Grs_int_amt	0.86	13	2028-29
Aust_govt_pnsn_allw_amt	0.99	13	2028-29
Unfranked_Div_amt	1	13	2028-29
Frk_Div_amt	1.03	13	2028-29
Dividends_franking_cr_amt	1.06	13	2028-29
Gross_rent_amt	1.55	13	2028-29
Other_rent_ded_amt	1.6	13	2028-29
Rent_int_ded_amt	1	13	2028-29
Rent_cap_wks_amt	1.74	13	2028-29
Net_farm_management_amt	1.62	13	2028-29
Total_PP_BI_amt	0.94	13	2028-29
Total_NPP_BI_amt	1.04	13	2028-29
Total_PP_BE_amt	0.89	13	2028-29
Total_NPP_BE_amt	1.16	13	2028-29
Net_CG_amt	1.28	13	2028-29
Tot_CY_CG_amt	1.25	13	2028-29
Net_PT_PP_dsn	1.09	13	2028-29
Net_PT_NPP_dsn	0.88	13	2028-29
Taxed_othr_pnsn_amt	0.93	13	2028-29
Untaxed_othr_pnsn_amt	1.4	13	2028-29
Other_foreign_inc_amt	1.22	13	2028-29
Other_inc_amt	0.98	13	2028-29
Div_Ded_amt	-0.37	13	2028-29
Intrst_Ded_amt	0.89	13	2028-29
Gift_amt	0.79	13	2028-29
PP_loss_claimed	0.83	13	2028-29
NPP_loss_claimed	0.95	13	2028-29
Rep_frng_ben_amt	1.55	13	2028-29
Asbl_forgn_source_incm_amt	0.95	13	2028-29
Net_fincl_invstmt_lss_amt	0.77	13	2028-29
Cr_PAYG_ITI_amt	0.97	13	2028-29
TFN_amts_wheld_gr_intst_amt	0.99	13	2028-29
TFN_amts_wheld_divs_amt	1.23	13	2028-29
Hrs_to_prepare_BPI_cnt	0.97	13	2028-29
Help_debt	2.56	13	2028-29
Med_Exp_TO_amt	0.6	13	2028-29
Spouse_adjusted_taxable_inc	1	13	2028-29
Grs_int_amt	0.86	14	2029-30
Aust_govt_pnsn_allw_amt	0.99	14	2029-30
Unfranked_Div_amt	1	14	2029-30
Frk_Div_amt	1.03	14	2029-30
Dividends_franking_cr_amt	1.06	14	2029-30
Gross_rent_amt	1.59	14	2029-30
Other_rent_ded_amt	1.64	14	2029-30
Rent_int_ded_amt	1	14	2029-30
Rent_cap_wks_amt	1.8	14	2029-30
Net_farm_management_amt	1.62	14	2029-30
Total_PP_BI_amt	0.94	14	2029-30
Total_NPP_BI_amt	1.04	14	2029-30
Total_PP_BE_amt	0.89	14	2029-30
Total_NPP_BE_amt	1.16	14	2029-30
Net_CG_amt	1.28	14	2029-30
Tot_CY_CG_amt	1.25	14	2029-30
Net_PT_PP_dsn	1.09	14	2029-30
Net_PT_NPP_dsn	0.87	14	2029-30
Taxed_othr_pnsn_amt	0.93	14	2029-30
Untaxed_othr_pnsn_amt	1.43	14	2029-30
Other_foreign_inc_amt	1.22	14	2029-30
Other_inc_amt	0.98	14	2029-30
Div_Ded_amt	-0.47	14	2029-30
Intrst_Ded_amt	0.89	14	2029-30
Gift_amt	0.79	14	2029-30
PP_loss_claimed	0.83	14	2029-30
NPP_loss_claimed	0.95	14	2029-30
Rep_frng_ben_amt	1.59	14	2029-30
Asbl_forgn_source_incm_amt	0.95	14	2029-30
Net_fincl_invstmt_lss_amt	0.77	14	2029-30
Cr_PAYG_ITI_amt	0.97	14	2029-30
TFN_amts_wheld_gr_intst_amt	0.99	14	2029-30
TFN_amts_wheld_divs_amt	1.23	14	2029-30
Hrs_to_prepare_BPI_cnt	0.97	14	2029-30
Help_debt	2.67	14	2029-30
Med_Exp_TO_amt	0.58	14	2029-30
Spouse_adjusted_taxable_inc	1	14	2029-30
Grs_int_amt	0.86	15	2030-31
Aust_govt_pnsn_allw_amt	0.99	15	2030-31
Unfranked_Div_amt	1	15	2030-31
Frk_Div_amt	1.03	15	2030-31
Dividends_franking_cr_amt	1.06	15	2030-31
Gross_rent_amt	1.63	15	2030-31
Other_rent_ded_amt	1.69	15	2030-31
Rent_int_ded_amt	1	15	2030-31
Rent_cap_wks_amt	1.85	15	2030-31
Net_farm_management_amt	1.62	15	2030-31
Total_PP_BI_amt	0.94	15	2030-31
Total_NPP_BI_amt	1.04	15	2030-31
Total_PP_BE_amt	0.89	15	2030-31
Total_NPP_BE_amt	1.16	15	2030-31
Net_CG_amt	1.28	15	2030-31
Tot_CY_CG_amt	1.25	15	2030-31
Net_PT_PP_dsn	1.09	15	2030-31
Net_PT_NPP_dsn	0.86	15	2030-31
Taxed_othr_pnsn_amt	0.93	15	2030-31
Untaxed_othr_pnsn_amt	1.46	15	2030-31
Other_foreign_inc_amt	1.22	15	2030-31
Other_inc_amt	0.98	15	2030-31
Div_Ded_amt	-0.56	15	2030-31
Intrst_Ded_amt	0.89	15	2030-31
Gift_amt	0.79	15	2030-31
PP_loss_claimed	0.83	15	2030-31
NPP_loss_claimed	0.95	15	2030-31
Rep_frng_ben_amt	1.62	15	2030-31
Asbl_forgn_source_incm_amt	0.95	15	2030-31
Net_fincl_invstmt_lss_amt	0.77	15	2030-31
Cr_PAYG_ITI_amt	0.97	15	2030-31
TFN_amts_wheld_gr_intst_amt	0.99	15	2030-31
TFN_amts_wheld_divs_amt	1.23	15	2030-31
Hrs_to_prepare_BPI_cnt	0.97	15	2030-31
Help_debt	2.78	15	2030-31
Med_Exp_TO_amt	0.55	15	2030-31
Spouse_adjusted_taxable_inc	1	15	2030-31
