fy_year,Taxable income percentile,avg_tax_rate,id,z,avg_tax_rate_rel,colour,alpha,size,label,group,text
2003-04,36,0.165107752840335,,FALSE,0.0881077528403353,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 36
Avg. tax rate (03-04 = 0): 8.81"
2004-05,36,0.163633798084083,,FALSE,0.0866337980840831,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 36
Avg. tax rate (03-04 = 0): 8.66"
2005-06,36,0.150845745303318,,FALSE,0.0738457453033182,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 36
Avg. tax rate (03-04 = 0): 7.38"
2006-07,36,0.111526744274873,,FALSE,0.0345267442748725,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 36
Avg. tax rate (03-04 = 0): 3.45"
2007-08,36,0.0949477489233185,,FALSE,0.0179477489233185,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 36
Avg. tax rate (03-04 = 0): 1.79"
2008-09,36,0.0767805553285251,,FALSE,-0.000219444671474944,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 36
Avg. tax rate (03-04 = 0): -0.02"
2009-10,36,0.0716808078094753,,FALSE,-0.00531919219052468,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 36
Avg. tax rate (03-04 = 0): -0.53"
2010-11,36,0.0652442629175299,,FALSE,-0.0117557370824701,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 36
Avg. tax rate (03-04 = 0): -1.18"
2011-12,36,0.0697774875808865,,FALSE,-0.00722251241911351,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 36
Avg. tax rate (03-04 = 0): -0.72"
2012-13,36,0.0500641803399465,,FALSE,-0.0269358196600536,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 36
Avg. tax rate (03-04 = 0): -2.69"
2013-14,36,0.0508329324445502,,FALSE,-0.0261670675554498,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 36
Avg. tax rate (03-04 = 0): -2.62"
2014-15,36,0.0546494495621202,,FALSE,-0.0223505504378798,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 36
Avg. tax rate (03-04 = 0): -2.24"
2015-16,36,0.0530899864841909,,FALSE,-0.0239100135158092,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 36
Avg. tax rate (03-04 = 0): -2.39"
2018-19,36,0.08,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 36
Avg. tax rate (03-04 = 0): 0.3"
2018-19,36,0.074,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 36
Avg. tax rate (03-04 = 0): -0.3"
2027-28,36,0.132,Baseline,FALSE,0.055,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 36
Avg. tax rate (03-04 = 0): 5.5"
2027-28,36,0.111,Budget2018,FALSE,0.034,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 36
Avg. tax rate (03-04 = 0): 3.4"
2003-04,37,0.169665083302129,,FALSE,0.0876650833021286,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 37
Avg. tax rate (03-04 = 0): 8.77"
2004-05,37,0.169707646340744,,FALSE,0.0877076463407441,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 37
Avg. tax rate (03-04 = 0): 8.77"
2005-06,37,0.157901512592739,,FALSE,0.0759015125927395,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 37
Avg. tax rate (03-04 = 0): 7.59"
2006-07,37,0.120382340716024,,FALSE,0.0383823407160238,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 37
Avg. tax rate (03-04 = 0): 3.84"
2007-08,37,0.0979189310751912,,FALSE,0.0159189310751912,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 37
Avg. tax rate (03-04 = 0): 1.59"
2008-09,37,0.078360267535976,,FALSE,-0.00363973246402396,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 37
Avg. tax rate (03-04 = 0): -0.36"
2009-10,37,0.0744789567235352,,FALSE,-0.00752104327646484,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 37
Avg. tax rate (03-04 = 0): -0.75"
2010-11,37,0.0665146851631917,,FALSE,-0.0154853148368083,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 37
Avg. tax rate (03-04 = 0): -1.55"
2011-12,37,0.0717633088701668,,FALSE,-0.0102366911298332,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 37
Avg. tax rate (03-04 = 0): -1.02"
2012-13,37,0.054128532558722,,FALSE,-0.027871467441278,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 37
Avg. tax rate (03-04 = 0): -2.79"
2013-14,37,0.054013001348462,,FALSE,-0.027986998651538,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 37
Avg. tax rate (03-04 = 0): -2.8"
2014-15,37,0.0588075058393411,,FALSE,-0.0231924941606589,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 37
Avg. tax rate (03-04 = 0): -2.32"
2015-16,37,0.0581996270789067,,FALSE,-0.0238003729210933,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 37
Avg. tax rate (03-04 = 0): -2.38"
2018-19,37,0.085,Baseline,FALSE,0.003,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 37
Avg. tax rate (03-04 = 0): 0.3"
2018-19,37,0.079,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 37
Avg. tax rate (03-04 = 0): -0.3"
2027-28,37,0.14,Baseline,FALSE,0.058,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 37
Avg. tax rate (03-04 = 0): 5.8"
2027-28,37,0.118,Budget2018,FALSE,0.036,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 37
Avg. tax rate (03-04 = 0): 3.6"
2003-04,38,0.174082993592467,,FALSE,0.0890829935924666,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 38
Avg. tax rate (03-04 = 0): 8.91"
2004-05,38,0.174405059771076,,FALSE,0.0894050597710762,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 38
Avg. tax rate (03-04 = 0): 8.94"
2005-06,38,0.161085239044924,,FALSE,0.0760852390449243,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 38
Avg. tax rate (03-04 = 0): 7.61"
2006-07,38,0.12525276959837,,FALSE,0.0402527695983702,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 38
Avg. tax rate (03-04 = 0): 4.03"
2007-08,38,0.0992920653960745,,FALSE,0.0142920653960745,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 38
Avg. tax rate (03-04 = 0): 1.43"
2008-09,38,0.0820109163930172,,FALSE,-0.00298908360698281,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 38
Avg. tax rate (03-04 = 0): -0.3"
2009-10,38,0.0770072283560437,,FALSE,-0.00799277164395634,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 38
Avg. tax rate (03-04 = 0): -0.8"
2010-11,38,0.0696472033498659,,FALSE,-0.0153527966501341,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 38
Avg. tax rate (03-04 = 0): -1.54"
2011-12,38,0.0742357288850148,,FALSE,-0.0107642711149852,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 38
Avg. tax rate (03-04 = 0): -1.08"
2012-13,38,0.0579174420113145,,FALSE,-0.0270825579886855,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 38
Avg. tax rate (03-04 = 0): -2.71"
2013-14,38,0.0578344727375297,,FALSE,-0.0271655272624703,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 38
Avg. tax rate (03-04 = 0): -2.72"
2014-15,38,0.0621001626332315,,FALSE,-0.0228998373667685,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 38
Avg. tax rate (03-04 = 0): -2.29"
2015-16,38,0.0615750136199359,,FALSE,-0.0234249863800641,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 38
Avg. tax rate (03-04 = 0): -2.34"
2018-19,38,0.087,Baseline,FALSE,0.00199999999999999,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 38
Avg. tax rate (03-04 = 0): 0.2"
2018-19,38,0.082,Budget2018,FALSE,-0.003,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 38
Avg. tax rate (03-04 = 0): -0.3"
2027-28,38,0.146,Baseline,FALSE,0.061,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 38
Avg. tax rate (03-04 = 0): 6.1"
2027-28,38,0.125,Budget2018,FALSE,0.04,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 38
Avg. tax rate (03-04 = 0): 4"
2003-04,39,0.178623803108714,,FALSE,0.0906238031087135,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 39
Avg. tax rate (03-04 = 0): 9.06"
2004-05,39,0.177539580303257,,FALSE,0.0895395803032571,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 39
Avg. tax rate (03-04 = 0): 8.95"
2005-06,39,0.166800467258119,,FALSE,0.0788004672581186,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 39
Avg. tax rate (03-04 = 0): 7.88"
2006-07,39,0.133524265045406,,FALSE,0.0455242650454065,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 39
Avg. tax rate (03-04 = 0): 4.55"
2007-08,39,0.102421589046993,,FALSE,0.0144215890469932,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 39
Avg. tax rate (03-04 = 0): 1.44"
2008-09,39,0.0838089684484776,,FALSE,-0.00419103155152242,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 39
Avg. tax rate (03-04 = 0): -0.42"
2009-10,39,0.0778573298904635,,FALSE,-0.0101426701095365,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 39
Avg. tax rate (03-04 = 0): -1.01"
2010-11,39,0.072440685884953,,FALSE,-0.015559314115047,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 39
Avg. tax rate (03-04 = 0): -1.56"
2011-12,39,0.076501189857118,,FALSE,-0.011498810142882,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 39
Avg. tax rate (03-04 = 0): -1.15"
2012-13,39,0.0611430682638788,,FALSE,-0.0268569317361212,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 39
Avg. tax rate (03-04 = 0): -2.69"
2013-14,39,0.0610272629171834,,FALSE,-0.0269727370828166,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 39
Avg. tax rate (03-04 = 0): -2.7"
2014-15,39,0.0655720797873731,,FALSE,-0.0224279202126269,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 39
Avg. tax rate (03-04 = 0): -2.24"
2015-16,39,0.0658183778450756,,FALSE,-0.0221816221549244,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 39
Avg. tax rate (03-04 = 0): -2.22"
2018-19,39,0.092,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 39
Avg. tax rate (03-04 = 0): 0.4"
2018-19,39,0.087,Budget2018,FALSE,-0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 39
Avg. tax rate (03-04 = 0): -0.1"
2027-28,39,0.152,Baseline,FALSE,0.064,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 39
Avg. tax rate (03-04 = 0): 6.4"
2027-28,39,0.13,Budget2018,FALSE,0.042,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 39
Avg. tax rate (03-04 = 0): 4.2"
2003-04,40,0.183540886700745,,FALSE,0.0905408867007452,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 40
Avg. tax rate (03-04 = 0): 9.05"
2004-05,40,0.182001230189948,,FALSE,0.0890012301899478,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 40
Avg. tax rate (03-04 = 0): 8.9"
2005-06,40,0.170280016074617,,FALSE,0.0772800160746166,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 40
Avg. tax rate (03-04 = 0): 7.73"
2006-07,40,0.138543304034513,,FALSE,0.0455433040345126,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 40
Avg. tax rate (03-04 = 0): 4.55"
2007-08,40,0.103110480913701,,FALSE,0.0101104809137011,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 40
Avg. tax rate (03-04 = 0): 1.01"
2008-09,40,0.0870974269951763,,FALSE,-0.00590257300482373,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 40
Avg. tax rate (03-04 = 0): -0.59"
2009-10,40,0.0805916047582582,,FALSE,-0.0124083952417418,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 40
Avg. tax rate (03-04 = 0): -1.24"
2010-11,40,0.0727449698498603,,FALSE,-0.0202550301501397,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 40
Avg. tax rate (03-04 = 0): -2.03"
2011-12,40,0.0779404785758947,,FALSE,-0.0150595214241053,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 40
Avg. tax rate (03-04 = 0): -1.51"
2012-13,40,0.064373674355003,,FALSE,-0.028626325644997,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 40
Avg. tax rate (03-04 = 0): -2.86"
2013-14,40,0.0650116125438106,,FALSE,-0.0279883874561894,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 40
Avg. tax rate (03-04 = 0): -2.8"
2014-15,40,0.0686711581381714,,FALSE,-0.0243288418618286,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 40
Avg. tax rate (03-04 = 0): -2.43"
2015-16,40,0.0684126513519706,,FALSE,-0.0245873486480294,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 40
Avg. tax rate (03-04 = 0): -2.46"
2018-19,40,0.097,Baseline,FALSE,0.004,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 40
Avg. tax rate (03-04 = 0): 0.4"
2018-19,40,0.091,Budget2018,FALSE,-0.002,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 40
Avg. tax rate (03-04 = 0): -0.2"
2027-28,40,0.158,Baseline,FALSE,0.065,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 40
Avg. tax rate (03-04 = 0): 6.5"
2027-28,40,0.136,Budget2018,FALSE,0.043,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 40
Avg. tax rate (03-04 = 0): 4.3"
2003-04,41,0.186120484877168,,FALSE,0.0891204848771678,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 41
Avg. tax rate (03-04 = 0): 8.91"
2004-05,41,0.185016320924438,,FALSE,0.0880163209244382,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 41
Avg. tax rate (03-04 = 0): 8.8"
2005-06,41,0.174185929786113,,FALSE,0.0771859297861128,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 41
Avg. tax rate (03-04 = 0): 7.72"
2006-07,41,0.146022650784286,,FALSE,0.0490226507842859,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 41
Avg. tax rate (03-04 = 0): 4.9"
2007-08,41,0.109945959211658,,FALSE,0.0129459592116576,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 41
Avg. tax rate (03-04 = 0): 1.29"
2008-09,41,0.0896496905171099,,FALSE,-0.00735030948289014,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 41
Avg. tax rate (03-04 = 0): -0.74"
2009-10,41,0.0859247418832078,,FALSE,-0.0110752581167922,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 41
Avg. tax rate (03-04 = 0): -1.11"
2010-11,41,0.0772480278873478,,FALSE,-0.0197519721126523,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 41
Avg. tax rate (03-04 = 0): -1.98"
2011-12,41,0.0821998476073435,,FALSE,-0.0148001523926565,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 41
Avg. tax rate (03-04 = 0): -1.48"
2012-13,41,0.0680213883020541,,FALSE,-0.028978611697946,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 41
Avg. tax rate (03-04 = 0): -2.9"
2013-14,41,0.0673407456595453,,FALSE,-0.0296592543404547,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 41
Avg. tax rate (03-04 = 0): -2.97"
2014-15,41,0.0705249730979735,,FALSE,-0.0264750269020265,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 41
Avg. tax rate (03-04 = 0): -2.65"
2015-16,41,0.0706388261940949,,FALSE,-0.0263611738059052,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 41
Avg. tax rate (03-04 = 0): -2.64"
2018-19,41,0.102,Baseline,FALSE,0.00499999999999999,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 41
Avg. tax rate (03-04 = 0): 0.5"
2018-19,41,0.096,Budget2018,FALSE,-0.001,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 41
Avg. tax rate (03-04 = 0): -0.1"
2027-28,41,0.164,Baseline,FALSE,0.067,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 41
Avg. tax rate (03-04 = 0): 6.7"
2027-28,41,0.142,Budget2018,FALSE,0.045,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 41
Avg. tax rate (03-04 = 0): 4.5"
2003-04,42,0.189042079520128,,FALSE,0.0870420795201279,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 42
Avg. tax rate (03-04 = 0): 8.7"
2004-05,42,0.188522867785012,,FALSE,0.0865228677850118,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 42
Avg. tax rate (03-04 = 0): 8.65"
2005-06,42,0.178088067190786,,FALSE,0.0760880671907863,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 42
Avg. tax rate (03-04 = 0): 7.61"
2006-07,42,0.151184494201631,,FALSE,0.049184494201631,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 42
Avg. tax rate (03-04 = 0): 4.92"
2007-08,42,0.116202298113827,,FALSE,0.0142022981138275,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 42
Avg. tax rate (03-04 = 0): 1.42"
2008-09,42,0.0920446374551352,,FALSE,-0.00995536254486476,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 42
Avg. tax rate (03-04 = 0): -1"
2009-10,42,0.0884558603183203,,FALSE,-0.0135441396816797,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 42
Avg. tax rate (03-04 = 0): -1.35"
2010-11,42,0.0800902208410762,,FALSE,-0.0219097791589238,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 42
Avg. tax rate (03-04 = 0): -2.19"
2011-12,42,0.0847696961251431,,FALSE,-0.0172303038748569,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 42
Avg. tax rate (03-04 = 0): -1.72"
2012-13,42,0.0709257137335451,,FALSE,-0.0310742862664549,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 42
Avg. tax rate (03-04 = 0): -3.11"
2013-14,42,0.0716066940399252,,FALSE,-0.0303933059600748,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 42
Avg. tax rate (03-04 = 0): -3.04"
2014-15,42,0.0743084865046243,,FALSE,-0.0276915134953757,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 42
Avg. tax rate (03-04 = 0): -2.77"
2015-16,42,0.0746774110787568,,FALSE,-0.0273225889212432,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 42
Avg. tax rate (03-04 = 0): -2.73"
2018-19,42,0.108,Baseline,FALSE,0.00600000000000001,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 42
Avg. tax rate (03-04 = 0): 0.6"
2018-19,42,0.102,Budget2018,FALSE,0,#621214,1,1.4,,2018-19#621214,"2018-19 Budget2018
            Percentile: 42
Avg. tax rate (03-04 = 0): 0"
2027-28,42,0.169,Baseline,FALSE,0.067,#FFC35A,1,1.4,,2027-28#FFC35A,"2027-28 Baseline
            Percentile: 42
Avg. tax rate (03-04 = 0): 6.7"
2027-28,42,0.148,Budget2018,FALSE,0.046,#A02226,1,1.4,,2027-28#A02226,"2027-28 Budget2018
            Percentile: 42
Avg. tax rate (03-04 = 0): 4.6"
2003-04,43,0.191545236486146,,FALSE,0.0835452364861462,#808080,0,0.8,,2003-04#808080,"2003-04 
            Percentile: 43
Avg. tax rate (03-04 = 0): 8.35"
2004-05,43,0.191053686134698,,FALSE,0.0830536861346983,black,0.8,1.1,,2004-05black,"2004-05 
            Percentile: 43
Avg. tax rate (03-04 = 0): 8.31"
2005-06,43,0.181524550148745,,FALSE,0.0735245501487449,#808080,0.0875,0.8,,2005-06#808080,"2005-06 
            Percentile: 43
Avg. tax rate (03-04 = 0): 7.35"
2006-07,43,0.155141235550566,,FALSE,0.0471412355505661,#808080,0.13125,0.8,,2006-07#808080,"2006-07 
            Percentile: 43
Avg. tax rate (03-04 = 0): 4.71"
2007-08,43,0.121804276752432,,FALSE,0.013804276752432,#808080,0.175,0.8,,2007-08#808080,"2007-08 
            Percentile: 43
Avg. tax rate (03-04 = 0): 1.38"
2008-09,43,0.0965510446908604,,FALSE,-0.0114489553091396,#808080,0.21875,0.8,,2008-09#808080,"2008-09 
            Percentile: 43
Avg. tax rate (03-04 = 0): -1.14"
2009-10,43,0.0907417598308284,,FALSE,-0.0172582401691716,#808080,0.2625,0.8,,2009-10#808080,"2009-10 
            Percentile: 43
Avg. tax rate (03-04 = 0): -1.73"
2010-11,43,0.0844275231166191,,FALSE,-0.0235724768833809,#808080,0.30625,0.8,,2010-11#808080,"2010-11 
            Percentile: 43
Avg. tax rate (03-04 = 0): -2.36"
2011-12,43,0.0880050632995484,,FALSE,-0.0199949367004516,#808080,0.35,0.8,,2011-12#808080,"2011-12 
            Percentile: 43
Avg. tax rate (03-04 = 0): -2"
2012-13,43,0.0752083265569143,,FALSE,-0.0327916734430857,#808080,0.39375,0.8,,2012-13#808080,"2012-13 
            Percentile: 43
Avg. tax rate (03-04 = 0): -3.28"
2013-14,43,0.0732689751384508,,FALSE,-0.0347310248615492,black,0.8,1.1,,2013-14black,"2013-14 
            Percentile: 43
Avg. tax rate (03-04 = 0): -3.47"
2014-15,43,0.0779977220051029,,FALSE,-0.0300022779948971,#808080,0.48125,0.8,,2014-15#808080,"2014-15 
            Percentile: 43
Avg. tax rate (03-04 = 0): -3"
2015-16,43,0.0771994481386887,,FALSE,-0.0308005518613113,#808080,0.525,0.8,,2015-16#808080,"2015-16 
            Percentile: 43
Avg. tax rate (03-04 = 0): -3.08"
2018-19,43,0.115,Baseline,FALSE,0.00700000000000001,#F68B33,1,1.4,,2018-19#F68B33,"2018-19 Baseline
            Percentile: 43
Avg. tax rate (03-04 = 0): 0.7"
