ASGC_2010	ITEM	SEX_ABS	AGE	TSEST	FREQUENCY	attrs.df	obsTime	obsValue
0	6	3	1599	10	M	P1M	1988-06	7947.31021
0	6	3	1599	10	M	P1M	1988-07	7901.84306
0	6	3	1599	10	M	P1M	1988-08	7891.984095
0	6	3	1599	10	M	P1M	1988-09	8057.706758
0	6	3	1599	10	M	P1M	1988-10	7985.16076
0	6	3	1599	10	M	P1M	1988-11	7997.000897
0	6	3	1599	10	M	P1M	1988-12	8186.236014
0	6	3	1599	10	M	P1M	1989-01	8015.859939
0	6	3	1599	10	M	P1M	1989-02	8164.222032
0	6	3	1599	10	M	P1M	1989-03	8180.503322
0	6	3	1599	10	M	P1M	1989-04	8193.421654
0	6	3	1599	10	M	P1M	1989-05	8238.126682
0	6	3	1599	10	M	P1M	1989-06	8186.982596
0	6	3	1599	10	M	P1M	1989-07	8222.851667
0	6	3	1599	10	M	P1M	1989-08	8183.614878
0	6	3	1599	10	M	P1M	1989-09	8341.388183
0	6	3	1599	10	M	P1M	1989-10	8262.913859
0	6	3	1599	10	M	P1M	1989-11	8307.67402
0	6	3	1599	10	M	P1M	1989-12	8436.489358
0	6	3	1599	10	M	P1M	1990-01	8256.988527
0	6	3	1599	10	M	P1M	1990-02	8395.666264
0	6	3	1599	10	M	P1M	1990-03	8422.05539
0	6	3	1599	10	M	P1M	1990-04	8421.129209
0	6	3	1599	10	M	P1M	1990-05	8457.100357
0	6	3	1599	10	M	P1M	1990-06	8439.839258
0	6	3	1599	10	M	P1M	1990-07	8486.485958
0	6	3	1599	10	M	P1M	1990-08	8392.548691
0	6	3	1599	10	M	P1M	1990-09	8530.556971
0	6	3	1599	10	M	P1M	1990-10	8451.984459
0	6	3	1599	10	M	P1M	1990-11	8452.701817
0	6	3	1599	10	M	P1M	1990-12	8616.375277
0	6	3	1599	10	M	P1M	1991-01	8404.590823
0	6	3	1599	10	M	P1M	1991-02	8516.327228
0	6	3	1599	10	M	P1M	1991-03	8534.05389
0	6	3	1599	10	M	P1M	1991-04	8566.699992
0	6	3	1599	10	M	P1M	1991-05	8509.124385
0	6	3	1599	10	M	P1M	1991-06	8435.747006
0	6	3	1599	10	M	P1M	1991-07	8380.359684
0	6	3	1599	10	M	P1M	1991-08	8417.317664
0	6	3	1599	10	M	P1M	1991-09	8567.368484
0	6	3	1599	10	M	P1M	1991-10	8426.993362
0	6	3	1599	10	M	P1M	1991-11	8421.113066
0	6	3	1599	10	M	P1M	1991-12	8618.181695
0	6	3	1599	10	M	P1M	1992-01	8467.500457
0	6	3	1599	10	M	P1M	1992-02	8579.942162
0	6	3	1599	10	M	P1M	1992-03	8581.429147
0	6	3	1599	10	M	P1M	1992-04	8538.670483
0	6	3	1599	10	M	P1M	1992-05	8533.090146
0	6	3	1599	10	M	P1M	1992-06	8532.100162
0	6	3	1599	10	M	P1M	1992-07	8573.033423
0	6	3	1599	10	M	P1M	1992-08	8499.636638
0	6	3	1599	10	M	P1M	1992-09	8620.087087
0	6	3	1599	10	M	P1M	1992-10	8559.427751
0	6	3	1599	10	M	P1M	1992-11	8475.684784
0	6	3	1599	10	M	P1M	1992-12	8662.589034
0	6	3	1599	10	M	P1M	1993-01	8532.621349
0	6	3	1599	10	M	P1M	1993-02	8570.291689
0	6	3	1599	10	M	P1M	1993-03	8618.104452
0	6	3	1599	10	M	P1M	1993-04	8493.460114
0	6	3	1599	10	M	P1M	1993-05	8535.914079
0	6	3	1599	10	M	P1M	1993-06	8539.124679
0	6	3	1599	10	M	P1M	1993-07	8531.69626
0	6	3	1599	10	M	P1M	1993-08	8498.902845
0	6	3	1599	10	M	P1M	1993-09	8675.023525
0	6	3	1599	10	M	P1M	1993-10	8631.359228
0	6	3	1599	10	M	P1M	1993-11	8637.808414
0	6	3	1599	10	M	P1M	1993-12	8781.386322
0	6	3	1599	10	M	P1M	1994-01	8630.259307
0	6	3	1599	10	M	P1M	1994-02	8743.677499
0	6	3	1599	10	M	P1M	1994-03	8769.239226
0	6	3	1599	10	M	P1M	1994-04	8703.788213
0	6	3	1599	10	M	P1M	1994-05	8702.350765
0	6	3	1599	10	M	P1M	1994-06	8707.061356
0	6	3	1599	10	M	P1M	1994-07	8764.753537
0	6	3	1599	10	M	P1M	1994-08	8657.792385
0	6	3	1599	10	M	P1M	1994-09	8883.732223
0	6	3	1599	10	M	P1M	1994-10	8748.0979
0	6	3	1599	10	M	P1M	1994-11	8758.297535
0	6	3	1599	10	M	P1M	1994-12	8926.547184
0	6	3	1599	10	M	P1M	1995-01	8764.776023
0	6	3	1599	10	M	P1M	1995-02	8923.602784
0	6	3	1599	10	M	P1M	1995-03	8922.19426
0	6	3	1599	10	M	P1M	1995-04	8912.399543
0	6	3	1599	10	M	P1M	1995-05	8916.032398
0	6	3	1599	10	M	P1M	1995-06	8929.096939
0	6	3	1599	10	M	P1M	1995-07	8937.816824
0	6	3	1599	10	M	P1M	1995-08	8884.863953
0	6	3	1599	10	M	P1M	1995-09	9057.158151
0	6	3	1599	10	M	P1M	1995-10	8958.341643
0	6	3	1599	10	M	P1M	1995-11	9020.205095
0	6	3	1599	10	M	P1M	1995-12	9131.697789
0	6	3	1599	10	M	P1M	1996-01	8984.433226
0	6	3	1599	10	M	P1M	1996-02	9086.325318
0	6	3	1599	10	M	P1M	1996-03	9079.636799
0	6	3	1599	10	M	P1M	1996-04	9030.210802
0	6	3	1599	10	M	P1M	1996-05	9055.182351
0	6	3	1599	10	M	P1M	1996-06	9035.488998
0	6	3	1599	10	M	P1M	1996-07	9059.423155
0	6	3	1599	10	M	P1M	1996-08	9029.497726
0	6	3	1599	10	M	P1M	1996-09	9158.3403
0	6	3	1599	10	M	P1M	1996-10	9071.255407
0	6	3	1599	10	M	P1M	1996-11	9037.229334
0	6	3	1599	10	M	P1M	1996-12	9218.271165
0	6	3	1599	10	M	P1M	1997-01	9068.335507
0	6	3	1599	10	M	P1M	1997-02	9178.246176
0	6	3	1599	10	M	P1M	1997-03	9171.212238
0	6	3	1599	10	M	P1M	1997-04	9128.175086
0	6	3	1599	10	M	P1M	1997-05	9105.133388
0	6	3	1599	10	M	P1M	1997-06	9080.795041
0	6	3	1599	10	M	P1M	1997-07	9106.283069
0	6	3	1599	10	M	P1M	1997-08	8993.739003
0	6	3	1599	10	M	P1M	1997-09	9218.668015
0	6	3	1599	10	M	P1M	1997-10	9097.306253
0	6	3	1599	10	M	P1M	1997-11	9152.855725
0	6	3	1599	10	M	P1M	1997-12	9260.944314
0	6	3	1599	10	M	P1M	1998-01	9104.795391
0	6	3	1599	10	M	P1M	1998-02	9207.67862
0	6	3	1599	10	M	P1M	1998-03	9217.83584
0	6	3	1599	10	M	P1M	1998-04	9202.84752
0	6	3	1599	10	M	P1M	1998-05	9193.735399
0	6	3	1599	10	M	P1M	1998-06	9219.562093
0	6	3	1599	10	M	P1M	1998-07	9228.590012
0	6	3	1599	10	M	P1M	1998-08	9145.453807
0	6	3	1599	10	M	P1M	1998-09	9369.252636
0	6	3	1599	10	M	P1M	1998-10	9241.440076
0	6	3	1599	10	M	P1M	1998-11	9219.644537
0	6	3	1599	10	M	P1M	1998-12	9355.6362
0	6	3	1599	10	M	P1M	1999-01	9179.949279
0	6	3	1599	10	M	P1M	1999-02	9292.243194
0	6	3	1599	10	M	P1M	1999-03	9302.43656
0	6	3	1599	10	M	P1M	1999-04	9284.684413
0	6	3	1599	10	M	P1M	1999-05	9255.538804
0	6	3	1599	10	M	P1M	1999-06	9273.782935
0	6	3	1599	10	M	P1M	1999-07	9282.139437
0	6	3	1599	10	M	P1M	1999-08	9223.318399
0	6	3	1599	10	M	P1M	1999-09	9445.886386
0	6	3	1599	10	M	P1M	1999-10	9355.56196
0	6	3	1599	10	M	P1M	1999-11	9329.363222
0	6	3	1599	10	M	P1M	1999-12	9526.392267
0	6	3	1599	10	M	P1M	2000-01	9302.952179
0	6	3	1599	10	M	P1M	2000-02	9453.642324
0	6	3	1599	10	M	P1M	2000-03	9483.513843
0	6	3	1599	10	M	P1M	2000-04	9494.346821
0	6	3	1599	10	M	P1M	2000-05	9472.3041
0	6	3	1599	10	M	P1M	2000-06	9486.308598
0	6	3	1599	10	M	P1M	2000-07	9545.590843
0	6	3	1599	10	M	P1M	2000-08	9467.725998
0	6	3	1599	10	M	P1M	2000-09	9639.439008
0	6	3	1599	10	M	P1M	2000-10	9514.211876
0	6	3	1599	10	M	P1M	2000-11	9470.092619
0	6	3	1599	10	M	P1M	2000-12	9651.705857
0	6	3	1599	10	M	P1M	2001-01	9460.687278
0	6	3	1599	10	M	P1M	2001-02	9621.299711
0	6	3	1599	10	M	P1M	2001-03	9606.246932
0	6	3	1599	10	M	P1M	2001-04	9687.27034
0	6	3	1599	10	M	P1M	2001-05	9668.857888
0	6	3	1599	10	M	P1M	2001-06	9673.369948
0	6	3	1599	10	M	P1M	2001-07	9660.728816
0	6	3	1599	10	M	P1M	2001-08	9610.031957
0	6	3	1599	10	M	P1M	2001-09	9777.167498
0	6	3	1599	10	M	P1M	2001-10	9716.5777
0	6	3	1599	10	M	P1M	2001-11	9681.950749
0	6	3	1599	10	M	P1M	2001-12	9837.16263
0	6	3	1599	10	M	P1M	2002-01	9728.218117
0	6	3	1599	10	M	P1M	2002-02	9812.184089
0	6	3	1599	10	M	P1M	2002-03	9788.536862
0	6	3	1599	10	M	P1M	2002-04	9755.230297
0	6	3	1599	10	M	P1M	2002-05	9755.525337
0	6	3	1599	10	M	P1M	2002-06	9800.486901
0	6	3	1599	10	M	P1M	2002-07	9747.51444
0	6	3	1599	10	M	P1M	2002-08	9745.449884
0	6	3	1599	10	M	P1M	2002-09	9934.934922
0	6	3	1599	10	M	P1M	2002-10	9815.318576
0	6	3	1599	10	M	P1M	2002-11	9852.66198
0	6	3	1599	10	M	P1M	2002-12	10047.11527
0	6	3	1599	10	M	P1M	2003-01	9944.724722
0	6	3	1599	10	M	P1M	2003-02	10045.78816
0	6	3	1599	10	M	P1M	2003-03	10004.96419
0	6	3	1599	10	M	P1M	2003-04	9974.441388
0	6	3	1599	10	M	P1M	2003-05	9985.959474
0	6	3	1599	10	M	P1M	2003-06	9957.996684
0	6	3	1599	10	M	P1M	2003-07	9921.543121
0	6	3	1599	10	M	P1M	2003-08	9879.314156
0	6	3	1599	10	M	P1M	2003-09	10069.89368
0	6	3	1599	10	M	P1M	2003-10	9992.071653
0	6	3	1599	10	M	P1M	2003-11	9951.143769
0	6	3	1599	10	M	P1M	2003-12	10137.02439
0	6	3	1599	10	M	P1M	2004-01	9967.605193
0	6	3	1599	10	M	P1M	2004-02	10075.24489
0	6	3	1599	10	M	P1M	2004-03	10082.24528
0	6	3	1599	10	M	P1M	2004-04	10073.87946
0	6	3	1599	10	M	P1M	2004-05	10071.56151
0	6	3	1599	10	M	P1M	2004-06	10080.61762
0	6	3	1599	10	M	P1M	2004-07	10065.40285
0	6	3	1599	10	M	P1M	2004-08	9991.440929
0	6	3	1599	10	M	P1M	2004-09	10219.88688
0	6	3	1599	10	M	P1M	2004-10	10152.35994
0	6	3	1599	10	M	P1M	2004-11	10138.79894
0	6	3	1599	10	M	P1M	2004-12	10321.90517
0	6	3	1599	10	M	P1M	2005-01	10203.32516
0	6	3	1599	10	M	P1M	2005-02	10336.62505
0	6	3	1599	10	M	P1M	2005-03	10393.68065
0	6	3	1599	10	M	P1M	2005-04	10395.73251
0	6	3	1599	10	M	P1M	2005-05	10381.44368
0	6	3	1599	10	M	P1M	2005-06	10399.15643
0	6	3	1599	10	M	P1M	2005-07	10385.88435
0	6	3	1599	10	M	P1M	2005-08	10356.91358
0	6	3	1599	10	M	P1M	2005-09	10532.276
0	6	3	1599	10	M	P1M	2005-10	10443.73609
0	6	3	1599	10	M	P1M	2005-11	10421.3805
0	6	3	1599	10	M	P1M	2005-12	10600.5344
0	6	3	1599	10	M	P1M	2006-01	10434.18509
0	6	3	1599	10	M	P1M	2006-02	10567.86727
0	6	3	1599	10	M	P1M	2006-03	10591.4321
0	6	3	1599	10	M	P1M	2006-04	10574.00795
0	6	3	1599	10	M	P1M	2006-05	10591.92243
0	6	3	1599	10	M	P1M	2006-06	10618.96008
0	6	3	1599	10	M	P1M	2006-07	10625.40389
0	6	3	1599	10	M	P1M	2006-08	10583.22942
0	6	3	1599	10	M	P1M	2006-09	10803.98309
0	6	3	1599	10	M	P1M	2006-10	10662.01493
0	6	3	1599	10	M	P1M	2006-11	10648.3058
0	6	3	1599	10	M	P1M	2006-12	10891.27248
0	6	3	1599	10	M	P1M	2007-01	10690.66764
0	6	3	1599	10	M	P1M	2007-02	10844.14907
0	6	3	1599	10	M	P1M	2007-03	10861.1993
0	6	3	1599	10	M	P1M	2007-04	10846.24106
0	6	3	1599	10	M	P1M	2007-05	10877.28035
0	6	3	1599	10	M	P1M	2007-06	10895.30388
0	6	3	1599	10	M	P1M	2007-07	10882.88945
0	6	3	1599	10	M	P1M	2007-08	10853.1876
0	6	3	1599	10	M	P1M	2007-09	11054.32482
0	6	3	1599	10	M	P1M	2007-10	10969.9321
0	6	3	1599	10	M	P1M	2007-11	10986.44185
0	6	3	1599	10	M	P1M	2007-12	11180.90394
0	6	3	1599	10	M	P1M	2008-01	11028.22435
0	6	3	1599	10	M	P1M	2008-02	11123.26633
0	6	3	1599	10	M	P1M	2008-03	11157.07154
0	6	3	1599	10	M	P1M	2008-04	11190.33885
0	6	3	1599	10	M	P1M	2008-05	11168.59874
0	6	3	1599	10	M	P1M	2008-06	11207.68416
0	6	3	1599	10	M	P1M	2008-07	11201.78731
0	6	3	1599	10	M	P1M	2008-08	11139.80472
0	6	3	1599	10	M	P1M	2008-09	11339.40528
0	6	3	1599	10	M	P1M	2008-10	11266.08291
0	6	3	1599	10	M	P1M	2008-11	11223.21665
0	6	3	1599	10	M	P1M	2008-12	11422.13209
0	6	3	1599	10	M	P1M	2009-01	11281.03875
0	6	3	1599	10	M	P1M	2009-02	11460.64793
0	6	3	1599	10	M	P1M	2009-03	11468.17983
0	6	3	1599	10	M	P1M	2009-04	11429.75335
0	6	3	1599	10	M	P1M	2009-05	11454.31691
0	6	3	1599	10	M	P1M	2009-06	11425.6584
0	6	3	1599	10	M	P1M	2009-07	11410.50149
0	6	3	1599	10	M	P1M	2009-08	11330.79465
0	6	3	1599	10	M	P1M	2009-09	11529.29985
0	6	3	1599	10	M	P1M	2009-10	11458.86948
0	6	3	1599	10	M	P1M	2009-11	11422.68036
0	6	3	1599	10	M	P1M	2009-12	11630.06924
0	6	3	1599	10	M	P1M	2010-01	11464.02003
0	6	3	1599	10	M	P1M	2010-02	11579.69576
0	6	3	1599	10	M	P1M	2010-03	11595.47626
0	6	3	1599	10	M	P1M	2010-04	11582.84586
0	6	3	1599	10	M	P1M	2010-05	11562.04071
0	6	3	1599	10	M	P1M	2010-06	11589.55311
0	6	3	1599	10	M	P1M	2010-07	11602.52389
0	6	3	1599	10	M	P1M	2010-08	11533.10515
0	6	3	1599	10	M	P1M	2010-09	11751.42594
0	6	3	1599	10	M	P1M	2010-10	11718.78027
0	6	3	1599	10	M	P1M	2010-11	11702.77868
0	6	3	1599	10	M	P1M	2010-12	11856.49387
0	6	3	1599	10	M	P1M	2011-01	11694.71439
0	6	3	1599	10	M	P1M	2011-02	11808.86387
0	6	3	1599	10	M	P1M	2011-03	11836.25146
0	6	3	1599	10	M	P1M	2011-04	11774.75375
0	6	3	1599	10	M	P1M	2011-05	11786.01723
0	6	3	1599	10	M	P1M	2011-06	11785.47055
0	6	3	1599	10	M	P1M	2011-07	11790.12362
0	6	3	1599	10	M	P1M	2011-08	11727.60634
0	6	3	1599	10	M	P1M	2011-09	11941.49955
0	6	3	1599	10	M	P1M	2011-10	11862.59358
0	6	3	1599	10	M	P1M	2011-11	11818.38588
0	6	3	1599	10	M	P1M	2011-12	11956.1525
0	6	3	1599	10	M	P1M	2012-01	11800.66716
0	6	3	1599	10	M	P1M	2012-02	11934.75115
0	6	3	1599	10	M	P1M	2012-03	11991.30374
0	6	3	1599	10	M	P1M	2012-04	11927.6803
0	6	3	1599	10	M	P1M	2012-05	12010.36778
0	6	3	1599	10	M	P1M	2012-06	11951.27334
0	6	3	1599	10	M	P1M	2012-07	11947.83919
0	6	3	1599	10	M	P1M	2012-08	11850.84122
0	6	3	1599	10	M	P1M	2012-09	12114.25261
0	6	3	1599	10	M	P1M	2012-10	12025.13282
0	6	3	1599	10	M	P1M	2012-11	11962.56016
0	6	3	1599	10	M	P1M	2012-12	12153.46181
0	6	3	1599	10	M	P1M	2013-01	11996.65552
0	6	3	1599	10	M	P1M	2013-02	12160.14033
0	6	3	1599	10	M	P1M	2013-03	12156.56625
0	6	3	1599	10	M	P1M	2013-04	12157.33426
0	6	3	1599	10	M	P1M	2013-05	12161.18745
0	6	3	1599	10	M	P1M	2013-06	12158.06629
0	6	3	1599	10	M	P1M	2013-07	12119.73337
0	6	3	1599	10	M	P1M	2013-08	12035.05544
0	6	3	1599	10	M	P1M	2013-09	12224.97827
0	6	3	1599	10	M	P1M	2013-10	12155.56129
0	6	3	1599	10	M	P1M	2013-11	12096.26891
0	6	3	1599	10	M	P1M	2013-12	12224.99758
0	6	3	1599	10	M	P1M	2014-01	12087.56329
0	6	3	1599	10	M	P1M	2014-02	12293.71701
0	6	3	1599	10	M	P1M	2014-03	12294.81459
0	6	3	1599	10	M	P1M	2014-04	12261.39744
0	6	3	1599	10	M	P1M	2014-05	12264.62411
0	6	3	1599	10	M	P1M	2014-06	12269.80732
0	6	3	1599	10	M	P1M	2014-07	12276.13123
0	6	3	1599	10	M	P1M	2014-08	12299.66805
0	6	3	1599	10	M	P1M	2014-09	12279.76637
0	6	3	1599	10	M	P1M	2014-10	12292.82136
0	6	3	1599	10	M	P1M	2014-11	12295.27531
0	6	3	1599	10	M	P1M	2014-12	12434.95409
0	6	3	1599	10	M	P1M	2015-01	12290.05228
0	6	3	1599	10	M	P1M	2015-02	12546.50822
0	6	3	1599	10	M	P1M	2015-03	12492.5104
0	6	3	1599	10	M	P1M	2015-04	12458.47185
0	6	3	1599	10	M	P1M	2015-05	12493.89512
0	6	3	1599	10	M	P1M	2015-06	12464.26812
0	6	3	1599	10	M	P1M	2015-07	12513.81495
0	6	3	1599	10	M	P1M	2015-08	12446.91246
0	6	3	1599	10	M	P1M	2015-09	12509.76366
0	6	3	1599	10	M	P1M	2015-10	12564.24639
0	6	3	1599	10	M	P1M	2015-11	12608.09667
0	6	3	1599	10	M	P1M	2015-12	12710.90869
0	6	3	1599	10	M	P1M	2016-01	12556.89128
