obsTime	obsValue
1948-Q3	3.7
1948-Q4	3.8
1949-Q1	3.9
1949-Q2	4
1949-Q3	4.1
1949-Q4	4.1
1950-Q1	4.2
1950-Q2	4.3
1950-Q3	4.4
1950-Q4	4.6
1951-Q1	4.8
1951-Q2	5.1
1951-Q3	5.3
1951-Q4	5.7
1952-Q1	5.9
1952-Q2	6.1
1952-Q3	6.2
1952-Q4	6.3
1953-Q1	6.3
1953-Q2	6.4
1953-Q3	6.5
1953-Q4	6.4
1954-Q1	6.5
1954-Q2	6.5
1954-Q3	6.5
1954-Q4	6.5
1955-Q1	6.5
1955-Q2	6.6
1955-Q3	6.6
1955-Q4	6.7
1956-Q1	6.7
1956-Q2	7
1956-Q3	7.1
1956-Q4	7.1
1957-Q1	7.1
1957-Q2	7.2
1957-Q3	7.2
1957-Q4	7.2
1958-Q1	7.2
1958-Q2	7.2
1958-Q3	7.2
1958-Q4	7.3
1959-Q1	7.3
1959-Q2	7.3
1959-Q3	7.4
1959-Q4	7.5
1960-Q1	7.5
1960-Q2	7.6
1960-Q3	7.7
1960-Q4	7.8
1961-Q1	7.8
1961-Q2	7.9
1961-Q3	7.8
1961-Q4	7.8
1962-Q1	7.8
1962-Q2	7.8
1962-Q3	7.8
1962-Q4	7.8
1963-Q1	7.8
1963-Q2	7.8
1963-Q3	7.9
1963-Q4	7.9
1964-Q1	8
1964-Q2	8
1964-Q3	8.1
1964-Q4	8.2
1965-Q1	8.2
1965-Q2	8.3
1965-Q3	8.4
1965-Q4	8.5
1966-Q1	8.6
1966-Q2	8.6
1966-Q3	8.6
1966-Q4	8.7
1967-Q1	8.8
1967-Q2	8.9
1967-Q3	9
1967-Q4	9
1968-Q1	9.1
1968-Q2	9.1
1968-Q3	9.2
1968-Q4	9.2
1969-Q1	9.4
1969-Q2	9.4
1969-Q3	9.5
1969-Q4	9.5
1970-Q1	9.6
1970-Q2	9.7
1970-Q3	9.8
1970-Q4	10
1971-Q1	10.1
1971-Q2	10.2
1971-Q3	10.5
1971-Q4	10.7
