obsTime	obsValue
1972-Q1	10.8
1972-Q2	10.9
1972-Q3	11.1
1972-Q4	11.2
1973-Q1	11.4
1973-Q2	11.8
1973-Q3	12.2
1973-Q4	12.6
1974-Q1	13
1974-Q2	13.5
1974-Q3	14.2
1974-Q4	14.7
1975-Q1	15.3
1975-Q2	15.8
1975-Q3	15.9
1975-Q4	16.8
1976-Q1	17.3
1976-Q2	17.7
1976-Q3	18.1
1976-Q4	19.2
1977-Q1	19.6
1977-Q2	20.1
1977-Q3	20.5
1977-Q4	21
1978-Q1	21.3
1978-Q2	21.7
1978-Q3	22.1
1978-Q4	22.6
1979-Q1	23
1979-Q2	23.6
1979-Q3	24.2
1979-Q4	24.9
1980-Q1	25.4
1980-Q2	26.2
1980-Q3	26.6
1980-Q4	27.2
1981-Q1	27.8
1981-Q2	28.4
1981-Q3	29
1981-Q4	30.2
1982-Q1	30.8
1982-Q2	31.5
1982-Q3	32.6
1982-Q4	33.6
1983-Q1	34.3
1983-Q2	35
1983-Q3	35.6
1983-Q4	36.5
1984-Q1	36.3
1984-Q2	36.4
1984-Q3	36.9
1984-Q4	37.4
1985-Q1	37.9
1985-Q2	38.8
1985-Q3	39.7
1985-Q4	40.5
1986-Q1	41.4
1986-Q2	42.1
1986-Q3	43.2
1986-Q4	44.4
1987-Q1	45.3
1987-Q2	46
1987-Q3	46.8
1987-Q4	47.6
1988-Q1	48.4
1988-Q2	49.3
1988-Q3	50.2
1988-Q4	51.2
1989-Q1	51.7
1989-Q2	53
1989-Q3	54.2
1989-Q4	55.2
1990-Q1	56.2
1990-Q2	57.1
1990-Q3	57.5
1990-Q4	59
1991-Q1	58.9
1991-Q2	59
1991-Q3	59.3
1991-Q4	59.9
1992-Q1	59.9
1992-Q2	59.7
1992-Q3	59.8
1992-Q4	60.1
1993-Q1	60.6
1993-Q2	60.8
1993-Q3	61.1
1993-Q4	61.2
1994-Q1	61.5
1994-Q2	61.9
1994-Q3	62.3
1994-Q4	62.8
1995-Q1	63.8
1995-Q2	64.7
1995-Q3	65.5
1995-Q4	66
1996-Q1	66.2
1996-Q2	66.7
1996-Q3	66.9
1996-Q4	67
1997-Q1	67.1
1997-Q2	66.9
1997-Q3	66.6
1997-Q4	66.8
1998-Q1	67
1998-Q2	67.4
1998-Q3	67.5
1998-Q4	67.8
1999-Q1	67.8
1999-Q2	68.1
1999-Q3	68.7
1999-Q4	69.1
2000-Q1	69.7
2000-Q2	70.2
2000-Q3	72.9
2000-Q4	73.1
2001-Q1	73.9
2001-Q2	74.5
2001-Q3	74.7
2001-Q4	75.4
2002-Q1	76.1
2002-Q2	76.6
2002-Q3	77.1
2002-Q4	77.6
2003-Q1	78.6
2003-Q2	78.6
2003-Q3	79.1
2003-Q4	79.5
2004-Q1	80.2
2004-Q2	80.6
2004-Q3	80.9
2004-Q4	81.5
2005-Q1	82.1
2005-Q2	82.6
2005-Q3	83.4
2005-Q4	83.8
2006-Q1	84.5
2006-Q2	85.9
2006-Q3	86.7
2006-Q4	86.6
2007-Q1	86.6
2007-Q2	87.7
2007-Q3	88.3
2007-Q4	89.1
2008-Q1	90.3
2008-Q2	91.6
2008-Q3	92.7
2008-Q4	92.4
2009-Q1	92.5
2009-Q2	92.9
2009-Q3	93.8
2009-Q4	94.3
2010-Q1	95.2
2010-Q2	95.8
2010-Q3	96.5
2010-Q4	96.9
2011-Q1	98.3
2011-Q2	99.2
2011-Q3	99.8
2011-Q4	99.8
2012-Q1	99.9
2012-Q2	100.4
2012-Q3	101.8
2012-Q4	102
2013-Q1	102.4
2013-Q2	102.8
2013-Q3	104
2013-Q4	104.8
2014-Q1	105.4
2014-Q2	105.9
2014-Q3	106.4
2014-Q4	106.6
2015-Q1	106.8
2015-Q2	107.5
2015-Q3	108
2015-Q4	108.4
2016-Q1	108.2
2016-Q2	108.6
2016-Q3	109.4
2016-Q4	110
2017-Q1	110.5
2017-Q2	110.7
2017-Q3	111.4
2017-Q4	112.1
2018-Q1	112.6
2018-Q2	113
