isMale	isOrdinary	isAdult	Date	AWOTE
	0	0	1986-02-15	404.2
	0	0	1986-05-15	
	0	0	1986-08-15	
	0	0	1986-11-15	
	0	0	1987-02-15	
	0	0	1987-05-15	
	0	0	1987-08-15	
	0	0	1987-11-15	
	0	0	1988-02-15	
	0	0	1988-05-15	
	0	0	1988-08-15	
	0	0	1988-11-15	
	0	0	1989-02-15	
	0	0	1989-05-15	
	0	0	1989-08-15	
	0	0	1989-11-15	
	0	0	1990-02-15	
	0	0	1990-05-15	
	0	0	1990-08-15	
	0	0	1990-11-15	
	0	0	1991-02-15	
	0	0	1991-05-15	
	0	0	1991-08-15	
	0	0	1991-11-15	
	0	0	1992-02-15	
	0	0	1992-05-15	
	0	0	1992-08-15	
	0	0	1992-11-15	
	0	0	1993-02-15	
	0	0	1993-05-15	
	0	0	1993-08-15	
	0	0	1993-11-15	
	0	0	1994-02-15	
	0	0	1994-05-15	
	0	0	1994-08-15	540
	0	0	1994-11-15	543
	0	0	1995-02-15	546
	0	0	1995-05-15	548.9
	0	0	1995-08-15	551.9
	0	0	1995-11-15	555.8
	0	0	1996-02-15	560.8
	0	0	1996-05-15	565.4
	0	0	1996-08-15	569.3
	0	0	1996-11-15	572.9
	0	0	1997-02-15	576.3
	0	0	1997-05-15	580.6
	0	0	1997-08-15	585.6
	0	0	1997-11-15	590.5
	0	0	1998-02-15	595.2
	0	0	1998-05-15	598.9
	0	0	1998-08-15	601.6
	0	0	1998-11-15	604.8
	0	0	1999-02-15	606.6
	0	0	1999-05-15	607.4
	0	0	1999-08-15	609
	0	0	1999-11-15	613.6
	0	0	2000-02-15	623.4
	0	0	2000-05-15	634.4
	0	0	2000-08-15	642.2
	0	0	2000-11-15	648.2
	0	0	2001-02-15	654.5
	0	0	2001-05-15	662.1
	0	0	2001-08-15	669.5
	0	0	2001-11-15	675.3
	0	0	2002-02-15	680.9
	0	0	2002-05-15	686.7
	0	0	2002-08-15	693.1
	0	0	2002-11-15	701.6
	0	0	2003-02-15	711.2
	0	0	2003-05-15	721.5
	0	0	2003-08-15	731.6
	0	0	2003-11-15	739.3
	0	0	2004-02-15	743.9
	0	0	2004-05-15	747.6
	0	0	2004-08-15	753.6
	0	0	2004-11-15	764.5
	0	0	2005-02-15	777.2
	0	0	2005-05-15	788.3
	0	0	2005-08-15	796.5
	0	0	2005-11-15	804.3
	0	0	2006-02-15	813.4
	0	0	2006-05-15	822.7
	0	0	2006-08-15	831.7
	0	0	2006-11-15	840.8
	0	0	2007-02-15	851.4
	0	0	2007-05-15	862
	0	0	2007-08-15	869.7
	0	0	2007-11-15	875.4
	0	0	2008-02-15	881.8
	0	0	2008-05-15	890.6
	0	0	2008-08-15	900.5
	0	0	2008-11-15	908.9
	0	0	2009-02-15	916.3
	0	0	2009-05-15	925.8
	0	0	2009-08-15	939.1
	0	0	2009-11-15	955.3
	0	0	2010-02-15	968.6
	0	0	2010-05-15	977.4
	0	0	2010-08-15	984.7
	0	0	2010-11-15	994.5
	0	0	2011-02-15	1006.8
	0	0	2011-05-15	1017.9
	0	0	2011-08-15	1026
	0	0	2011-11-15	1033.3
	0	0	2012-05-15	1054.3
	0	0	2012-11-15	1081
	0	0	2013-05-15	1103.4
	0	0	2013-11-15	1114.6
	0	0	2014-05-15	1122.5
	0	0	2014-11-15	1129
	0	0	2015-05-15	1136.7
	0	0	2015-11-15	1146.8
	0	0	2016-05-15	1158.9
	0	0	2016-11-15	1165.5
	0	0	2017-05-15	1178.2
	0	0	2017-11-15	1192.1
	0	0	2018-05-15	1206.9
	0	1	1994-08-15	663.5
	0	1	1994-11-15	671.9
	0	1	1995-02-15	680.3
	0	1	1995-05-15	688.3
