fy_year	obsValue
2002-03	77.1506
2003-04	79.1392
2004-05	81.2776
2005-06	83.5442
2006-07	85.8134
2007-08	89.3838
2008-09	93.0239
2009-10	95.8724
2010-11	98.0218
2011-12	100.2226
2012-13	102.5519
2013-14	105.297
2014-15	107.7306
2015-16	109.645
2016-17	111.5835
2017-18	113.7168
