Age	Date	Value
0	2002-12-01	250286
0	2003-03-01	248972
0	2003-06-01	248959
0	2003-09-01	251760
0	2003-12-01	251894
0	2004-03-01	253024
0	2004-06-01	251809
0	2004-09-01	253967
0	2004-12-01	252616
0	2005-03-01	253827
0	2005-06-01	257219
0	2005-09-01	261386
0	2005-12-01	263295
0	2006-03-01	264387
0	2006-06-01	266887
0	2006-09-01	272376
0	2006-12-01	274627
0	2007-03-01	279681
0	2007-06-01	283853
0	2007-09-01	287276
0	2007-12-01	287861
0	2008-03-01	290198
0	2008-06-01	291214
0	2008-09-01	293691
0	2008-12-01	294193
0	2009-03-01	294265
0	2009-06-01	295261
0	2009-09-01	295906
0	2009-12-01	295770
0	2010-03-01	296499
0	2010-06-01	297437
0	2010-09-01	295823
0	2010-12-01	291030
0	2011-03-01	290499
0	2011-06-01	290397
0	2011-09-01	294237
0	2011-12-01	295721
0	2012-03-01	300899
0	2012-06-01	304718
0	2012-09-01	307146
0	2012-12-01	308695
0	2013-03-01	309552
0	2013-06-01	309939
0	2013-09-01	309245
0	2013-12-01	307212
0	2014-03-01	307258
0	2014-06-01	306333
0	2014-09-01	309074
0	2014-12-01	309710
0	2015-03-01	309662
0	2015-06-01	308446
0	2015-09-01	312330
0	2015-12-01	313021
0	2016-03-01	316388
0	2016-06-01	318860
0	2016-09-01	318127
0	2016-12-01	314024
0	2017-03-01	310734
0	2017-06-01	306802
0	2017-09-01	307715
0	2017-12-01	305216
0	2018-03-01	304731
0	2018-06-01	303407
0	2018-09-01	304980
0	2018-12-01	302727
0	2019-03-01	297464
0	2019-06-01	302801
0	2019-09-01	305062
0	2019-12-01	304453
1	1981-09-01	226775
1	1981-12-01	228838
1	1982-03-01	230676
1	1982-06-01	232589
1	1982-09-01	233901
1	1982-12-01	235023
1	1983-03-01	236046
1	1983-06-01	237097
1	1983-09-01	238209
1	1983-12-01	239285
1	1984-03-01	240219
1	1984-06-01	241246
1	1984-09-01	241007
1	1984-12-01	240648
1	1985-03-01	240264
1	1985-06-01	239865
1	1985-09-01	240552
1	1985-12-01	241269
1	1986-03-01	241865
1	1986-06-01	242597
1	1986-09-01	242144
1	1986-12-01	241668
1	1987-03-01	241309
1	1987-06-01	241123
1	1987-09-01	242094
1	1987-12-01	242863
1	1988-03-01	243728
1	1988-06-01	244292
1	1988-09-01	245486
1	1988-12-01	246449
1	1989-03-01	247244
1	1989-06-01	247817
1	1989-09-01	248769
1	1989-12-01	249652
1	1990-03-01	250492
1	1990-06-01	251302
1	1990-09-01	252949
1	1990-12-01	254438
1	1991-03-01	256051
1	1991-06-01	257523
1	1991-09-01	258352
1	1991-12-01	258949
1	1992-03-01	259498
1	1992-06-01	259878
1	1992-09-01	259595
1	1992-12-01	259090
1	1993-03-01	258538
1	1993-06-01	257688
1	1993-09-01	257979
1	1993-12-01	258087
1	1994-03-01	258236
1	1994-06-01	258426
1	1994-09-01	258483
1	1994-12-01	258180
1	1995-03-01	257992
1	1995-06-01	258057
1	1995-09-01	258215
1	1995-12-01	258393
1	1996-03-01	258260
1	1996-06-01	258399
1	1996-09-01	257840
1	1996-12-01	257119
1	1997-03-01	256177
1	1997-06-01	255188
1	1997-09-01	255039
1	1997-12-01	254899
1	1998-03-01	254705
1	1998-06-01	254452
1	1998-09-01	253480
1	1998-12-01	252544
1	1999-03-01	251516
1	1999-06-01	250579
1	1999-09-01	250989
1	1999-12-01	251449
1	2000-03-01	251866
1	2000-06-01	252358
1	2000-09-01	252563
1	2000-12-01	252868
1	2001-03-01	253285
1	2001-06-01	253737
1	2001-09-01	253484
1	2001-12-01	253209
1	2002-03-01	252893
1	2002-06-01	252634
1	2002-09-01	252156
1	2002-12-01	251629
1	2003-03-01	251016
1	2003-06-01	250356
1	2003-09-01	250391
1	2003-12-01	250477
1	2004-03-01	250464
1	2004-06-01	250613
1	2004-09-01	251432
1	2004-12-01	252241
1	2005-03-01	253063
1	2005-06-01	253896
1	2005-09-01	255230
1	2005-12-01	256526
1	2006-03-01	257695
1	2006-06-01	258624
1	2006-09-01	261571
1	2006-12-01	264477
1	2007-03-01	267518
1	2007-06-01	270527
1	2007-09-01	274659
1	2007-12-01	278285
1	2008-03-01	281747
1	2008-06-01	284625
1	2008-09-01	286620
1	2008-12-01	288335
1	2009-03-01	290044
1	2009-06-01	291342
1	2009-09-01	292237
1	2009-12-01	292749
1	2010-03-01	293227
1	2010-06-01	293410
1	2010-09-01	294011
1	2010-12-01	294311
1	2011-03-01	294550
1	2011-06-01	294616
1	2011-09-01	294762
1	2011-12-01	294773
1	2012-03-01	294954
1	2012-06-01	295000
1	2012-09-01	298500
1	2012-12-01	301631
1	2013-03-01	304478
1	2013-06-01	306929
1	2013-09-01	308222
1	2013-12-01	309273
1	2014-03-01	310449
1	2014-06-01	311416
1	2014-09-01	310626
1	2014-12-01	309698
1	2015-03-01	309045
1	2015-06-01	308292
1	2015-09-01	308947
1	2015-12-01	309778
1	2016-03-01	310863
1	2016-06-01	312044
1	2016-09-01	314426
1	2016-12-01	316730
1	2017-03-01	319062
1	2017-06-01	321129
1	2017-09-01	318064
1	2017-12-01	314819
1	2018-03-01	311701
1	2018-06-01	308459
1	2018-09-01	307729
1	2018-12-01	306882
1	2019-03-01	306040
1	2019-06-01	305005
1	2019-09-01	305159
1	2019-12-01	305118
1	2020-03-01	304956
1	2020-06-01	304438
1	2020-09-01	302638
1	2020-12-01	301062
1	2021-03-01	299635
1	2021-06-01	298088
2	1981-09-01	225795
2	1981-12-01	226338
2	1982-03-01	226784
2	1982-06-01	227306
2	1982-09-01	229189
2	1982-12-01	230893
2	1983-03-01	232493
2	1983-06-01	234157
2	1983-09-01	235152
2	1983-12-01	236136
2	1984-03-01	237019
2	1984-06-01	238073
2	1984-09-01	239183
2	1984-12-01	240300
2	1985-03-01	241399
2	1985-06-01	242494
2	1985-09-01	242320
2	1985-12-01	242163
2	1986-03-01	241791
2	1986-06-01	241525
2	1986-09-01	242380
2	1986-12-01	243227
2	1987-03-01	244068
2	1987-06-01	244950
2	1987-09-01	244767
2	1987-12-01	244622
2	1988-03-01	244656
2	1988-06-01	244571
2	1988-09-01	245634
2	1988-12-01	246380
2	1989-03-01	246814
2	1989-06-01	246951
2	1989-09-01	247776
2	1989-12-01	248547
2	1990-03-01	249209
2	1990-06-01	249829
2	1990-09-01	250643
2	1990-12-01	251311
2	1991-03-01	252149
2	1991-06-01	252883
2	1991-09-01	254533
2	1991-12-01	256032
2	1992-03-01	257544
2	1992-06-01	258951
2	1992-09-01	259509
2	1992-12-01	259903
2	1993-03-01	260269
2	1993-06-01	260367
2	1993-09-01	260019
2	1993-12-01	259355
2	1994-03-01	258671
2	1994-06-01	257860
2	1994-09-01	258332
2	1994-12-01	258532
2	1995-03-01	258776
2	1995-06-01	259208
2	1995-09-01	259199
2	1995-12-01	259272
2	1996-03-01	259090
2	1996-06-01	259111
2	1996-09-01	259452
2	1996-12-01	259840
2	1997-03-01	260036
2	1997-06-01	260191
2	1997-09-01	259333
2	1997-12-01	258530
2	1998-03-01	257673
2	1998-06-01	256723
2	1998-09-01	256576
2	1998-12-01	256401
2	1999-03-01	256123
2	1999-06-01	255860
2	1999-09-01	255002
2	1999-12-01	254129
2	2000-03-01	253148
2	2000-06-01	252181
2	2000-09-01	252719
2	2000-12-01	253365
2	2001-03-01	254013
2	2001-06-01	254645
2	2001-09-01	254785
2	2001-12-01	254987
2	2002-03-01	255125
2	2002-06-01	255225
2	2002-09-01	254999
2	2002-12-01	254914
2	2003-03-01	254771
2	2003-06-01	254603
2	2003-09-01	253984
2	2003-12-01	253423
2	2004-03-01	252701
2	2004-06-01	252008
2	2004-09-01	252190
2	2004-12-01	252439
2	2005-03-01	252685
2	2005-06-01	252876
2	2005-09-01	253767
2	2005-12-01	254694
2	2006-03-01	255566
2	2006-06-01	256466
2	2006-09-01	257959
2	2006-12-01	259445
2	2007-03-01	261163
2	2007-06-01	262849
2	2007-09-01	265804
2	2007-12-01	268848
2	2008-03-01	272139
2	2008-06-01	275386
2	2008-09-01	278793
2	2008-12-01	281805
2	2009-03-01	284452
2	2009-06-01	286329
2	2009-09-01	287778
2	2009-12-01	289050
2	2010-03-01	290436
2	2010-06-01	291536
2	2010-09-01	291962
2	2010-12-01	292354
2	2011-03-01	292818
2	2011-06-01	292984
2	2011-09-01	294564
2	2011-12-01	296265
2	2012-03-01	298169
2	2012-06-01	299930
2	2012-09-01	299964
2	2012-12-01	300060
2	2013-03-01	300250
2	2013-06-01	300416
2	2013-09-01	303095
2	2013-12-01	305469
2	2014-03-01	307748
2	2014-06-01	309581
2	2014-09-01	310639
2	2014-12-01	311642
2	2015-03-01	312839
2	2015-06-01	313848
2	2015-09-01	313034
2	2015-12-01	312358
2	2016-03-01	311913
2	2016-06-01	311507
2	2016-09-01	312489
2	2016-12-01	313537
2	2017-03-01	314563
2	2017-06-01	315373
2	2017-09-01	317493
2	2017-12-01	319524
2	2018-03-01	321739
2	2018-06-01	323809
2	2018-09-01	320689
2	2018-12-01	317535
2	2019-03-01	314395
2	2019-06-01	311132
2	2019-09-01	310255
2	2019-12-01	309350
2	2020-03-01	308292
2	2020-06-01	306738
2	2020-09-01	305957
2	2020-12-01	305494
2	2021-03-01	305210
2	2021-06-01	304968
3	1981-09-01	228634
3	1981-12-01	228408
3	1982-03-01	228072
3	1982-06-01	227811
3	1982-09-01	228245
3	1982-12-01	228517
3	1983-03-01	228738
3	1983-06-01	228964
3	1983-09-01	230603
3	1983-12-01	232132
3	1984-03-01	233564
3	1984-06-01	235148
3	1984-09-01	236281
3	1984-12-01	237358
3	1985-03-01	238398
3	1985-06-01	239445
3	1985-09-01	240692
3	1985-12-01	241982
3	1986-03-01	243142
3	1986-06-01	244353
3	1986-09-01	244192
3	1986-12-01	244104
3	1987-03-01	244022
3	1987-06-01	244036
3	1987-09-01	245059
3	1987-12-01	245964
3	1988-03-01	247031
3	1988-06-01	248018
3	1988-09-01	248284
3	1988-12-01	248389
3	1989-03-01	248364
3	1989-06-01	248221
3	1989-09-01	248737
3	1989-12-01	249023
3	1990-03-01	249116
3	1990-06-01	249088
3	1990-09-01	249750
3	1990-12-01	250255
3	1991-03-01	250907
3	1991-06-01	251425
3	1991-09-01	252291
3	1991-12-01	252981
3	1992-03-01	253662
3	1992-06-01	254217
3	1992-09-01	255726
3	1992-12-01	257138
3	1993-03-01	258528
3	1993-06-01	259786
3	1993-09-01	260330
3	1993-12-01	260664
3	1994-03-01	261022
3	1994-06-01	261296
3	1994-09-01	260888
3	1994-12-01	260117
3	1995-03-01	259312
3	1995-06-01	258718
3	1995-09-01	259092
3	1995-12-01	259562
3	1996-03-01	259741
3	1996-06-01	260095
3	1996-09-01	260359
3	1996-12-01	260645
3	1997-03-01	260754
3	1997-06-01	260814
3	1997-09-01	261096
3	1997-12-01	261413
3	1998-03-01	261682
3	1998-06-01	261981
3	1998-09-01	261150
3	1998-12-01	260336
3	1999-03-01	259425
3	1999-06-01	258484
3	1999-09-01	258353
3	1999-12-01	258211
3	2000-03-01	257933
3	2000-06-01	257625
3	2000-09-01	256725
3	2000-12-01	255922
3	2001-03-01	255183
3	2001-06-01	254321
3	2001-09-01	254769
3	2001-12-01	255362
3	2002-03-01	255810
3	2002-06-01	256267
3	2002-09-01	256464
3	2002-12-01	256726
3	2003-03-01	256875
3	2003-06-01	257025
3	2003-09-01	256862
3	2003-12-01	256867
3	2004-03-01	256729
3	2004-06-01	256689
3	2004-09-01	256072
3	2004-12-01	255547
3	2005-03-01	254959
3	2005-06-01	254359
3	2005-09-01	254628
3	2005-12-01	254961
3	2006-03-01	255240
3	2006-06-01	255509
3	2006-09-01	256574
3	2006-12-01	257744
3	2007-03-01	259013
3	2007-06-01	260237
3	2007-09-01	261865
3	2007-12-01	263544
3	2008-03-01	265554
3	2008-06-01	267512
3	2008-09-01	270709
3	2008-12-01	273992
3	2009-03-01	277387
3	2009-06-01	280443
3	2009-09-01	282729
3	2009-12-01	284583
3	2010-03-01	286173
3	2010-06-01	287139
3	2010-09-01	288356
3	2010-12-01	289542
3	2011-03-01	290897
3	2011-06-01	291934
3	2011-09-01	293457
3	2011-12-01	294936
3	2012-03-01	296518
3	2012-06-01	297775
3	2012-09-01	299448
3	2012-12-01	301183
3	2013-03-01	303040
3	2013-06-01	304784
3	2013-09-01	304828
3	2013-12-01	304830
3	2014-03-01	305002
3	2014-06-01	305045
3	2014-09-01	307189
3	2014-12-01	309050
3	2015-03-01	310835
3	2015-06-01	312136
3	2015-09-01	313056
3	2015-12-01	314076
3	2016-03-01	315394
3	2016-06-01	316679
3	2016-09-01	316307
3	2016-12-01	315979
3	2017-03-01	315696
3	2017-06-01	315183
3	2017-09-01	315930
3	2017-12-01	316671
3	2018-03-01	317585
3	2018-06-01	318292
3	2018-09-01	320437
3	2018-12-01	322530
3	2019-03-01	324746
3	2019-06-01	326803
3	2019-09-01	323731
3	2019-12-01	320516
3	2020-03-01	317195
3	2020-06-01	313182
3	2020-09-01	311396
3	2020-12-01	309894
3	2021-03-01	308518
3	2021-06-01	307087
4	1981-09-01	230567
4	1981-12-01	230886
4	1982-03-01	231090
4	1982-06-01	231460
4	1982-09-01	231111
4	1982-12-01	230552
4	1983-03-01	229959
4	1983-06-01	229300
4	1983-09-01	229448
4	1983-12-01	229634
4	1984-03-01	229779
4	1984-06-01	230145
4	1984-09-01	231810
4	1984-12-01	233481
4	1985-03-01	235104
4	1985-06-01	236730
4	1985-09-01	237888
4	1985-12-01	239115
4	1986-03-01	240205
4	1986-06-01	241426
4	1986-09-01	242721
4	1986-12-01	243997
4	1987-03-01	245258
4	1987-06-01	246586
4	1987-09-01	246657
4	1987-12-01	246727
4	1988-03-01	246974
4	1988-06-01	247156
4	1988-09-01	248422
4	1988-12-01	249547
4	1989-03-01	250535
4	1989-06-01	251303
4	1989-09-01	251224
4	1989-12-01	251256
4	1990-03-01	251275
4	1990-06-01	251379
4	1990-09-01	251492
4	1990-12-01	251337
4	1991-03-01	251188
4	1991-06-01	250787
4	1991-09-01	251479
4	1991-12-01	251973
4	1992-03-01	252501
4	1992-06-01	252874
4	1992-09-01	253485
4	1992-12-01	254046
4	1993-03-01	254482
4	1993-06-01	254818
4	1993-09-01	256433
4	1993-12-01	257872
4	1994-03-01	259378
4	1994-06-01	260900
4	1994-09-01	261467
4	1994-12-01	261787
4	1995-03-01	262135
4	1995-06-01	262646
4	1995-09-01	262031
4	1995-12-01	261485
4	1996-03-01	260523
4	1996-06-01	259706
4	1996-09-01	260429
4	1996-12-01	261059
4	1997-03-01	261493
4	1997-06-01	261780
4	1997-09-01	261995
4	1997-12-01	262234
4	1998-03-01	262443
4	1998-06-01	262651
4	1998-09-01	262979
4	1998-12-01	263333
4	1999-03-01	263686
4	1999-06-01	264143
4	1999-09-01	263303
4	1999-12-01	262474
4	2000-03-01	261462
4	2000-06-01	260425
4	2000-09-01	260191
4	2000-12-01	260001
4	2001-03-01	259881
4	2001-06-01	259662
4	2001-09-01	258614
4	2001-12-01	257785
4	2002-03-01	256892
4	2002-06-01	256096
4	2002-09-01	256626
4	2002-12-01	257228
4	2003-03-01	257733
4	2003-06-01	258193
4	2003-09-01	258308
4	2003-12-01	258628
4	2004-03-01	258812
4	2004-06-01	259057
4	2004-09-01	259010
4	2004-12-01	259069
4	2005-03-01	259141
4	2005-06-01	259189
4	2005-09-01	258574
4	2005-12-01	258113
4	2006-03-01	257585
4	2006-06-01	257052
4	2006-09-01	257438
4	2006-12-01	257903
4	2007-03-01	258510
4	2007-06-01	259013
4	2007-09-01	260198
4	2007-12-01	261462
4	2008-03-01	262935
4	2008-06-01	264356
4	2008-09-01	266377
4	2008-12-01	268365
4	2009-03-01	270498
4	2009-06-01	272309
4	2009-09-01	275305
4	2009-12-01	278361
4	2010-03-01	281510
4	2010-06-01	284490
4	2010-09-01	285872
4	2010-12-01	287003
4	2011-03-01	287892
4	2011-06-01	288183
4	2011-09-01	290359
4	2011-12-01	292684
4	2012-03-01	295116
4	2012-06-01	297267
4	2012-09-01	298612
4	2012-12-01	299897
4	2013-03-01	301206
4	2013-06-01	302307
4	2013-09-01	303962
4	2013-12-01	305670
4	2014-03-01	307475
4	2014-06-01	309056
4	2014-09-01	309058
4	2014-12-01	309199
4	2015-03-01	309623
4	2015-06-01	309845
4	2015-09-01	311267
4	2015-12-01	312552
4	2016-03-01	313753
4	2016-06-01	314536
4	2016-09-01	316007
4	2016-12-01	317544
4	2017-03-01	319100
4	2017-06-01	320507
4	2017-09-01	319968
4	2017-12-01	319427
4	2018-03-01	318965
4	2018-06-01	318326
4	2018-09-01	319109
4	2018-12-01	319900
4	2019-03-01	320793
4	2019-06-01	321572
4	2019-09-01	323786
4	2019-12-01	325950
4	2020-03-01	328137
4	2020-06-01	329425
4	2020-09-01	325213
4	2020-12-01	321368
4	2021-03-01	317645
4	2021-06-01	313888
5	1981-09-01	234639
5	1981-12-01	234057
5	1982-03-01	233317
5	1982-06-01	232667
5	1982-09-01	232889
5	1982-12-01	232925
5	1983-03-01	232961
5	1983-06-01	233012
5	1983-09-01	232372
5	1983-12-01	231609
5	1984-03-01	230757
5	1984-06-01	230065
5	1984-09-01	230457
5	1984-12-01	230900
5	1985-03-01	231294
5	1985-06-01	231703
5	1985-09-01	233442
5	1985-12-01	235289
5	1986-03-01	236960
5	1986-06-01	238671
5	1986-09-01	240007
5	1986-12-01	241302
5	1987-03-01	242516
5	1987-06-01	243629
5	1987-09-01	245044
5	1987-12-01	246437
5	1988-03-01	247934
5	1988-06-01	249282
5	1988-09-01	249836
5	1988-12-01	250114
5	1989-03-01	250246
5	1989-06-01	250234
5	1989-09-01	251157
5	1989-12-01	252095
5	1990-03-01	252911
5	1990-06-01	253821
5	1990-09-01	253826
5	1990-12-01	253797
5	1991-03-01	254019
5	1991-06-01	254056
5	1991-09-01	253781
5	1991-12-01	253320
5	1992-03-01	252916
5	1992-06-01	252376
5	1992-09-01	252762
5	1992-12-01	253080
5	1993-03-01	253344
5	1993-06-01	253422
5	1993-09-01	254100
5	1993-12-01	254608
5	1994-03-01	255117
5	1994-06-01	255646
5	1994-09-01	257377
5	1994-12-01	258890
5	1995-03-01	260569
5	1995-06-01	262494
5	1995-09-01	263046
5	1995-12-01	263652
5	1996-03-01	263848
5	1996-06-01	264238
5	1996-09-01	263631
5	1996-12-01	263094
5	1997-03-01	262511
5	1997-06-01	261887
5	1997-09-01	262378
5	1997-12-01	262839
5	1998-03-01	263332
5	1998-06-01	263690
5	1998-09-01	263911
5	1998-12-01	264174
5	1999-03-01	264375
5	1999-06-01	264576
5	1999-09-01	265041
5	1999-12-01	265559
5	2000-03-01	265983
5	2000-06-01	266414
5	2000-09-01	265458
5	2000-12-01	264503
5	2001-03-01	263588
5	2001-06-01	262541
5	2001-09-01	262184
5	2001-12-01	261830
5	2002-03-01	261474
5	2002-06-01	261085
5	2002-09-01	260178
5	2002-12-01	259498
5	2003-03-01	258853
5	2003-06-01	258171
5	2003-09-01	258568
5	2003-12-01	259134
5	2004-03-01	259599
5	2004-06-01	260095
5	2004-09-01	260374
5	2004-12-01	260711
5	2005-03-01	261132
5	2005-06-01	261566
5	2005-09-01	261571
5	2005-12-01	261690
5	2006-03-01	261820
5	2006-06-01	261894
5	2006-09-01	261437
5	2006-12-01	261013
5	2007-03-01	260772
5	2007-06-01	260384
5	2007-09-01	260830
5	2007-12-01	261324
5	2008-03-01	262182
5	2008-06-01	262874
5	2008-09-01	264330
5	2008-12-01	265797
5	2009-03-01	267516
5	2009-06-01	268897
5	2009-09-01	270628
5	2009-12-01	272395
5	2010-03-01	274351
5	2010-06-01	276083
5	2010-09-01	279061
5	2010-12-01	282137
5	2011-03-01	285458
5	2011-06-01	288653
5	2011-09-01	289337
5	2011-12-01	290468
5	2012-03-01	291953
5	2012-06-01	293614
5	2012-09-01	295732
5	2012-12-01	297912
5	2013-03-01	300143
5	2013-06-01	302145
5	2013-09-01	303248
5	2013-12-01	304280
5	2014-03-01	305429
5	2014-06-01	306292
5	2014-09-01	307740
5	2014-12-01	309414
5	2015-03-01	311385
5	2015-06-01	313171
5	2015-09-01	313163
5	2015-12-01	313425
5	2016-03-01	313993
5	2016-06-01	314636
5	2016-09-01	315418
5	2016-12-01	316383
5	2017-03-01	317447
5	2017-06-01	318322
5	2017-09-01	319606
5	2017-12-01	320947
5	2018-03-01	322537
5	2018-06-01	324001
5	2018-09-01	323272
5	2018-12-01	322684
5	2019-03-01	322279
5	2019-06-01	321625
5	2019-09-01	322451
5	2019-12-01	323356
5	2020-03-01	324417
5	2020-06-01	324562
5	2020-09-01	325662
5	2020-12-01	327123
5	2021-03-01	328619
5	2021-06-01	330167
6	1981-09-01	241675
6	1981-12-01	240460
6	1982-03-01	239051
6	1982-06-01	237725
6	1982-09-01	236995
6	1982-12-01	236043
6	1983-03-01	235007
6	1983-06-01	233919
6	1983-09-01	233926
6	1983-12-01	233908
6	1984-03-01	233846
6	1984-06-01	233942
6	1984-09-01	233343
6	1984-12-01	232718
6	1985-03-01	232061
6	1985-06-01	231440
6	1985-09-01	231961
6	1985-12-01	232610
6	1986-03-01	233115
6	1986-06-01	233811
6	1986-09-01	235604
6	1986-12-01	237498
6	1987-03-01	239464
6	1987-06-01	241510
6	1987-09-01	242833
6	1987-12-01	244055
6	1988-03-01	245314
6	1988-06-01	246362
6	1988-09-01	248097
6	1988-12-01	249579
6	1989-03-01	250962
6	1989-06-01	252189
6	1989-09-01	252286
6	1989-12-01	252428
6	1990-03-01	252530
6	1990-06-01	252567
6	1990-09-01	253434
6	1990-12-01	254171
6	1991-03-01	255090
6	1991-06-01	255862
6	1991-09-01	255908
6	1991-12-01	255766
6	1992-03-01	255767
6	1992-06-01	255663
6	1992-09-01	255126
6	1992-12-01	254480
6	1993-03-01	253822
6	1993-06-01	252959
6	1993-09-01	253383
6	1993-12-01	253651
6	1994-03-01	253910
6	1994-06-01	254163
6	1994-09-01	254921
6	1994-12-01	255441
6	1995-03-01	256048
6	1995-06-01	256862
6	1995-09-01	258714
6	1995-12-01	260776
6	1996-03-01	262540
6	1996-06-01	264453
6	1996-09-01	264818
6	1996-12-01	265242
6	1997-03-01	265589
6	1997-06-01	265930
6	1997-09-01	265343
6	1997-12-01	264862
6	1998-03-01	264472
6	1998-06-01	264088
6	1998-09-01	264541
6	1998-12-01	265010
6	1999-03-01	265415
6	1999-06-01	265788
6	1999-09-01	266027
6	1999-12-01	266313
6	2000-03-01	266466
6	2000-06-01	266654
6	2000-09-01	267159
6	2000-12-01	267673
6	2001-03-01	268329
6	2001-06-01	268858
6	2001-09-01	267580
6	2001-12-01	266374
6	2002-03-01	265208
6	2002-06-01	264001
6	2002-09-01	263532
6	2002-12-01	263232
6	2003-03-01	262948
6	2003-06-01	262631
6	2003-09-01	261869
6	2003-12-01	261240
6	2004-03-01	260640
6	2004-06-01	260111
6	2004-09-01	260583
6	2004-12-01	261155
6	2005-03-01	261795
6	2005-06-01	262410
6	2005-09-01	262740
6	2005-12-01	263255
6	2006-03-01	263795
6	2006-06-01	264192
6	2006-09-01	264333
6	2006-12-01	264453
6	2007-03-01	264764
6	2007-06-01	264959
6	2007-09-01	264491
6	2007-12-01	264055
6	2008-03-01	263973
6	2008-06-01	263671
6	2008-09-01	264349
6	2008-12-01	265085
6	2009-03-01	265978
6	2009-06-01	266579
6	2009-09-01	267867
6	2009-12-01	269255
6	2010-03-01	270755
6	2010-06-01	272100
6	2010-09-01	273856
6	2010-12-01	275675
6	2011-03-01	277826
6	2011-06-01	279838
6	2011-09-01	282553
6	2011-12-01	285501
6	2012-03-01	288649
6	2012-06-01	291641
6	2012-09-01	292918
6	2012-12-01	294450
6	2013-03-01	296436
6	2013-06-01	298559
6	2013-09-01	300545
6	2013-12-01	302470
6	2014-03-01	304420
6	2014-06-01	306084
6	2014-09-01	306945
6	2014-12-01	307779
6	2015-03-01	308736
6	2015-06-01	309529
6	2015-09-01	311122
6	2015-12-01	312869
6	2016-03-01	314874
6	2016-06-01	316919
6	2016-09-01	317070
6	2016-12-01	317308
6	2017-03-01	317678
6	2017-06-01	317926
6	2017-09-01	318635
6	2017-12-01	319325
6	2018-03-01	320247
6	2018-06-01	321028
6	2018-09-01	322431
6	2018-12-01	323822
6	2019-03-01	325387
6	2019-06-01	326725
6	2019-09-01	326149
6	2019-12-01	325670
6	2020-03-01	325378
6	2020-06-01	324307
6	2020-09-01	324264
6	2020-12-01	324534
6	2021-03-01	324829
6	2021-06-01	325189
7	1981-09-01	250699
7	1981-12-01	249054
7	1982-03-01	247232
7	1982-06-01	245468
7	1982-09-01	244034
7	1982-12-01	242449
7	1983-03-01	240868
7	1983-06-01	239220
7	1983-09-01	238156
7	1983-12-01	237001
7	1984-03-01	235749
7	1984-06-01	234589
7	1984-09-01	234709
7	1984-12-01	234847
7	1985-03-01	235003
7	1985-06-01	235161
7	1985-09-01	234656
7	1985-12-01	234260
7	1986-03-01	233670
7	1986-06-01	233206
7	1986-09-01	233983
7	1986-12-01	234729
7	1987-03-01	235473
7	1987-06-01	236074
7	1987-09-01	238188
7	1987-12-01	240294
7	1988-03-01	242581
7	1988-06-01	244815
7	1988-09-01	246294
7	1988-12-01	247414
7	1989-03-01	248311
7	1989-06-01	248901
7	1989-09-01	250242
7	1989-12-01	251621
7	1990-03-01	252944
7	1990-06-01	254332
7	1990-09-01	254361
7	1990-12-01	254285
7	1991-03-01	254388
7	1991-06-01	254376
7	1991-09-01	255321
7	1991-12-01	255978
7	1992-03-01	256660
7	1992-06-01	257085
7	1992-09-01	256947
7	1992-12-01	256752
7	1993-03-01	256642
7	1993-06-01	256418
7	1993-09-01	255874
7	1993-12-01	255171
7	1994-03-01	254470
