Date	hasPartner	hasDependant	ES	MBR
2000-09-19	0	0	0	344.9
2000-12-31	0	0	0	350.8
2001-03-19	0	0	0	350.8
2001-06-30	0	0	0	357.8
2001-09-19	0	0	0	357.8
2001-12-31	0	0	0	364.6
2002-03-19	0	0	0	364.6
2002-06-30	0	0	0	369
2002-09-19	0	0	0	369
2002-12-31	0	0	0	374.9
2003-03-19	0	0	0	374.9
2003-06-30	0	0	0	380.1
2003-09-19	0	0	0	380.1
2003-12-31	0	0	0	385
2004-03-19	0	0	0	385
2004-06-30	0	0	0	389.2
2004-09-19	0	0	0	389.2
2004-12-31	0	0	0	394.6
2005-03-19	0	0	0	394.6
2005-06-30	0	0	0	399.3
2005-09-19	0	0	0	399.3
2005-12-31	0	0	0	404.5
2006-03-19	0	0	0	404.5
2006-06-30	0	0	0	410.6
2006-09-19	0	0	0	410.6
2006-12-31	0	0	0	420.9
2007-03-19	0	0	0	420.9
2007-06-30	0	0	0	424.3
2007-09-19	0	0	0	424.3
2007-12-31	0	0	0	429.8
2008-03-19	0	0	0	429.8
2008-06-30	0	0	0	437.1
2008-09-19	0	0	0	437.1
2008-12-31	0	0	0	449.3
2009-03-19	0	0	0	449.3
2009-06-30	0	0	0	453.3
2009-09-19	0	0	0	453.3
2009-12-31	0	0	0	456
2010-03-19	0	0	0	456
2010-06-30	0	0	0	462.8
2010-09-19	0	0	0	462.8
2010-12-31	0	0	0	469.7
2011-03-19	0	0	0	469.7
2011-06-30	0	0	0	474.9
2011-09-19	0	0	0	474.9
2011-12-31	0	0	0	486.8
2012-03-19	0	0	0	486.8
2012-06-30	0	0	0	489.7
2012-09-19	0	0	0	489.7
2012-12-31	0	0	0	492.6
2013-03-19	0	0	0	492.6
2013-06-30	0	0	8.4	497
2013-09-19	0	0	8.4	497
2013-12-31	0	0	8.5	501
2014-03-19	0	0	8.5	501
2014-06-30	0	0	8.7	510.5
2014-09-19	0	0	8.7	510.5
2014-12-31	0	0	8.8	515.6
2015-03-19	0	0	8.8	515.6
2015-06-30	0	0	8.8	519.2
2015-09-19	0	0	8.8	519.2
2015-12-31	0	0	8.8	523.4
2016-03-19	0	0	8.8	523.4
2016-06-30	0	0	8.8	527.6
2016-09-19	0	0	8.8	527.6
2016-12-31	0	0	8.8	528.7
2017-03-19	0	0	8.8	528.7
2017-06-30	0	0	8.8	535.6
2017-09-19	0	0	8.8	535.6
2017-12-31	0	0	8.8	538.8
2018-03-19	0	0	8.8	538.8
2018-06-30	0	0	8.8	544.2
2018-09-19	0	0	8.8	544.2
2018-12-31	0	0	8.8	549.6
2019-03-19	0	0	8.8	549.6
2019-06-30	0	0	8.8	555.6
2019-09-19	0	0	8.8	555.6
2019-12-31	0	0	8.8	561.7
2020-03-19	0	0	8.8	561.7
2020-06-30	0	0	8.8	568.4
2020-09-19	0	0	8.8	568.4
2020-12-31	0	0	8.8	575.8
2021-03-19	0	0	8.8	575.8
2021-06-30	0	0	8.8	583.3
2000-09-19	0	1	0	373
2000-12-31	0	1	0	379.3
2001-03-19	0	1	0	379.3
2001-06-30	0	1	0	386.9
2001-09-19	0	1	0	386.9
2001-12-31	0	1	0	394.3
2002-03-19	0	1	0	394.3
2002-06-30	0	1	0	399
2002-09-19	0	1	0	399
2002-12-31	0	1	0	405.4
2003-03-19	0	1	0	405.4
2003-06-30	0	1	0	411.1
2003-09-19	0	1	0	411.1
2003-12-31	0	1	0	416.4
2004-03-19	0	1	0	416.4
2004-06-30	0	1	0	421
2004-09-19	0	1	0	421
2004-12-31	0	1	0	426.9
2005-03-19	0	1	0	426.9
2005-06-30	0	1	0	432
2005-09-19	0	1	0	432
2005-12-31	0	1	0	437.6
2006-03-19	0	1	0	437.6
2006-06-30	0	1	0	444.2
2006-09-19	0	1	0	444.2
2006-12-31	0	1	0	455.3
2007-03-19	0	1	0	455.3
2007-06-30	0	1	0	458.9
2007-09-19	0	1	0	458.9
2007-12-31	0	1	0	464.9
2008-03-19	0	1	0	464.9
2008-06-30	0	1	0	472.8
2008-09-19	0	1	0	472.8
2008-12-31	0	1	0	486
2009-03-19	0	1	0	486
2009-06-30	0	1	0	490.4
2009-09-19	0	1	0	490.4
2009-12-31	0	1	0	493.3
2010-03-19	0	1	0	493.3
2010-06-30	0	1	0	500.7
2010-09-19	0	1	0	500.7
2010-12-31	0	1	0	508.2
2011-03-19	0	1	0	508.2
2011-06-30	0	1	0	513.8
2011-09-19	0	1	0	513.8
2011-12-31	0	1	0	526.6
2012-03-19	0	1	0	526.6
2012-06-30	0	1	0	529.8
2012-09-19	0	1	0	529.8
2012-12-31	0	1	0	533
2013-03-19	0	1	0	533
2013-06-30	0	1	9.1	537.8
2013-09-19	0	1	9.1	537.8
2013-12-31	0	1	9.2	542.1
2014-03-19	0	1	9.2	542.1
2014-06-30	0	1	9.4	552.4
2014-09-19	0	1	9.4	552.4
2014-12-31	0	1	9.5	557.9
2015-03-19	0	1	9.5	557.9
2015-06-30	0	1	9.5	561.8
2015-09-19	0	1	9.5	561.8
2015-12-31	0	1	9.5	566.3
2016-03-19	0	1	9.5	566.3
2016-06-30	0	1	9.5	570.8
2016-09-19	0	1	9.5	570.8
2016-12-31	0	1	9.5	571.9
2017-03-19	0	1	9.5	571.9
2017-06-30	0	1	9.5	579.3
2017-09-19	0	1	9.5	579.3
2017-12-31	0	1	9.5	582.8
2018-03-19	0	1	9.5	582.8
2018-06-30	0	1	9.5	588.6
2018-09-19	0	1	9.5	588.6
2018-12-31	0	1	9.5	594.5
2019-03-19	0	1	9.5	594.5
2019-06-30	0	1	9.5	601
2019-09-19	0	1	9.5	601
2019-12-31	0	1	9.5	607.6
2020-03-19	0	1	9.5	607.6
2020-06-30	0	1	9.5	614.9
2020-09-19	0	1	9.5	614.9
2020-12-31	0	1	9.5	622.9
2021-03-19	0	1	9.5	622.9
2021-06-30	0	1	9.5	631
2000-09-19	1	1	0	311.1
2000-12-31	1	1	0	316.4
2001-03-19	1	1	0	316.4
2001-06-30	1	1	0	322.8
2001-09-19	1	1	0	322.8
2001-12-31	1	1	0	328.9
2002-03-19	1	1	0	328.9
2002-06-30	1	1	0	332.8
2002-09-19	1	1	0	332.8
2002-12-31	1	1	0	338.1
2003-03-19	1	1	0	338.1
2003-06-30	1	1	0	342.8
2003-09-19	1	1	0	342.8
2003-12-31	1	1	0	347.3
2004-03-19	1	1	0	347.3
2004-06-30	1	1	0	351.1
2004-09-19	1	1	0	351.1
2004-12-31	1	1	0	356
2005-03-19	1	1	0	356
2005-06-30	1	1	0	360.3
2005-09-19	1	1	0	360.3
2005-12-31	1	1	0	365
2006-03-19	1	1	0	365
2006-06-30	1	1	0	370.5
2006-09-19	1	1	0	370.5
2006-12-31	1	1	0	379.8
2007-03-19	1	1	0	379.8
2007-06-30	1	1	0	382.8
2007-09-19	1	1	0	382.8
2007-12-31	1	1	0	387.8
2008-03-19	1	1	0	387.8
2008-06-30	1	1	0	394.4
2008-09-19	1	1	0	394.4
2008-12-31	1	1	0	405.4
2009-03-19	1	1	0	405.4
2009-06-30	1	1	0	409
2009-09-19	1	1	0	409
2009-12-31	1	1	0	411.5
2010-03-19	1	1	0	411.5
2010-06-30	1	1	0	417.7
2010-09-19	1	1	0	417.7
2010-12-31	1	1	0	424
2011-03-19	1	1	0	424
2011-06-30	1	1	0	428.7
2011-09-19	1	1	0	428.7
2011-12-31	1	1	0	439.4
2012-03-19	1	1	0	439.4
2012-06-30	1	1	0	442
2012-09-19	1	1	0	442
2012-12-31	1	1	0	444.7
2013-03-19	1	1	0	444.7
2013-06-30	1	1	7.6	448.7
2013-09-19	1	1	7.6	448.7
2013-12-31	1	1	7.7	452.3
2014-03-19	1	1	7.7	452.3
2014-06-30	1	1	7.8	460.9
2014-09-19	1	1	7.8	460.9
2014-12-31	1	1	7.9	465.5
2015-03-19	1	1	7.9	465.5
2015-06-30	1	1	7.9	468.8
2015-09-19	1	1	7.9	468.8
2015-12-31	1	1	7.9	472.6
2016-03-19	1	1	7.9	472.6
2016-06-30	1	1	7.9	476.4
2016-09-19	1	1	7.9	476.4
2016-12-31	1	1	7.9	477.4
2017-03-19	1	1	7.9	477.4
2017-06-30	1	1	7.9	483.6
2017-09-19	1	1	7.9	483.6
2017-12-31	1	1	7.9	486.5
2018-03-19	1	1	7.9	486.5
2018-06-30	1	1	7.9	491.4
2018-09-19	1	1	7.9	491.4
2018-12-31	1	1	7.9	496.3
2019-03-19	1	1	7.9	496.3
2019-06-30	1	1	7.9	501.8
2019-09-19	1	1	7.9	501.8
2019-12-31	1	1	7.9	507.3
2020-03-19	1	1	7.9	507.3
2020-06-30	1	1	7.9	513.4
2020-09-19	1	1	7.9	513.4
2020-12-31	1	1	7.9	520.1
2021-03-19	1	1	7.9	520.1
2021-06-30	1	1	7.9	526.9
