fy_year	n_CG	zero_discount_Net_CG_total	cg_inflator	forecast.series
2012-13	531558	9578777968.62485	0.816011627548308	lower
2012-13	531558	9578777968.62485	0.816011627548308	mean
2012-13	531558	9578777968.62485	0.816011627548308	upper
2013-14	632664	10402505803.7646	0.744563501288832	lower
2013-14	632664	10402505803.7646	0.744563501288832	mean
2013-14	632664	10402505803.7646	0.744563501288832	upper
2014-15	672484	14850636113.5191	1	lower
2014-15	672484	14850636113.5191	1	mean
2014-15	672484	14850636113.5191	1	upper
2015-16	368744.261215617	19463511990.3016	2.39019226215931	lower
2015-16	673504.24511816	19463511990.3016	1.30863270166707	mean
2015-16	1230142.4480392	19463511990.3016	0.716477739044035	upper
2016-17	287622.740423121	19863608367.3695	3.127316407768	lower
2016-17	674324.747553259	19863608367.3695	1.3339082076346	mean
2016-17	1580938.50470181	19863608367.3695	0.568957813790538	upper
2017-18	237678.508735229	24170528191.1	4.60503702513697	lower
2017-18	674981.869188196	24170528191.1	1.62155219683375	mean
2017-18	1916877.23958384	24170528191.1	0.570990311848396	upper
2018-19	202348.165234481	24758905216.1999	5.54075651302473	lower
2018-19	675508.027559252	24758905216.1999	1.65973144460258	mean
2018-19	2255078.98610407	24758905216.1999	0.497171904545349	upper
2019-20	175575.521329625	25912124185.3955	6.68306906056084	lower
2019-20	675929.249576088	25912124185.3955	1.7359558491155	mean
2019-20	2602187.06441854	25912124185.3955	0.450921976530557	upper
2020-21	154413.513370813	27865535908.7268	8.17182381134196	lower
2020-21	676266.41631877	27865535908.7268	1.86589189542393	mean
2020-21	2961763.22821159	27865535908.7268	0.426043518042634	upper
2021-22	137195.952793593	15382634367.2464	5.07722390848831	lower
2021-22	676536.270820675	29013038204.5529	1.94195438271601	mean
2021-22	3336113.90435505	42643442041.8594	0.578826333891308	upper
2022-23	122887.333836802	10229782623.652	3.76960793264393	lower
2022-23	676752.23196555	30160621474.9206	2.01812233383318	mean
2022-23	3726938.88923151	50091460326.1893	0.608622944074436	upper
2023-24	110800.395592755	6080312310.81806	2.48497186125063	lower
2023-24	676925.050527653	31308204745.2884	2.09437516060397	mean
2023-24	4135612.70770266	56536097179.7587	0.61904591617094	upper
2024-25	100456.333312373	2362695808.52321	1.06504360214431	lower
2024-25	677063.337161034	32455788015.6561	2.1706997681972	mean
2024-25	4563323.65926784	62548880222.789	0.620690596254087	upper
