id,fy_year,Taxable_Income_percentile,avg_tax_rate,avg_tax_bill,total_tax_bn,min_income,max_income,avg_income,facet,Financial year ending
Baseline,2018-19,1,0,0,0,0,0,0,Baseline,2019
Baseline,2018-19,2,0,0,0,0,129,21.1016320474777,Baseline,2019
Baseline,2018-19,3,0,0,0,129,593,379.958472376715,Baseline,2019
Baseline,2018-19,4,0,0,0,593,1450,991.721068249258,Baseline,2019
Baseline,2018-19,5,0,0,0,1451,2601,2000.63612759644,Baseline,2019
Baseline,2018-19,6,0,0,0,2602,3917,3252.29959213941,Baseline,2019
Baseline,2018-19,7,0,0,0,3917,5314,4618.56787833828,Baseline,2019
Baseline,2018-19,8,0,0,0,5314,6661,5989.95550611791,Baseline,2019
Baseline,2018-19,9,0,0,0,6661,8051,7363.8134272997,Baseline,2019
Baseline,2018-19,10,0,0,0,8052,9395,8725.90133531157,Baseline,2019
Baseline,2018-19,11,0,0,0,9395,10660,10030.5624768261,Baseline,2019
Baseline,2018-19,12,0,0,0,10661,11797,11228.8672106825,Baseline,2019
Baseline,2018-19,13,0,0,0,11797,12915,12355.5884315907,Baseline,2019
Baseline,2018-19,14,0,0,0,12916,13951,13434.5634272997,Baseline,2019
Baseline,2018-19,15,0,0,0,13951,14996,14488.3460682493,Baseline,2019
Baseline,2018-19,16,0,0,0,14996,16022,15510.0989988877,Baseline,2019
Baseline,2018-19,17,0,0,0,16022,16947,16479.9959198813,Baseline,2019
Baseline,2018-19,18,0,0,0,16947,17864,17412.0140897293,Baseline,2019
Baseline,2018-19,19,0,0,0,17864,18725,18296.609421365,Baseline,2019
Baseline,2018-19,20,0,0,0,18725,19551,19148.4165430267,Baseline,2019
Baseline,2018-19,21,0,0,0,19552,20331,19950.0604375232,Baseline,2019
Baseline,2018-19,22,0.001,30.356824925816,0.004,20331,21088,20708.3215875371,Baseline,2019
Baseline,2018-19,23,0.007,151.48590504451,0.022,21089,21901,21484.9636498516,Baseline,2019
Baseline,2018-19,24,0.014,309.244716351502,0.045,21901,22706,22306.2888394512,Baseline,2019
Baseline,2018-19,25,0.022,505.444362017804,0.074,22706,23461,23093.7418397626,Baseline,2019
Baseline,2018-19,26,0.029,690.705598813497,0.101,23461,24222,23832.0166852058,Baseline,2019
Baseline,2018-19,27,0.036,888.561572700297,0.13,24223,25075,24647.6887982196,Baseline,2019
Baseline,2018-19,28,0.042,1082.94362017804,0.158,25075,25949,25510.5137240356,Baseline,2019
Baseline,2018-19,29,0.051,1352.90582128291,0.198,25949,26842,26395.5461624027,Baseline,2019
Baseline,2018-19,30,0.057,1549.62537091988,0.227,26842,27742,27294.9120919881,Baseline,2019
Baseline,2018-19,31,0.061,1718.39451242121,0.251,27743,28646,28195.9466073415,Baseline,2019
Baseline,2018-19,32,0.065,1878.59013353116,0.275,28647,29566,29103.5378338279,Baseline,2019
Baseline,2018-19,33,0.069,2063.18805637982,0.302,29566,30508,30033.5215133531,Baseline,2019
Baseline,2018-19,34,0.073,2258.87690025955,0.33,30509,31481,31002.4360400445,Baseline,2019
Baseline,2018-19,35,0.076,2438.53189910979,0.357,31481,32409,31948.9855341246,Baseline,2019
Baseline,2018-19,36,0.08,2628.2191323693,0.384,32410,33365,32889.4338153504,Baseline,2019
Baseline,2018-19,37,0.085,2887.63909495549,0.422,33366,34295,33834.9072700297,Baseline,2019
Baseline,2018-19,38,0.087,3039.06045994065,0.444,34297,35181,34741.8453264095,Baseline,2019
Baseline,2018-19,39,0.092,3294.57730812013,0.482,35181,36126,35651.0152020764,Baseline,2019
Baseline,2018-19,40,0.097,3535.94584569733,0.517,36127,37038,36587.6650593472,Baseline,2019
Baseline,2018-19,41,0.102,3820.86350148368,0.559,37038,37940,37488.4951780415,Baseline,2019
Baseline,2018-19,42,0.108,4165.03299962922,0.609,37940,38836,38386.1916944753,Baseline,2019
Baseline,2018-19,43,0.115,4516.03486646884,0.66,38836,39741,39287.5567507418,Baseline,2019
Baseline,2018-19,44,0.121,4859.39599555061,0.711,39741,40655,40204.1472005933,Baseline,2019
Baseline,2018-19,45,0.127,5209.38724035608,0.762,40655,41557,41119.0730712166,Baseline,2019
Baseline,2018-19,46,0.132,5559.91617210683,0.813,41557,42429,41994.2596439169,Baseline,2019
Baseline,2018-19,47,0.138,5902.17575083426,0.863,42429,43368,42899.5250278087,Baseline,2019
Baseline,2018-19,48,0.143,6249.45586053412,0.914,43369,44307,43844.8523738872,Baseline,2019
Baseline,2018-19,49,0.147,6595.24137931035,0.965,44307,45207,44755.3904338154,Baseline,2019
Baseline,2018-19,50,0.152,6928.74777448071,1.013,45208,46134,45673.3824183976,Baseline,2019
Baseline,2018-19,51,0.156,7280.58197329377,1.065,46134,47081,46605.7321958457,Baseline,2019
Baseline,2018-19,52,0.16,7633.7063403782,1.117,47081,48049,47570.4794215795,Baseline,2019
Baseline,2018-19,53,0.165,7989.46661721068,1.168,48050,49032,48531.9929525223,Baseline,2019
Baseline,2018-19,54,0.169,8359.58398220245,1.223,49032,50064,49537.5153874676,Baseline,2019
Baseline,2018-19,55,0.173,8734.77818991098,1.277,50065,51086,50574.1442878338,Baseline,2019
Baseline,2018-19,56,0.176,9106.13130563798,1.332,51086,52109,51604.1654302671,Baseline,2019
Baseline,2018-19,57,0.18,9468.83203559511,1.385,52109,53142,52615.2298850575,Baseline,2019
Baseline,2018-19,58,0.183,9847.02818991098,1.44,53142,54221,53680.0178041543,Baseline,2019
Baseline,2018-19,59,0.187,10247.4271412681,1.499,54221,55334,54778.9336299592,Baseline,2019
Baseline,2018-19,60,0.191,10664.8942878338,1.559,55334,56511,55934.6016320475,Baseline,2019
Baseline,2018-19,61,0.194,11081.1205489614,1.62,56512,57675,57102.5441394659,Baseline,2019
Baseline,2018-19,62,0.197,11506.8461253244,1.683,57675,58899,58284.7712272896,Baseline,2019
Baseline,2018-19,63,0.201,11946.7025222552,1.747,58900,60138,59509.8831602374,Baseline,2019
Baseline,2018-19,64,0.204,12402.6695103858,1.814,60138,61401,60761.4814540059,Baseline,2019
Baseline,2018-19,65,0.207,12857.4022988506,1.881,61402,62672,62037.8902484242,Baseline,2019
Baseline,2018-19,66,0.21,13328.6238872404,1.949,62673,64044,63350.2121661721,Baseline,2019
Baseline,2018-19,67,0.214,13824.8557656656,2.022,64044,65430,64732.0619206526,Baseline,2019
Baseline,2018-19,68,0.217,14332.4974035608,2.096,65430,66831,66136.7733679525,Baseline,2019
Baseline,2018-19,69,0.22,14837.3419881306,2.17,66831,68314,67562.3520029674,Baseline,2019
Baseline,2018-19,70,0.222,15338.9755283649,2.244,68314,69752,69026.3722654802,Baseline,2019
Baseline,2018-19,71,0.225,15862.9132047478,2.32,69752,71353,70537.1806379822,Baseline,2019
Baseline,2018-19,72,0.228,16415.5758249907,2.401,71353,72929,72151.2717834631,Baseline,2019
Baseline,2018-19,73,0.23,16964.5185459941,2.481,72930,74546,73729.328264095,Baseline,2019
Baseline,2018-19,74,0.233,17544.1416913947,2.565,74546,76279,75408.6379821959,Baseline,2019
Baseline,2018-19,75,0.235,18140.9621802002,2.654,76280,78044,77144.6607341491,Baseline,2019
Baseline,2018-19,76,0.238,18757.8167655786,2.743,78045,79835,78923.7377596439,Baseline,2019
Baseline,2018-19,77,0.24,19373.5457916203,2.834,79836,81663,80722.5146459029,Baseline,2019
Baseline,2018-19,78,0.242,20043.4584569733,2.931,81664,83686,82656.8108308605,Baseline,2019
Baseline,2018-19,79,0.245,20774.1097922849,3.038,83686,85800,84759.2014094956,Baseline,2019
Baseline,2018-19,80,0.248,21506.4456803856,3.146,85801,87929,86865.3133110864,Baseline,2019
Baseline,2018-19,81,0.251,22327.7863501484,3.265,87930,90121,89007.6238872404,Baseline,2019
