fy_year,Taxable_Income_percentile,avg_tax_rate
2019-20,41,0.1027
2019-20,42,0.1096
2019-20,43,0.1152
2019-20,44,0.1218
2019-20,45,0.1274
2019-20,46,0.1331
2019-20,47,0.1382
2019-20,48,0.1434
2019-20,49,0.148
2019-20,50,0.1524
2019-20,51,0.1569
2019-20,52,0.1611
2019-20,53,0.1653
2019-20,54,0.1692
2019-20,55,0.1731
2019-20,56,0.1769
2019-20,57,0.1804
2019-20,58,0.1839
2019-20,59,0.1875
2019-20,60,0.191
2019-20,61,0.1944
2019-20,62,0.1979
2019-20,63,0.2012
2019-20,64,0.2045
2019-20,65,0.2076
2019-20,66,0.2107
2019-20,67,0.214
2019-20,68,0.2169
2019-20,69,0.2196
2019-20,70,0.2222
2019-20,71,0.2248
2019-20,72,0.2276
2019-20,73,0.2302
2019-20,74,0.2326
2019-20,75,0.2352
2019-20,76,0.2377
2019-20,77,0.2402
2019-20,78,0.2426
2019-20,79,0.2452
2019-20,80,0.2476
2019-20,81,0.25
2019-20,82,0.2531
2019-20,83,0.2568
2019-20,84,0.2605
2019-20,85,0.2642
2019-20,86,0.2679
2019-20,87,0.2718
2019-20,88,0.2758
2019-20,89,0.2798
2019-20,90,0.2842
2019-20,91,0.2888
2019-20,92,0.2936
2019-20,93,0.2987
2019-20,94,0.3042
2019-20,95,0.3103
2019-20,96,0.3168
2019-20,97,0.328
2019-20,98,0.3452
2019-20,99,0.3715
2019-20,100,0.4118
2020-21,1,0
2020-21,2,0
2020-21,3,0
2020-21,4,0
2020-21,5,0
2020-21,6,0
2020-21,7,0
2020-21,8,0
2020-21,9,0
2020-21,10,0
2020-21,11,0
2020-21,12,0
2020-21,13,0
2020-21,14,0
2020-21,15,0
2020-21,16,0
2020-21,17,0
2020-21,18,0
2020-21,19,0
2020-21,20,0
2020-21,21,0
2020-21,22,0.0028
2020-21,23,0.0086
2020-21,24,0.0156
2020-21,25,0.024
2020-21,26,0.0314
2020-21,27,0.0388
2020-21,28,0.0457
2020-21,29,0.0527
2020-21,30,0.0588
2020-21,31,0.0625
2020-21,32,0.067
2020-21,33,0.0714
2020-21,34,0.074
2020-21,35,0.0782
2020-21,36,0.0819
2020-21,37,0.0876
2020-21,38,0.0919
2020-21,39,0.0965
2020-21,40,0.1001
2020-21,41,0.1066
2020-21,42,0.1131
2020-21,43,0.119
2020-21,44,0.1253
2020-21,45,0.131
2020-21,46,0.1366
2020-21,47,0.1416
2020-21,48,0.1465
2020-21,49,0.1511
2020-21,50,0.1555
2020-21,51,0.1599
2020-21,52,0.1641
2020-21,53,0.1679
2020-21,54,0.1718
2020-21,55,0.1756
2020-21,56,0.1794
2020-21,57,0.1829
2020-21,58,0.1863
2020-21,59,0.1898
2020-21,60,0.1933
2020-21,61,0.1968
2020-21,62,0.2002
2020-21,63,0.2034
2020-21,64,0.2067
2020-21,65,0.2098
2020-21,66,0.2128
2020-21,67,0.2158
2020-21,68,0.2185
2020-21,69,0.2212
2020-21,70,0.2239
2020-21,71,0.2265
2020-21,72,0.2292
2020-21,73,0.2316
2020-21,74,0.2342
2020-21,75,0.2368
2020-21,76,0.2393
2020-21,77,0.2417
2020-21,78,0.2441
2020-21,79,0.2466
2020-21,80,0.249
2020-21,81,0.2516
2020-21,82,0.2552
2020-21,83,0.2589
2020-21,84,0.2625
2020-21,85,0.2661
2020-21,86,0.2699
2020-21,87,0.2738
2020-21,88,0.2777
2020-21,89,0.2817
2020-21,90,0.286
2020-21,91,0.2905
2020-21,92,0.2952
2020-21,93,0.3003
2020-21,94,0.3057
2020-21,95,0.3116
2020-21,96,0.3182
2020-21,97,0.3304
2020-21,98,0.3473
2020-21,99,0.3728
2020-21,100,0.4127
2021-22,1,0
2021-22,2,0
2021-22,3,0
2021-22,4,0
2021-22,5,0
2021-22,6,0
2021-22,7,0
2021-22,8,0
2021-22,9,0
2021-22,10,0
2021-22,11,0
2021-22,12,0
2021-22,13,0
2021-22,14,0
2021-22,15,0
2021-22,16,0
2021-22,17,0
2021-22,18,0
2021-22,19,0
2021-22,20,0
2021-22,21,1e-04
2021-22,22,0.0044
2021-22,23,0.0101
2021-22,24,0.0182
2021-22,25,0.0258
2021-22,26,0.0345
2021-22,27,0.0413
2021-22,28,0.0479
2021-22,29,0.055
2021-22,30,0.0604
2021-22,31,0.0643
2021-22,32,0.0692
2021-22,33,0.072
2021-22,34,0.0758
2021-22,35,0.0796
2021-22,36,0.0851
2021-22,37,0.0897
2021-22,38,0.0943
2021-22,39,0.0989
2021-22,40,0.1032
2021-22,41,0.11
2021-22,42,0.1167
2021-22,43,0.1226
2021-22,44,0.1286
2021-22,45,0.1344
2021-22,46,0.1397
2021-22,47,0.1447
2021-22,48,0.1495
2021-22,49,0.1541
2021-22,50,0.1585
2021-22,51,0.1625
2021-22,52,0.1666
2021-22,53,0.1704
2021-22,54,0.1743
2021-22,55,0.1781
2021-22,56,0.1817
2021-22,57,0.1852
2021-22,58,0.1887
2021-22,59,0.1921
2021-22,60,0.1956
2021-22,61,0.199
2021-22,62,0.2024
2021-22,63,0.2056
2021-22,64,0.2088
2021-22,65,0.2118
2021-22,66,0.2145
2021-22,67,0.2173
2021-22,68,0.22
2021-22,69,0.2228
2021-22,70,0.2255
2021-22,71,0.228
2021-22,72,0.2307
2021-22,73,0.2332
2021-22,74,0.2357
2021-22,75,0.2383
2021-22,76,0.2407
2021-22,77,0.2432
2021-22,78,0.2456
2021-22,79,0.248
2021-22,80,0.2504
2021-22,81,0.2536
2021-22,82,0.2572
2021-22,83,0.2608
2021-22,84,0.2644
2021-22,85,0.2681
2021-22,86,0.2718
2021-22,87,0.2755
2021-22,88,0.2795
2021-22,89,0.2835
2021-22,90,0.2877
2021-22,91,0.2921
2021-22,92,0.2967
2021-22,93,0.3017
2021-22,94,0.3071
2021-22,95,0.3129
2021-22,96,0.3197
2021-22,97,0.3327
2021-22,98,0.3491
2021-22,99,0.3739
2021-22,100,0.4135
2022-23,1,0
2022-23,2,0
2022-23,3,0
2022-23,4,0
2022-23,5,0
2022-23,6,0
2022-23,7,0
2022-23,8,0
2022-23,9,0
2022-23,10,0
2022-23,11,0
2022-23,12,0
2022-23,13,0
2022-23,14,0
2022-23,15,0
2022-23,16,0
2022-23,17,0
2022-23,18,0
2022-23,19,0
2022-23,20,0
2022-23,21,7e-04
2022-23,22,0.0061
2022-23,23,0.0123
2022-23,24,0.0206
2022-23,25,0.0286
2022-23,26,0.0369
2022-23,27,0.0443
2022-23,28,0.0504
2022-23,29,0.0572
2022-23,30,0.0621
2022-23,31,0.067
2022-23,32,0.0701
2022-23,33,0.0742
2022-23,34,0.0763
2022-23,35,0.0832
2022-23,36,0.0875
2022-23,37,0.0923
2022-23,38,0.0971
2022-23,39,0.1014
2022-23,40,0.107
2022-23,41,0.114
2022-23,42,0.1203
2022-23,43,0.1263
2022-23,44,0.1321
2022-23,45,0.1379
2022-23,46,0.1431
2022-23,47,0.1479
2022-23,48,0.1527
2022-23,49,0.1572
2022-23,50,0.1613
2022-23,51,0.1653
2022-23,52,0.1692
2022-23,53,0.173
2022-23,54,0.1769
2022-23,55,0.1806
2022-23,56,0.1842
2022-23,57,0.1876
2022-23,58,0.1912
2022-23,59,0.1945
2022-23,60,0.198
2022-23,61,0.2014
2022-23,62,0.2047
2022-23,63,0.2078
2022-23,64,0.2107
2022-23,65,0.2135
2022-23,66,0.2162
2022-23,67,0.219
2022-23,68,0.2218
2022-23,69,0.2245
2022-23,70,0.2272
2022-23,71,0.2296
2022-23,72,0.2322
2022-23,73,0.2348
2022-23,74,0.2373
2022-23,75,0.2398
2022-23,76,0.2423
2022-23,77,0.2446
2022-23,78,0.247
2022-23,79,0.2495
2022-23,80,0.2522
2022-23,81,0.2557
2022-23,82,0.2592
2022-23,83,0.2629
2022-23,84,0.2664
2022-23,85,0.27
2022-23,86,0.2736
2022-23,87,0.2775
2022-23,88,0.2813
2022-23,89,0.2852
2022-23,90,0.2894
2022-23,91,0.2938
2022-23,92,0.2983
2022-23,93,0.3032
2022-23,94,0.3085
2022-23,95,0.3143
2022-23,96,0.3214
2022-23,97,0.335
2022-23,98,0.351
2022-23,99,0.375
2022-23,100,0.4143
2023-24,1,0
2023-24,2,0
2023-24,3,0
2023-24,4,0
2023-24,5,0
2023-24,6,0
2023-24,7,0
2023-24,8,0
2023-24,9,0
2023-24,10,0
2023-24,11,0
2023-24,12,0
2023-24,13,0
2023-24,14,0
2023-24,15,0
2023-24,16,0
2023-24,17,0
2023-24,18,0
2023-24,19,0
2023-24,20,0
2023-24,21,0.0016
2023-24,22,0.0075
2023-24,23,0.0147
2023-24,24,0.023
2023-24,25,0.0315
2023-24,26,0.0393
2023-24,27,0.047
2023-24,28,0.0529
2023-24,29,0.0593
2023-24,30,0.064
2023-24,31,0.0686
2023-24,32,0.0719
2023-24,33,0.0745
2023-24,34,0.0797
2023-24,35,0.0861
2023-24,36,0.0899
2023-24,37,0.0949
2023-24,38,0.0995
2023-24,39,0.1042
2023-24,40,0.1109
2023-24,41,0.1177
2023-24,42,0.124
2023-24,43,0.1298
2023-24,44,0.1356
2023-24,45,0.1413
2023-24,46,0.1464
2023-24,47,0.151
2023-24,48,0.1556
2023-24,49,0.16
2023-24,50,0.164
2023-24,51,0.168
2023-24,52,0.1718
2023-24,53,0.1757
2023-24,54,0.1793
2023-24,55,0.183
2023-24,56,0.1867
2023-24,57,0.1901
2023-24,58,0.1935
2023-24,59,0.1969
2023-24,60,0.2003
2023-24,61,0.2036
2023-24,62,0.2067
2023-24,63,0.2096
2023-24,64,0.2125
2023-24,65,0.2152
2023-24,66,0.2179
2023-24,67,0.2207
2023-24,68,0.2235
2023-24,69,0.2261
2023-24,70,0.2287
2023-24,71,0.2312
2023-24,72,0.2339
2023-24,73,0.2364
2023-24,74,0.2388
2023-24,75,0.2413
2023-24,76,0.2438
2023-24,77,0.2461
2023-24,78,0.2485
2023-24,79,0.251
2023-24,80,0.2543
2023-24,81,0.2577
2023-24,82,0.2613
2023-24,83,0.2648
2023-24,84,0.2684
2023-24,85,0.2719
2023-24,86,0.2755
2023-24,87,0.2793
2023-24,88,0.2831
2023-24,89,0.287
2023-24,90,0.2911
2023-24,91,0.2953
2023-24,92,0.2998
2023-24,93,0.3047
2023-24,94,0.3099
2023-24,95,0.3156
2023-24,96,0.3234
2023-24,97,0.3372
2023-24,98,0.3528
2023-24,99,0.3762
2023-24,100,0.4151
2024-25,1,0
2024-25,2,0
2024-25,3,0
2024-25,4,0
2024-25,5,0
2024-25,6,0
2024-25,7,0
2024-25,8,0
2024-25,9,0
2024-25,10,0
2024-25,11,0
2024-25,12,0
2024-25,13,0
2024-25,14,0
2024-25,15,0
2024-25,16,0
2024-25,17,0
2024-25,18,0
2024-25,19,0
2024-25,20,0
2024-25,21,0.0028
2024-25,22,0.0093
2024-25,23,0.017
2024-25,24,0.0261
2024-25,25,0.0338
2024-25,26,0.0421
2024-25,27,0.0495
2024-25,28,0.0558
2024-25,29,0.0614
2024-25,30,0.0659
2024-25,31,0.0703
2024-25,32,0.0721
2024-25,33,0.0778
2024-25,34,0.0832
2024-25,35,0.0882
2024-25,36,0.0928
2024-25,37,0.0975
2024-25,38,0.1019
2024-25,39,0.1078
2024-25,40,0.115
2024-25,41,0.1215
2024-25,42,0.1278
2024-25,43,0.1336
2024-25,44,0.1393
2024-25,45,0.1448
2024-25,46,0.1497
2024-25,47,0.154
2024-25,48,0.1586
2024-25,49,0.1627
2024-25,50,0.1669
2024-25,51,0.1708
2024-25,52,0.1745
2024-25,53,0.1783
2024-25,54,0.1819
2024-25,55,0.1856
2024-25,56,0.1892
2024-25,57,0.1926
2024-25,58,0.196
2024-25,59,0.1993
2024-25,60,0.2026
2024-25,61,0.2057
2024-25,62,0.2086
2024-25,63,0.2114
2024-25,64,0.2142
2024-25,65,0.217
2024-25,66,0.2197
2024-25,67,0.2225
2024-25,68,0.2252
2024-25,69,0.2278
2024-25,70,0.2304
2024-25,71,0.2329
2024-25,72,0.2354
2024-25,73,0.238
2024-25,74,0.2404
2024-25,75,0.2428
2024-25,76,0.2452
2024-25,77,0.2476
2024-25,78,0.2499
2024-25,79,0.253
2024-25,80,0.2564
2024-25,81,0.2598
2024-25,82,0.2633
2024-25,83,0.2668
2024-25,84,0.2703
2024-25,85,0.2738
2024-25,86,0.2775
2024-25,87,0.2812
2024-25,88,0.2849
2024-25,89,0.2887
2024-25,90,0.2928
2024-25,91,0.297
2024-25,92,0.3014
2024-25,93,0.3062
2024-25,94,0.3113
2024-25,95,0.3168
2024-25,96,0.3257
2024-25,97,0.3394
2024-25,98,0.3546
2024-25,99,0.3775
2024-25,100,0.416
2025-26,1,0
2025-26,2,0
2025-26,3,0
2025-26,4,0
2025-26,5,0
2025-26,6,0
2025-26,7,0
2025-26,8,0
2025-26,9,0
2025-26,10,0
2025-26,11,0
2025-26,12,0
2025-26,13,0
2025-26,14,0
2025-26,15,0
2025-26,16,0
2025-26,17,0
2025-26,18,0
2025-26,19,0
2025-26,20,0
2025-26,21,0.0042
2025-26,22,0.011
2025-26,23,0.0197
2025-26,24,0.0287
2025-26,25,0.0364
2025-26,26,0.0446
2025-26,27,0.0525
2025-26,28,0.0584
2025-26,29,0.0634
2025-26,30,0.0678
2025-26,31,0.0705
2025-26,32,0.0752
2025-26,33,0.0812
2025-26,34,0.0859
2025-26,35,0.0907
2025-26,36,0.0952
2025-26,37,0.1
2025-26,38,0.1048
2025-26,39,0.1118
2025-26,40,0.1188
2025-26,41,0.1253
2025-26,42,0.1314
2025-26,43,0.1372
2025-26,44,0.1428
2025-26,45,0.148
2025-26,46,0.1527
2025-26,47,0.1569
2025-26,48,0.1614
2025-26,49,0.1656
2025-26,50,0.1695
2025-26,51,0.1734
2025-26,52,0.1772
2025-26,53,0.1809
2025-26,54,0.1844
2025-26,55,0.1881
2025-26,56,0.1917
2025-26,57,0.195
2025-26,58,0.1984
2025-26,59,0.2016
2025-26,60,0.2045
2025-26,61,0.2075
2025-26,62,0.2104
2025-26,63,0.2133
2025-26,64,0.216
2025-26,65,0.2188
2025-26,66,0.2215
2025-26,67,0.2242
2025-26,68,0.2268
2025-26,69,0.2295
2025-26,70,0.2321
2025-26,71,0.2345
2025-26,72,0.2371
2025-26,73,0.2396
2025-26,74,0.2419
2025-26,75,0.2443
2025-26,76,0.2468
2025-26,77,0.2491
2025-26,78,0.2517
2025-26,79,0.2551
2025-26,80,0.2585
2025-26,81,0.2619
2025-26,82,0.2653
2025-26,83,0.2688
2025-26,84,0.2723
2025-26,85,0.2757
2025-26,86,0.2794
2025-26,87,0.283
2025-26,88,0.2867
2025-26,89,0.2905
2025-26,90,0.2944
2025-26,91,0.2986
2025-26,92,0.303
2025-26,93,0.3076
2025-26,94,0.3127
2025-26,95,0.3182
2025-26,96,0.3282
2025-26,97,0.3415
2025-26,98,0.3563
2025-26,99,0.3788
2025-26,100,0.4168
2026-27,1,0
2026-27,2,0
2026-27,3,0
2026-27,4,0
2026-27,5,0
2026-27,6,0
2026-27,7,0
2026-27,8,0
2026-27,9,0
2026-27,10,0
2026-27,11,0
2026-27,12,0
2026-27,13,0
2026-27,14,0
2026-27,15,0
2026-27,16,0
2026-27,17,0
2026-27,18,0
2026-27,19,0
2026-27,20,3e-04
2026-27,21,0.0058
2026-27,22,0.013
2026-27,23,0.0224
2026-27,24,0.0314
2026-27,25,0.0393
2026-27,26,0.0471
2026-27,27,0.055
2026-27,28,0.0613
2026-27,29,0.0651
2026-27,30,0.0684
2026-27,31,0.073
2026-27,32,0.0787
2026-27,33,0.0836
2026-27,34,0.0891
2026-27,35,0.0929
2026-27,36,0.0979
2026-27,37,0.1025
2026-27,38,0.1086
2026-27,39,0.1159
2026-27,40,0.1228
2026-27,41,0.1291
2026-27,42,0.1352
2026-27,43,0.141
2026-27,44,0.1461
2026-27,45,0.1511
2026-27,46,0.1557
2026-27,47,0.16
2026-27,48,0.1643
2026-27,49,0.1685
2026-27,50,0.1724
2026-27,51,0.1762
2026-27,52,0.1798
2026-27,53,0.1836
2026-27,54,0.187
2026-27,55,0.1907
2026-27,56,0.1941
2026-27,57,0.1975
2026-27,58,0.2006
2026-27,59,0.2035
2026-27,60,0.2065
2026-27,61,0.2094
2026-27,62,0.2123
2026-27,63,0.2152
2026-27,64,0.2179
2026-27,65,0.2206
2026-27,66,0.2232
2026-27,67,0.2259
2026-27,68,0.2287
2026-27,69,0.2312
2026-27,70,0.2337
2026-27,71,0.2362
2026-27,72,0.2387
2026-27,73,0.2412
2026-27,74,0.2435
2026-27,75,0.2459
2026-27,76,0.2483
2026-27,77,0.2507
2026-27,78,0.2538
2026-27,79,0.2573
2026-27,80,0.2606
2026-27,81,0.2639
2026-27,82,0.2673
2026-27,83,0.2708
2026-27,84,0.2742
2026-27,85,0.2777
2026-27,86,0.2813
2026-27,87,0.2848
2026-27,88,0.2884
2026-27,89,0.2922
2026-27,90,0.2961
2026-27,91,0.3002
2026-27,92,0.3045
2026-27,93,0.3091
2026-27,94,0.314
2026-27,95,0.3198
2026-27,96,0.3307
2026-27,97,0.3436
2026-27,98,0.358
2026-27,99,0.3801
2026-27,100,0.4176
2027-28,1,0
2027-28,2,0
2027-28,3,0
2027-28,4,0
2027-28,5,0
2027-28,6,0
2027-28,7,0
2027-28,8,0
2027-28,9,0
2027-28,10,0
2027-28,11,0
2027-28,12,0
2027-28,13,0
2027-28,14,0
2027-28,15,0
2027-28,16,0
2027-28,17,0
2027-28,18,0
2027-28,19,0
2027-28,20,8e-04
2027-28,21,0.0073
2027-28,22,0.0153
2027-28,23,0.0249
2027-28,24,0.0339
2027-28,25,0.0422
2027-28,26,0.0496
2027-28,27,0.058
2027-28,28,0.0634
2027-28,29,0.0659
2027-28,30,0.0704
2027-28,31,0.0761
2027-28,32,0.0818
2027-28,33,0.0867
2027-28,34,0.0908
2027-28,35,0.0957
2027-28,36,0.1004
2027-28,37,0.1055
2027-28,38,0.1127
2027-28,39,0.1198
2027-28,40,0.1266
2027-28,41,0.1329
2027-28,42,0.1389
2027-28,43,0.1443
2027-28,44,0.1493
2027-28,45,0.1541
2027-28,46,0.1587
2027-28,47,0.163
2027-28,48,0.1672
2027-28,49,0.1713
2027-28,50,0.1751
2027-28,51,0.1789
2027-28,52,0.1825
2027-28,53,0.1862
2027-28,54,0.1897
2027-28,55,0.1931
2027-28,56,0.1965
2027-28,57,0.1996
2027-28,58,0.2026
2027-28,59,0.2055
2027-28,60,0.2084
2027-28,61,0.2113
2027-28,62,0.2142
2027-28,63,0.217
2027-28,64,0.2198
2027-28,65,0.2224
2027-28,66,0.225
2027-28,67,0.2277
2027-28,68,0.2304
2027-28,69,0.2329
2027-28,70,0.2354
2027-28,71,0.2378
2027-28,72,0.2403
2027-28,73,0.2428
2027-28,74,0.2451
2027-28,75,0.2474
2027-28,76,0.2498
2027-28,77,0.2526
2027-28,78,0.256
2027-28,79,0.2594
2027-28,80,0.2627
2027-28,81,0.266
2027-28,82,0.2693
2027-28,83,0.2727
2027-28,84,0.2762
2027-28,85,0.2796
2027-28,86,0.2831
2027-28,87,0.2866
2027-28,88,0.2902
2027-28,89,0.2939
2027-28,90,0.2977
2027-28,91,0.3018
2027-28,92,0.306
2027-28,93,0.3105
2027-28,94,0.3154
2027-28,95,0.3216
2027-28,96,0.3331
2027-28,97,0.3457
2027-28,98,0.3596
2027-28,99,0.3815
2027-28,100,0.4185
