id,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,2027-28
Budget2018_baseline,0,-0.1,-0.1,-0.2,-0.2,-0.2,-0.3,-0.3,-0.4,-0.4
Baseline_brackets_cpi,-1.7,-3.5,-5.7,-8,-10.4,-13,-15.7,-18.5,-21.5,-24.7
Budget2018_just_rates,-0.4,-0.5,-0.5,-0.6,-14,-14.7,-21,-22.2,-23.4,-24.7
Budget2018_lamington_et_LITO,-3.7,-3.9,-4,-4.1,-0.7,-0.8,-0.8,-0.8,-0.9,-0.9
Budget2018,-4.1,-4.2,-4.4,-4.5,-14.5,-15.2,-21.6,-22.7,-23.9,-25.2
Budget2018_Step1and2,-4.1,-4.2,-4.4,-4.5,-14.5,-15.2,-15.9,-16.6,-17.3,-18
ALP2018,-6.8,-7.1,-7.3,-7.5,-21,-21.8,-22.6,-23.4,-24.2,-25
